k,r,max_prime,orbit_length,reached_1,diverged,pi
6,250,1619,109,1,0,6.1247948390e-04
6,251,1619,65,1,0,4.4154950269e-03
6,253,1619,109,1,0,3.0778442443e-03
6,254,1093,47,1,0,1.6690989937e-03
6,256,2,8,1,0,1.9337385524e-03
6,257,1619,122,1,0,8.6555871993e-04
6,259,1619,122,1,0,3.3245104179e-04
6,260,37,29,1,0,2.9333206565e-03
6,262,197,29,1,0,2.3085224338e-03
6,263,1619,78,1,0,9.4124395275e-03
6,265,1619,122,1,0,1.2107236100e-03
6,266,29,29,1,0,4.0411674485e-04
6,268,101,29,1,0,1.5874338950e-04
6,269,269,29,1,0,5.2008515054e-03
6,271,271,42,1,0,2.4499179356e-03
6,272,17,16,1,0,1.6596351748e-03
6,274,1619,91,1,0,6.1640514703e-04
6,275,1619,91,1,0,7.9809456516e-04
6,277,277,16,1,0,3.3257569034e-04
6,278,157,42,1,0,6.7188946268e-04
6,280,53,16,1,0,1.0908739333e-03
6,281,317,42,1,0,3.0816027525e-03
6,283,1619,60,1,0,2.4194951771e-03
6,284,1619,104,1,0,7.5387181110e-04
6,286,1619,104,1,0,4.9746477012e-04
6,287,1093,42,1,0,2.2436878645e-03
6,289,163,29,1,0,6.6032100377e-04
6,290,1619,117,1,0,2.3298788637e-03
6,292,1619,117,1,0,9.4806429561e-04
6,293,1619,117,1,0,4.3873191757e-04
6,295,499,55,1,0,1.7472079943e-04
6,296,37,24,1,0,1.9914859093e-03
6,298,149,24,1,0,9.4233966282e-04
6,299,1619,117,1,0,3.4622348797e-03
6,301,113,16,1,0,3.8852796854e-04
6,302,227,16,1,0,2.2552591378e-03
6,304,29,24,1,0,2.9228331704e-04
6,305,229,37,1,0,1.0019269203e-03
6,307,461,37,1,0,1.3298041672e-03
6,308,29,24,1,0,2.7069352419e-03
6,310,1619,86,1,0,1.0176308633e-03
6,311,1619,86,1,0,3.2272473987e-04
6,313,1619,130,1,0,3.6254237385e-04
6,314,157,37,1,0,5.5933909454e-03
6,316,269,37,1,0,6.5138728213e-04
6,317,317,37,1,0,2.9003389908e-03
6,319,1619,55,1,0,8.5138546343e-03
6,320,5,11,1,0,4.4057856047e-04
6,322,1619,99,1,0,1.5774198606e-04
6,323,1619,99,1,0,3.7440819125e-03
6,325,61,24,1,0,2.3579166752e-03
6,326,163,24,1,0,1.3195180630e-03
6,328,1619,112,1,0,5.9073838073e-04
6,329,557,50,1,0,1.3520996242e-03
6,331,373,24,1,0,2.9270839999e-04
6,332,1619,112,1,0,1.6569343963e-03
6,334,1619,68,1,0,4.8960309753e-03
6,335,1619,68,1,0,1.6164669794e-03
6,337,1619,112,1,0,4.8520050908e-03
6,338,1093,50,1,0,9.1880512803e-04
6,340,17,11,1,0,4.2503386577e-04
6,341,31,11,1,0,2.5617725765e-03
6,343,1619,125,1,0,6.3497355802e-04
6,344,43,32,1,0,4.3108384703e-03
6,346,173,32,1,0,2.2766106729e-03
6,347,1619,125,1,0,4.1435202464e-04
6,349,349,32,1,0,2.3923118030e-04
6,350,1619,81,1,0,9.7739394266e-03
6,352,17,19,1,0,1.4921335242e-03
6,353,1619,125,1,0,1.4983055797e-03
6,355,71,32,1,0,4.7739886557e-04
6,356,101,32,1,0,1.2935356363e-03
6,358,269,32,1,0,2.0624093744e-04
6,359,1367,50,1,0,8.7665989074e-04
6,361,271,45,1,0,2.6938420970e-03
6,362,181,19,1,0,2.6713697937e-03
6,364,1619,94,1,0,1.1335379241e-02
6,365,1619,94,1,0,6.5529490390e-04
6,367,827,45,1,0,4.8146118589e-04
6,368,53,19,1,0,4.1034874578e-03
6,370,157,45,1,0,7.0290985252e-04
6,371,557,45,1,0,3.1923782607e-03
6,373,373,19,1,0,1.0971512958e-03
6,374,317,45,1,0,5.0576588736e-04
6,376,1619,107,1,0,1.9023896438e-04
6,377,1619,63,1,0,4.5061894658e-03
6,379,641,58,1,0,1.3303027614e-03
6,380,1619,107,1,0,5.3154665846e-03
6,382,1093,45,1,0,3.4686841470e-04
6,383,4373,45,1,0,5.9698245748e-04
6,385,163,32,1,0,2.8735629015e-04
6,386,1619,120,1,0,1.5850235549e-03
6,388,1619,120,1,0,1.2783624350e-03
6,389,1619,120,1,0,1.2619358885e-03
6,391,1619,120,1,0,6.0178501086e-04
6,392,37,27,1,0,2.9180028368e-04
6,394,197,27,1,0,5.2947812604e-04
6,395,1619,76,1,0,9.8959832177e-03
6,397,397,27,1,0,7.9475742982e-04
6,398,1619,120,1,0,2.6138460536e-03
6,400,29,27,1,0,2.1659526413e-03
6,401,401,19,1,0,2.4799045351e-04
6,403,227,19,1,0,3.3836690523e-04
6,404,101,27,1,0,6.5792588405e-03
6,406,229,40,1,0,7.7589005454e-04
6,407,131,40,1,0,3.0154872444e-03
6,409,461,40,1,0,1.3269760641e-03
6,410,41,27,1,0,4.2404248314e-03
6,412,1619,89,1,0,6.6443332307e-04
6,413,1619,89,1,0,1.1325009600e-03
6,415,1777,133,1,0,1.9898590805e-03
6,416,13,14,1,0,2.6501044491e-03
6,418,157,40,1,0,3.5421085924e-03
6,419,419,40,1,0,6.7199756875e-04
6,421,421,40,1,0,3.8588644299e-04
6,422,317,40,1,0,4.9370257038e-03
6,424,53,14,1,0,5.8833078616e-04
6,425,1619,58,1,0,6.9740098089e-03
6,427,641,53,1,0,1.3875126506e-03
6,428,1619,102,1,0,4.1727474843e-04
6,430,1619,102,1,0,5.7713060846e-04
6,431,1093,40,1,0,3.9296399880e-03
6,433,433,27,1,0,4.3700726724e-03
6,434,163,27,1,0,1.2827275412e-03
6,436,1619,115,1,0,1.2325432201e-03
6,437,1619,115,1,0,5.8246971592e-04
6,439,659,53,1,0,2.3558491571e-04
6,440,1619,115,1,0,1.1121322721e-03
6,442,1619,115,1,0,2.6597752299e-03
6,443,499,53,1,0,1.7549276703e-03
6,445,1619,71,1,0,8.5158545459e-03
6,446,1619,71,1,0,3.2987951575e-04
6,448,17,22,1,0,1.2240077438e-03
6,449,1619,115,1,0,5.4920858842e-03
6,451,1093,53,1,0,6.9888319773e-04
6,452,113,14,1,0,3.0870915439e-03
6,454,227,14,1,0,1.4920304365e-03
6,455,769,40,1,0,6.6784244843e-04
6,457,1619,128,1,0,1.7572746313e-04
6,458,229,35,1,0,2.1648344965e-03
6,460,173,35,1,0,6.0936095198e-04
6,461,461,35,1,0,2.3416672000e-03
6,463,1619,128,1,0,7.3997647961e-04
6,464,29,22,1,0,6.5346151339e-04
6,466,1619,84,1,0,1.9397251364e-04
6,467,1619,84,1,0,1.7614986650e-03
6,469,67,22,1,0,1.1680343165e-03
6,470,1619,128,1,0,1.7011324689e-03
6,472,101,35,1,0,1.4917515188e-03
6,473,71,35,1,0,3.2068188529e-04
6,475,241,27,1,0,6.6494380747e-04
6,476,269,35,1,0,3.8174782226e-03
6,478,1367,53,1,0,9.5564966392e-04
6,479,1619,53,1,0,9.0210365513e-03
6,481,271,48,1,0,3.0703533419e-03
6,482,241,22,1,0,4.2528311723e-04
6,484,1619,97,1,0,2.3891241598e-04
6,485,1619,97,1,0,5.6034004567e-03
6,487,1619,141,1,0,1.1691332682e-03
6,488,61,22,1,0,2.9771914570e-03
6,490,53,22,1,0,2.2077475135e-03
6,491,1777,141,1,0,1.5389221222e-03
6,493,157,48,1,0,4.3277935997e-04
6,494,557,48,1,0,1.8785949119e-03
6,496,1619,110,1,0,4.7062197638e-03
6,497,373,22,1,0,1.1062320877e-03
6,499,499,48,1,0,2.6004257527e-03
6,500,1619,110,1,0,1.2249589678e-03
6,502,1619,66,1,0,3.9904728258e-04
6,503,1619,66,1,0,2.3957981961e-03
6,505,641,61,1,0,1.5408013763e-03
6,506,1619,110,1,0,6.1556884886e-03
6,508,1093,48,1,0,1.1218439322e-03
6,509,1093,48,1,0,3.3016050188e-04
6,511,13121,61,1,0,2.1936595879e-04
6,512,2,9,1,0,3.8674771049e-03
6,514,1619,123,1,0,1.7311174399e-03
6,515,1619,123,1,0,1.2908989595e-03
6,517,1619,123,1,0,5.0096346017e-04
6,518,1619,123,1,0,6.6490208359e-04
6,520,37,30,1,0,1.6136236994e-04
6,521,1619,123,1,0,8.9443105482e-04
6,523,1619,123,1,0,1.4501694954e-03
6,524,197,30,1,0,4.6170448677e-03
6,526,1619,79,1,0,1.8720409563e-03
6,527,1619,79,1,0,1.1789583376e-03
6,529,397,30,1,0,6.7604981211e-04
6,530,1619,123,1,0,2.4214472200e-03
6,532,29,30,1,0,8.0823348970e-04
6,533,41,30,1,0,3.4002709262e-03
6,535,241,22,1,0,1.2808862883e-03
6,536,101,30,1,0,3.1748677901e-04
6,538,269,30,1,0,2.0717601232e-04
6,539,1367,48,1,0,1.4068289647e-03
6,541,541,43,1,0,7.4915278984e-04
6,542,271,43,1,0,4.8998358712e-03
6,544,17,17,1,0,4.3832994537e-04
6,545,461,43,1,0,1.3469210485e-03
6,547,821,30,1,0,3.2764745195e-04
6,548,1619,92,1,0,1.2328102941e-03
6,550,1619,92,1,0,1.5961891303e-03
6,551,827,43,1,0,1.7623142419e-03
6,553,1777,136,1,0,2.2530947329e-03
6,554,277,17,1,0,6.6515138068e-04
6,556,157,43,1,0,2.9849122874e-04
6,557,557,43,1,0,4.0345007675e-03
6,559,2693,87,1,0,6.3096794423e-04
6,560,53,17,1,0,2.1817478665e-03
6,562,317,43,1,0,4.9479916088e-03
6,563,563,43,1,0,3.9737871491e-04
6,565,113,17,1,0,1.2399522676e-04
6,566,1619,61,1,0,4.8389903542e-03
6,568,1619,105,1,0,1.5077436222e-03
6,569,641,56,1,0,2.0662729463e-03
6,571,857,30,1,0,5.6625047999e-04
6,572,1619,105,1,0,9.9492954024e-04
6,574,1093,43,1,0,3.3599878438e-04
6,575,4373,43,1,0,1.1266953074e-03
6,577,577,30,1,0,3.4870049045e-03
6,578,163,30,1,0,1.3206420075e-03
6,580,1619,118,1,0,1.9648199940e-03
6,581,1619,118,1,0,2.1850363362e-03
6,583,1109,30,1,0,2.9123485796e-04
6,584,1619,118,1,0,1.8961285912e-03
6,586,1619,118,1,0,8.7746383515e-04
6,587,1619,118,1,0,5.4083984969e-03
6,589,1619,118,1,0,2.7460429421e-03
6,590,499,56,1,0,3.4944159887e-04
6,592,37,25,1,0,3.3392122421e-04
6,593,1619,74,1,0,1.7047519586e-02
6,595,1619,74,1,0,1.1708336000e-03
6,596,149,25,1,0,1.8846793256e-03
6,598,1619,118,1,0,8.8074933249e-04
6,599,1619,118,1,0,5.8401715824e-04
6,601,1093,56,1,0,1.6034094264e-04
6,602,113,17,1,0,7.7705593708e-04
6,604,227,17,1,0,4.5105182757e-03
6,605,227,17,1,0,1.9138494424e-03
6,607,1367,43,1,0,2.8017002283e-03
6,608,29,25,1,0,5.8456663408e-04
6,610,229,38,1,0,7.6946106108e-04
6,611,131,38,1,0,5.2314751380e-03
6,613,613,38,1,0,5.5311604386e-04
6,614,461,38,1,0,2.6596083343e-03
6,616,29,25,1,0,1.1978990981e-03
6,617,1619,131,1,0,7.7040068813e-04
6,619,1619,131,1,0,1.6508025094e-04
6,620,1619,87,1,0,2.0352617267e-03
6,622,1619,87,1,0,6.4544947974e-04
6,623,1777,131,1,0,3.6752205121e-03
6,625,67,25,1,0,4.4721552741e-04
6,626,1619,131,1,0,7.2508474770e-04
6,628,157,38,1,0,5.8947916880e-04
6,629,101,38,1,0,1.3397654715e-03
6,631,947,38,1,0,1.7001354631e-03
6,632,269,38,1,0,1.3027745643e-03
6,634,317,38,1,0,7.0341448235e-04
6,635,953,30,1,0,3.7457639492e-04
6,637,1367,56,1,0,6.7346052425e-04
6,638,1619,56,1,0,1.7027709269e-02
6,640,5,12,1,0,8.8115712093e-04
6,641,641,51,1,0,4.1540443407e-03
6,643,643,25,1,0,2.0172503838e-03
6,644,1619,100,1,0,3.1548397211e-04
6,646,1619,100,1,0,1.9868935746e-04
6,647,1093,38,1,0,9.9538794135e-03
6,649,1619,144,1,0,1.0331364732e-03
6,650,61,25,1,0,4.7158333504e-03
6,652,163,25,1,0,5.6334765370e-04
6,653,653,25,1,0,1.7435024522e-03
6,655,2213,144,1,0,1.0925181681e-03
6,656,1619,113,1,0,1.1814767615e-03
6,658,557,51,1,0,2.7041992484e-03
6,659,659,51,1,0,1.6574080986e-03
6,661,1619,113,1,0,8.5237597930e-03
6,662,373,25,1,0,5.8541679999e-04
6,664,1619,113,1,0,2.9200857912e-04
6,665,499,51,1,0,2.2734404218e-03
6,667,7229,144,1,0,9.5692472121e-04
6,668,1619,69,1,0,9.7920619506e-03
6,670,1619,69,1,0,2.6157375690e-03
6,671,13121,95,1,0,2.7655802193e-04
6,673,673,64,1,0,3.8520034407e-04
6,674,1619,113,1,0,9.7040101816e-03
6,676,1093,51,1,0,1.8376102561e-03
6,677,1093,51,1,0,1.6499274995e-03
6,679,1721,64,1,0,6.6988273574e-04
6,680,17,12,1,0,8.5006773154e-04
6,682,31,12,1,0,1.8728819746e-04
6,683,769,38,1,0,1.0569653632e-03
6,685,1619,126,1,0,2.0770221703e-03
6,686,1619,126,1,0,1.2699471160e-03
6,688,43,33,1,0,4.9769397067e-03
6,689,1619,126,1,0,5.1656823658e-04
6,691,1619,126,1,0,8.7175122611e-04
6,692,173,33,1,0,4.5532213457e-03
6,694,1619,126,1,0,8.2870404928e-04
6,695,1619,126,1,0,5.1741425451e-03
6,697,1619,126,1,0,1.1367202109e-03
6,698,349,33,1,0,4.7846236060e-04
6,700,1619,82,1,0,1.3827901096e-04
6,701,1619,82,1,0,2.1411369335e-03
6,703,55667,170,1,0,8.2496374975e-04
6,704,17,20,1,0,2.9842670484e-03
6,706,1619,126,1,0,5.2848268159e-04
6,707,1619,126,1,0,1.0385110852e-03
6,709,709,33,1,0,2.5828411829e-04
6,710,71,33,1,0,9.5479773113e-04
6,712,101,33,1,0,2.5870712726e-03
6,713,241,25,1,0,1.3238251588e-03
6,715,227,25,1,0,1.0705684668e-03
6,716,269,33,1,0,4.1248187487e-04
6,718,1367,51,1,0,5.1925554259e-04
6,719,1619,51,1,0,9.4514149359e-03
6,721,541,46,1,0,6.6191257941e-04
6,722,271,46,1,0,5.3876841940e-03
6,724,181,20,1,0,4.7257074680e-03
6,725,29,20,1,0,3.3095628970e-04
6,727,1637,46,1,0,1.6547814485e-04
6,728,1619,95,1,0,2.2670758482e-02
7,1,1,0,1,0,3.9339710474e-04
7,2,2,1,1,0,7.8679420947e-04
7,4,2,2,1,0,2.6299861114e-04
7,5,5,5,1,0,2.8594220707e-04
7,7,17,16,1,0,8.5798441931e-05
7,8,2,3,1,0,5.2599722228e-04
7,10,5,6,1,0,5.7188441414e-04
7,11,17,14,1,0,4.7882514901e-04
7,13,13,9,1,0,5.7535387806e-04
7,14,17,17,1,0,1.7159688386e-04
7,16,2,4,1,0,8.9072072784e-05
7,17,17,12,1,0,7.4874817774e-04
7,19,29,20,1,0,2.9566743746e-04
7,20,5,7,1,0,1.1437688283e-03
7,22,17,15,1,0,6.8731299133e-04
7,23,53,15,1,0,1.2215149230e-04
7,25,29,23,1,0,6.7621195065e-05
7,26,13,10,1,0,1.1507077561e-03
7,28,17,18,1,0,3.4319376772e-04
7,29,29,18,1,0,6.0144436595e-04
7,31,1619,106,1,0,2.8553895791e-04
7,32,2,5,1,0,1.7814414557e-04
7,34,17,13,1,0,9.1676650440e-05
7,35,53,13,1,0,2.3030275049e-04
7,37,37,21,1,0,4.8533154765e-04
7,38,29,21,1,0,5.9133487492e-04
7,40,5,8,1,0,3.2386653143e-04
7,41,1619,109,1,0,1.8972836409e-04
7,43,43,29,1,0,1.6438390611e-04
7,44,17,16,1,0,1.3746259827e-03
7,46,53,16,1,0,2.4430298459e-04
7,47,1619,104,1,0,8.1523718362e-04
7,49,37,24,1,0,4.1012206149e-04
7,50,29,24,1,0,1.3524239013e-04
7,52,13,11,1,0,1.0711292058e-04
7,53,53,11,1,0,3.6977971952e-04
7,55,1619,112,1,0,1.8594931700e-04
7,56,17,19,1,0,6.8638753545e-04
7,58,29,19,1,0,1.9135695717e-04
7,59,101,32,1,0,4.0043689682e-04
7,61,61,19,1,0,1.6496219539e-04
7,62,1619,107,1,0,5.7107791582e-04
7,64,2,6,1,0,3.5628829114e-04
7,65,37,27,1,0,4.5195533860e-04
7,67,101,27,1,0,6.7645883450e-04
7,68,17,14,1,0,1.8335330088e-04
7,70,53,14,1,0,8.0127572224e-05
7,71,1619,102,1,0,1.3189801506e-03
7,73,1619,115,1,0,1.6315026961e-04
7,74,37,22,1,0,9.7066309530e-04
7,76,29,22,1,0,1.0124616105e-03
7,77,29,22,1,0,3.1493568511e-04
7,79,269,35,1,0,5.4779259512e-05
7,80,5,9,1,0,6.4773306286e-04
7,82,1619,110,1,0,3.7945672818e-04
7,83,1619,110,1,0,4.7263036103e-04
7,85,17,9,1,0,2.1841767130e-04
7,86,43,30,1,0,3.2876781222e-04
7,88,17,17,1,0,8.8646442605e-05
7,89,101,30,1,0,6.0203126154e-04
7,91,1619,92,1,0,2.4673137939e-03
7,92,53,17,1,0,4.8860596919e-04
7,94,1619,105,1,0,7.0944994976e-04
7,95,1619,105,1,0,4.1891514220e-04
7,97,1619,118,1,0,1.1408933905e-04
7,98,37,25,1,0,8.2024412299e-04
7,100,29,25,1,0,2.7048478026e-04
7,101,101,25,1,0,1.3553704720e-03
7,103,1619,87,1,0,2.2195892065e-03
7,104,13,12,1,0,2.1422584116e-04
7,106,53,12,1,0,4.5822609648e-05
7,107,1619,100,1,0,2.1970977788e-03
7,109,1619,113,1,0,4.4048957081e-04
7,110,1619,113,1,0,3.7189863401e-04
7,112,17,20,1,0,1.7881015594e-04
7,113,113,12,1,0,1.6939137362e-04
7,115,173,33,1,0,4.2231734869e-05
7,116,29,20,1,0,3.8271391434e-04
7,118,101,33,1,0,8.0087379364e-04
7,119,269,33,1,0,4.5217018375e-04
7,121,1619,95,1,0,4.2709991982e-03
7,122,61,20,1,0,3.2992439077e-04
7,124,1619,108,1,0,5.6744325134e-04
7,125,1619,108,1,0,9.2189816001e-04
7,127,1093,46,1,0,2.2563160911e-04
7,128,2,7,1,0,7.1257658227e-04
7,130,37,28,1,0,3.6505586842e-04
7,131,197,28,1,0,3.3898208970e-04
7,133,29,28,1,0,9.1464890614e-05
7,134,101,28,1,0,1.3529176690e-03
7,136,17,15,1,0,3.6670660176e-04
7,137,1619,90,1,0,4.3402080823e-03
7,139,157,41,1,0,1.1819695329e-04
7,140,53,15,1,0,1.6025514445e-04
7,142,1619,103,1,0,8.1235431129e-05
7,143,1619,103,1,0,7.4914397757e-04
7,145,1619,116,1,0,3.9084990747e-04
7,146,1619,116,1,0,3.2630053921e-04
7,148,37,23,1,0,3.9016006929e-04
7,149,149,23,1,0,1.4021198049e-04
7,151,227,15,1,0,2.3583522447e-04
7,152,29,23,1,0,2.0249232210e-03
7,154,29,23,1,0,6.2987137022e-04
7,155,1619,85,1,0,2.4486823892e-03
7,157,157,36,1,0,6.5581516567e-04
7,158,269,36,1,0,1.0955851902e-04
7,160,5,10,1,0,9.1896103994e-05
7,161,1619,98,1,0,3.5740240521e-03
7,163,163,23,1,0,2.0227312127e-04
7,164,1619,111,1,0,7.5891345635e-04
7,166,1619,111,1,0,3.6166015472e-04
7,167,1619,67,1,0,1.1835505188e-03
7,169,1093,49,1,0,1.4692665418e-04
7,170,17,10,1,0,4.3683534260e-04
7,172,43,31,1,0,6.5753562444e-04
7,173,173,31,1,0,4.3669427028e-04
7,175,1619,80,1,0,1.5472908017e-03
7,176,17,18,1,0,1.7729288521e-04
7,178,101,31,1,0,1.4510627102e-04
7,179,269,31,1,0,6.1425018025e-04
7,181,181,18,1,0,3.2274927174e-04
7,182,1619,93,1,0,4.9346275879e-03
7,184,53,18,1,0,6.0506300626e-04
7,185,157,44,1,0,9.7913482380e-05
7,187,317,44,1,0,7.8677083555e-05
7,188,1619,106,1,0,1.4188998995e-03
7,190,1619,106,1,0,8.3783028440e-04
7,191,1093,44,1,0,4.7183741113e-04
7,193,1619,119,1,0,2.5523577138e-04
7,194,1619,119,1,0,2.2817867809e-04
7,196,37,26,1,0,5.0973386337e-05
7,197,197,26,1,0,6.5387682826e-04
7,199,1619,119,1,0,4.0902143041e-04
7,200,29,26,1,0,5.4096956052e-04
7,202,101,26,1,0,1.3116596386e-03
7,203,229,39,1,0,1.2892065081e-04
7,205,41,26,1,0,1.0635223498e-03
7,206,1619,88,1,0,4.4391784131e-03
7,208,13,13,1,0,4.2845168231e-04
7,209,157,39,1,0,6.7933594939e-04
7,211,317,39,1,0,7.8514560723e-04
7,212,53,13,1,0,9.1645219295e-05
7,214,1619,101,1,0,6.2290274827e-05
7,215,1619,101,1,0,1.2926463340e-03
7,217,163,26,1,0,1.9610315344e-04
7,218,1619,114,1,0,8.8097914161e-04
7,220,1619,114,1,0,2.4781636100e-04
7,221,1619,114,1,0,3.9430897166e-04
7,223,1619,70,1,0,4.8736280503e-05
7,224,17,21,1,0,3.5762031188e-04
7,226,113,13,1,0,3.3878274725e-04
7,227,227,13,1,0,8.1502457711e-04
7,229,229,34,1,0,2.7555398028e-04
7,230,173,34,1,0,8.4463469739e-05
7,232,29,21,1,0,8.8694018219e-05
7,233,1619,83,1,0,2.6949919264e-03
7,235,1619,127,1,0,3.8239644936e-04
7,236,101,34,1,0,1.6017475873e-03
7,238,269,34,1,0,7.4149354696e-04
7,239,1367,52,1,0,1.6949328566e-04
7,241,241,21,1,0,5.0925940614e-05
7,242,1619,96,1,0,8.5419983964e-03
7,244,61,21,1,0,6.5984878155e-04
7,245,53,21,1,0,5.6102624882e-04
7,247,557,47,1,0,3.6012744833e-04
7,248,1619,109,1,0,1.1348865027e-03
7,250,1619,109,1,0,2.9201621094e-04
7,251,1619,65,1,0,1.3129021069e-03
7,253,1619,109,1,0,1.3467146875e-03
7,254,1093,47,1,0,4.5126321822e-04
7,256,2,8,1,0,6.5656327798e-04
7,257,1619,122,1,0,2.9968964095e-04
7,259,1619,122,1,0,1.1305660890e-04
7,260,37,29,1,0,7.3011173683e-04
7,262,197,29,1,0,6.7796417940e-04
7,263,1619,78,1,0,2.7202860963e-03
7,265,1619,122,1,0,4.0227098492e-04
7,266,29,29,1,0,1.8292978123e-04
7,268,101,29,1,0,5.1883209724e-05
7,269,269,29,1,0,1.5375443125e-03
7,271,271,42,1,0,7.1637337708e-04
7,272,17,16,1,0,7.3341320352e-04
7,274,1619,91,1,0,1.9956650186e-04
7,275,1619,91,1,0,2.3117428810e-04
7,277,277,16,1,0,7.5180545743e-05
7,278,157,42,1,0,2.3639390659e-04
7,280,53,16,1,0,3.2051028890e-04
7,281,317,42,1,0,6.2852293216e-04
7,283,1619,60,1,0,1.1659143271e-03
7,284,1619,104,1,0,1.6247086226e-04
7,286,1619,104,1,0,1.6942130900e-04
7,287,1093,42,1,0,6.6442214833e-04
7,289,163,29,1,0,1.8707634254e-04
7,290,1619,117,1,0,7.8169981494e-04
7,292,1619,117,1,0,3.3301046968e-04
7,293,1619,117,1,0,1.2338477773e-04
7,295,499,55,1,0,5.4586783785e-05
7,296,37,24,1,0,7.8032013858e-04
7,298,149,24,1,0,2.8042396099e-04
7,299,1619,117,1,0,8.3826540633e-04
7,301,113,16,1,0,1.1128623484e-04
7,302,227,16,1,0,4.7167044895e-04
7,304,29,24,1,0,7.0128281103e-05
7,305,229,37,1,0,3.6231184957e-04
7,307,461,37,1,0,5.2393705510e-04
7,308,29,24,1,0,1.2597427404e-03
7,310,1619,86,1,0,2.9854833721e-04
7,311,1619,86,1,0,9.9014849013e-05
7,313,1619,130,1,0,1.7031451185e-04
7,314,157,37,1,0,1.3116303313e-03
7,316,269,37,1,0,2.1911703805e-04
7,317,317,37,1,0,1.3625160948e-03
7,319,1619,55,1,0,1.7762169465e-03
7,320,5,11,1,0,1.8379220799e-04
7,322,1619,99,1,0,6.3830919301e-05
7,323,1619,99,1,0,1.5262124970e-03
7,325,61,24,1,0,1.1487681189e-03
7,326,163,24,1,0,4.0454624254e-04
7,328,1619,112,1,0,1.7383177519e-04
7,329,557,50,1,0,6.5847498412e-04
7,331,373,24,1,0,1.0567597146e-04
7,332,1619,112,1,0,7.2332030944e-04
7,334,1619,68,1,0,2.3671010376e-03
7,335,1619,68,1,0,3.9209508955e-04
7,337,1619,112,1,0,1.3879386768e-03
7,338,1093,50,1,0,2.9385330835e-04
7,340,17,11,1,0,1.0189779922e-04
7,341,31,11,1,0,9.8116341841e-04
7,343,1619,125,1,0,2.4938451845e-04
7,344,43,32,1,0,1.3150712489e-03
7,346,173,32,1,0,7.2104830256e-04
7,347,1619,125,1,0,9.0413302346e-05
7,349,349,32,1,0,1.0536642928e-04
7,350,1619,81,1,0,3.0945816033e-03
7,352,17,19,1,0,3.5458577042e-04
7,353,1619,125,1,0,4.8963480191e-04
7,355,71,32,1,0,1.4400635488e-04
7,356,101,32,1,0,2.9021254203e-04
7,358,269,32,1,0,5.1838788197e-05
7,359,1367,50,1,0,3.2346457976e-04
7,361,271,45,1,0,8.8259233744e-04
7,362,181,19,1,0,6.4549854348e-04
7,364,1619,94,1,0,1.4183152353e-03
7,365,1619,94,1,0,2.6171595436e-04
7,367,827,45,1,0,1.8567867886e-04
7,368,53,19,1,0,1.2101260125e-03
7,370,157,45,1,0,1.9582696476e-04
7,371,557,45,1,0,8.4537129884e-04
7,373,373,19,1,0,2.9378272297e-04
7,374,317,45,1,0,1.5735416711e-04
7,376,1619,107,1,0,6.2774497896e-05
7,377,1619,63,1,0,2.2343015460e-03
7,379,641,58,1,0,4.1642747360e-04
7,380,1619,107,1,0,1.6756605688e-03
7,382,1093,45,1,0,1.0912532540e-04
7,383,4373,45,1,0,1.5818338316e-04
7,385,163,32,1,0,8.4691063973e-05
7,386,1619,120,1,0,5.1047154275e-04
7,388,1619,120,1,0,4.5635735619e-04
7,389,1619,120,1,0,5.1064735441e-04
7,391,1619,120,1,0,2.3479246719e-04
7,392,37,27,1,0,1.0194677267e-04
7,394,197,27,1,0,1.5349243961e-04
7,395,1619,76,1,0,4.7626396131e-03
7,397,397,27,1,0,2.7568782589e-04
7,398,1619,120,1,0,8.1804286081e-04
7,400,29,27,1,0,8.7988074861e-04
7,401,401,19,1,0,9.5906667270e-05
7,403,227,19,1,0,7.6746152819e-05
7,404,101,27,1,0,2.6233192772e-03
7,406,229,40,1,0,2.5784130163e-04
7,407,131,40,1,0,1.4115872491e-03
7,409,461,40,1,0,4.1173609469e-04
7,410,41,27,1,0,2.1270446997e-03
7,412,1619,89,1,0,1.3821148134e-04
7,413,1619,89,1,0,4.4999960656e-04
7,415,1777,133,1,0,8.1215627759e-04
7,416,13,14,1,0,8.5690336463e-04
7,418,157,40,1,0,1.0227271674e-03
7,419,419,40,1,0,2.0661680297e-04
7,421,421,40,1,0,1.2547789139e-04
7,422,317,40,1,0,1.5702912145e-03
7,424,53,14,1,0,1.8329043859e-04
7,425,1619,58,1,0,2.0427482740e-03
7,427,641,53,1,0,5.6134157265e-04
7,428,1619,102,1,0,1.2458054965e-04
7,430,1619,102,1,0,1.2020622769e-04
7,431,1093,40,1,0,1.1463498753e-03
7,433,433,27,1,0,9.2987476006e-04
7,434,163,27,1,0,3.9220630688e-04
7,436,1619,115,1,0,5.9701885140e-04
7,437,1619,115,1,0,2.2571476972e-04
7,439,659,53,1,0,9.9375600154e-05
7,440,1619,115,1,0,4.9563272199e-04
7,442,1619,115,1,0,7.8861794332e-04
7,443,499,53,1,0,4.8910414687e-04
7,445,1619,71,1,0,4.2720569183e-03
7,446,1619,71,1,0,9.7472561007e-05
7,448,17,22,1,0,2.4407079234e-04
7,449,1619,115,1,0,1.7989616588e-03
7,451,1093,53,1,0,2.2261392098e-04
7,452,113,14,1,0,6.7756549450e-04
