k,r,max_prime,orbit_length,reached_1,diverged,pi
7,1783,4013,47,1,0,7.0171482316e-04
7,1784,1619,73,1,0,3.8989024403e-04
7,1786,1619,73,1,0,1.8422342359e-04
7,1787,2011,47,1,0,2.9859962961e-04
7,1789,13121,99,1,0,7.6254068519e-05
7,1790,13121,99,1,0,3.6918925353e-04
7,1792,17,24,1,0,9.7628316935e-04
7,1793,1619,117,1,0,4.9265276493e-04
7,1795,2693,68,1,0,2.3111004920e-03
7,1796,1619,117,1,0,2.7137687566e-04
7,1798,1619,117,1,0,1.2364545252e-04
7,1799,4049,68,1,0,8.8116840957e-04
7,1801,3851,161,1,0,1.7805620067e-04
7,1802,1093,55,1,0,1.2430749246e-03
7,1804,1093,55,1,0,7.3011474126e-04
7,1805,1093,55,1,0,1.4188321814e-04
7,1807,6101,117,1,0,7.9598129012e-05
7,1808,113,16,1,0,1.9332060409e-03
7,1810,1721,68,1,0,4.4486014720e-04
7,1811,1811,68,1,0,6.0045070589e-04
7,1813,37,16,1,0,1.6174109934e-04
7,1814,4373,55,1,0,4.0327643367e-04
7,1816,227,16,1,0,9.5828898787e-05
7,1817,13121,68,1,0,2.9091229060e-04
7,1819,283763,161,1,0,5.5859158741e-04
7,1820,769,42,1,0,1.2598304518e-03
7,1822,1367,42,1,0,4.2360856496e-03
7,1823,1823,161,1,0,1.9688039718e-04
7,1825,163,42,1,0,1.5281140350e-04
7,1826,1619,130,1,0,1.5398724165e-03
7,1828,1619,130,1,0,2.6767031325e-04
7,1829,1619,130,1,0,1.4223098094e-03
7,1831,4637,68,1,0,4.2899448399e-04
7,1832,229,37,1,0,2.0057800152e-04
7,1834,131,37,1,0,6.6388720331e-05
7,1835,2753,130,1,0,9.6403689559e-04
7,1837,1619,130,1,0,6.1315310479e-04
7,1838,2069,130,1,0,2.5341141650e-03
7,1840,173,37,1,0,1.2259171406e-04
7,1841,1619,130,1,0,1.9613330050e-04
7,1843,1619,130,1,0,1.0780104413e-04
7,1844,461,37,1,0,7.2202275245e-04
7,1846,2339,68,1,0,4.1438648700e-04
7,1847,4157,68,1,0,4.2562383768e-04
7,1849,2081,68,1,0,1.8210268391e-04
7,1850,1619,130,1,0,9.6878852501e-05
7,1852,1619,130,1,0,1.7576723802e-04
7,1853,1619,130,1,0,3.1250177633e-03
7,1855,6263,117,1,0,2.9309193463e-04
7,1856,29,24,1,0,7.0955214575e-04
7,1858,1619,130,1,0,6.2658181745e-04
7,1859,2789,130,1,0,7.0508651438e-05
7,1861,1861,37,1,0,1.0415290986e-04
7,1862,197,37,1,0,1.9648788085e-03
7,1864,1619,86,1,0,2.8173357240e-04
7,1865,2099,68,1,0,9.5401654628e-04
7,1867,2801,37,1,0,6.1422433867e-04
7,1868,1619,86,1,0,8.7972323475e-04
7,1870,1777,130,1,0,3.1676427063e-04
7,1871,6317,130,1,0,3.8424935267e-04
7,1873,1873,86,1,0,5.0001756689e-04
7,1874,55667,174,1,0,5.7967928281e-04
7,1876,67,24,1,0,1.4208325356e-03
7,1877,1877,24,1,0,2.4513598038e-04
7,1879,4229,86,1,0,1.7571286478e-04
7,1880,1619,130,1,0,2.3340868472e-03
7,1882,1619,130,1,0,1.7895525569e-04
7,1883,3019,86,1,0,2.1929901638e-03
7,1885,1619,130,1,0,3.6522199792e-04
7,1886,2389,37,1,0,1.7987839422e-04
7,1888,101,37,1,0,2.8743333592e-04
7,1889,2693,81,1,0,1.2415144078e-03
7,1891,2837,37,1,0,1.2700938712e-03
7,1892,71,37,1,0,4.5094482887e-04
7,1894,947,37,1,0,2.6095237994e-04
7,1895,46133,174,1,0,1.6132999246e-04
7,1897,3203,68,1,0,6.6103325305e-05
7,1898,101,37,1,0,3.2837379852e-04
7,1900,241,29,1,0,6.4681609195e-04
7,1901,1901,29,1,0,7.7228441252e-04
7,1903,7229,130,1,0,2.4567856016e-03
7,1904,269,37,1,0,1.3127039411e-04
7,1906,953,29,1,0,3.8816169209e-04
7,1907,2861,29,1,0,2.5383116716e-03
7,1909,269,37,1,0,2.5792214162e-04
7,1910,1613,29,1,0,1.4057029183e-03
7,1912,1367,55,1,0,6.8248576104e-04
7,1913,13121,81,1,0,1.9151019959e-04
7,1915,283763,174,1,0,5.9853143627e-05
7,1916,1619,55,1,0,6.5336357671e-04
7,1918,13841,130,1,0,2.0451530694e-04
7,1919,13841,130,1,0,8.8622688010e-04
7,1921,1619,143,1,0,1.7649608394e-04
7,1922,541,50,1,0,2.7156276175e-04
7,1924,271,50,1,0,5.9078795129e-05
7,1925,271,50,1,0,6.4098991458e-04
7,1927,4337,50,1,0,3.6135432602e-04
7,1928,241,24,1,0,4.0740752491e-04
7,1930,193,24,1,0,4.3862864995e-04
7,1931,2897,143,1,0,1.0989410135e-04
7,1933,1933,24,1,0,3.0608529865e-04
7,1934,2069,143,1,0,1.1161580734e-03
7,1936,1619,99,1,0,2.0915080404e-04
7,1937,1453,50,1,0,2.7140865442e-03
7,1939,2909,50,1,0,6.6957659474e-04
7,1940,1619,99,1,0,1.3223301132e-04
7,1942,1093,37,1,0,1.0187807214e-04
7,1943,4373,37,1,0,2.4672947333e-03
7,1945,1459,37,1,0,3.5808527700e-04
7,1946,1619,99,1,0,9.0271758941e-04
7,1948,1619,143,1,0,1.0890029939e-03
7,1949,1949,143,1,0,5.3012138030e-04
7,1951,11117,174,1,0,1.0478317579e-04
7,1952,61,24,1,0,5.6295690201e-04
7,1954,1619,99,1,0,1.0763037102e-03
7,1955,1619,99,1,0,3.2710903046e-04
7,1957,827,50,1,0,1.2455580887e-03
7,1958,827,50,1,0,2.8273985738e-04
7,1960,53,24,1,0,1.0567141235e-04
7,1961,42443,174,1,0,7.1237443797e-04
7,1963,2099,81,1,0,7.3961260375e-04
7,1964,1777,143,1,0,1.3417735924e-03
7,1966,2213,143,1,0,3.4650898566e-04
7,1967,1619,99,1,0,1.1728468477e-04
7,1969,277,24,1,0,6.1138018358e-05
7,1970,1109,24,1,0,9.7589103574e-04
7,1972,157,50,1,0,7.1260545479e-04
7,1973,1973,50,1,0,4.9965662558e-04
7,1975,2963,37,1,0,1.2440030370e-04
7,1976,557,50,1,0,1.7682033823e-04
7,1978,557,50,1,0,4.9397867232e-05
7,1979,2969,143,1,0,2.1693591591e-04
7,1981,3019,99,1,0,4.3119051616e-04
7,1982,5021,99,1,0,2.2994666873e-03
7,1984,1619,112,1,0,5.5533222846e-04
7,1985,1489,50,1,0,3.5085741158e-04
7,1987,2693,94,1,0,1.4929981481e-04
7,1988,373,24,1,0,9.8046669708e-04
7,1990,1493,24,1,0,2.4632638246e-04
7,1991,4481,50,1,0,1.5959249122e-03
7,1993,2243,50,1,0,4.4058420479e-04
7,1994,997,50,1,0,8.9028100334e-05
7,1996,499,50,1,0,7.0941609069e-05
7,1997,1997,50,1,0,4.2832703304e-04
7,1999,3797,50,1,0,3.0022535294e-04
7,2000,1619,112,1,0,2.3361296875e-03
7,2002,7229,143,1,0,1.4545614530e-04
7,2003,7229,143,1,0,2.7929579371e-04
7,2005,1619,112,1,0,9.8440198588e-05
7,2006,2861,42,1,0,3.6868901879e-04
7,2008,1619,68,1,0,7.1115490470e-04
7,2009,137,24,1,0,5.9922777253e-04
7,2011,2011,42,1,0,4.8201844780e-04
7,2012,1619,68,1,0,3.0657655240e-04
7,2014,13121,94,1,0,9.8066650250e-05
7,2015,13121,94,1,0,1.3837046892e-03
7,2017,3833,68,1,0,2.1281191884e-04
7,2018,1619,112,1,0,6.9000089099e-04
7,2020,641,63,1,0,1.5625088817e-03
7,2021,641,63,1,0,1.4654596732e-04
7,2023,1619,156,1,0,3.5254325719e-05
7,2024,1619,112,1,0,1.0697073183e-03
7,2026,1619,112,1,0,4.7700827314e-04
7,2027,3851,156,1,0,6.2983690920e-04
7,2029,2029,37,1,0,1.9212467633e-04
7,2030,1523,37,1,0,2.5000878345e-04
7,2032,1093,50,1,0,1.2256799019e-04
7,2033,1619,112,1,0,4.5039880624e-04
7,2035,2069,156,1,0,1.0964950819e-03
7,2036,1093,50,1,0,4.7735058336e-04
7,2038,1721,63,1,0,6.2075720391e-04
7,2039,2039,63,1,0,6.3504693559e-04
7,2041,2909,63,1,0,8.0664996228e-05
7,2042,4373,50,1,0,6.8443894478e-04
7,2044,13121,63,1,0,3.8614220626e-04
7,2045,13121,63,1,0,1.5801000420e-03
7,2047,283763,156,1,0,1.2691558358e-03
7,2048,2,11,1,0,1.2896107081e-04
7,2050,769,37,1,0,9.5755099797e-05
7,2051,577,37,1,0,8.5437812061e-03
7,2053,2053,37,1,0,4.4311344005e-04
7,2054,163,37,1,0,5.2882660244e-04
7,2056,1619,125,1,0,3.2049495729e-04
7,2057,1619,112,1,0,1.8067716301e-04
7,2059,3089,37,1,0,5.4947050675e-05
7,2060,1619,125,1,0,3.1078463538e-04
7,2062,1741,37,1,0,1.3570432721e-03
7,2063,4643,37,1,0,4.3413297610e-04
7,2065,1619,125,1,0,1.2336473666e-03
7,2066,1777,156,1,0,1.7904263850e-04
7,2068,1619,125,1,0,2.6506069015e-04
7,2069,2069,125,1,0,2.4103082631e-03
7,2071,1619,125,1,0,1.6355451523e-04
7,2072,1619,125,1,0,9.0445287122e-04
7,2074,1619,125,1,0,3.5618721898e-04
7,2075,21323,94,1,0,3.6980630188e-04
7,2077,877,63,1,0,5.8642342387e-05
7,2078,2339,63,1,0,6.2130738991e-04
7,2080,37,32,1,0,2.4982831279e-04
7,2081,2081,63,1,0,1.4142997761e-03
7,2083,2083,125,1,0,1.0846795796e-04
7,2084,1619,125,1,0,2.1559525808e-04
7,2086,1619,125,1,0,1.7542870579e-04
7,2087,5021,112,1,0,3.6735830740e-04
7,2089,7937,63,1,0,7.9796245612e-04
7,2090,37,32,1,0,3.6629639195e-04
7,2092,1619,125,1,0,2.1416351652e-04
7,2093,1619,125,1,0,1.5011267647e-04
7,2095,5669,107,1,0,1.3964789685e-04
7,2096,197,32,1,0,4.9452510746e-03
7,2098,1181,63,1,0,2.9961388627e-04
7,2099,2099,63,1,0,1.5488780084e-03
7,2101,197,32,1,0,6.9185234462e-04
7,2102,15173,94,1,0,1.0640595942e-04
7,2104,1619,81,1,0,7.3272983658e-05
7,2105,1777,125,1,0,4.8696322536e-03
7,2107,7229,156,1,0,3.1491845460e-04
7,2108,1619,81,1,0,1.0148674662e-03
7,2110,55667,169,1,0,2.2519940312e-04
7,2111,55667,169,1,0,5.4824754096e-04
7,2113,2113,81,1,0,3.1752346779e-04
7,2114,1619,81,1,0,4.6536636388e-04
7,2116,397,32,1,0,7.9005002098e-04
7,2117,397,32,1,0,7.2822201663e-04
7,2119,3019,81,1,0,4.2718906030e-03
7,2120,1619,125,1,0,2.2155672002e-04
7,2122,1619,125,1,0,9.0338581505e-05
7,2123,2389,32,1,0,6.6244708335e-04
7,2125,1619,125,1,0,2.1706648805e-04
7,2126,2693,76,1,0,3.1052935367e-03
7,2128,29,32,1,0,1.2051541315e-03
7,2129,2129,125,1,0,8.1777257615e-05
7,2131,4049,76,1,0,1.8490315094e-04
7,2132,41,32,1,0,2.3059318441e-03
7,2134,1601,63,1,0,7.0714988804e-04
7,2135,3203,63,1,0,4.6858600362e-04
7,2137,2137,63,1,0,1.8367915370e-04
7,2138,1069,24,1,0,3.9898122806e-04
7,2140,241,24,1,0,7.5056338236e-05
7,2141,2141,24,1,0,3.0905512873e-04
7,2143,10853,169,1,0,7.7443900419e-04
7,2144,101,32,1,0,4.1506567779e-04
7,2146,227,24,1,0,2.4348161268e-03
7,2147,3221,24,1,0,1.5745922730e-04
7,2149,307,24,1,0,2.7412377048e-04
7,2150,1613,24,1,0,1.6508952581e-03
7,2152,269,32,1,0,3.6411100831e-04
7,2153,13121,76,1,0,2.4001866423e-03
7,2155,283763,169,1,0,3.3122354168e-04
7,2156,1367,50,1,0,1.0853324402e-04
7,2158,1619,50,1,0,4.0888628807e-05
7,2159,13841,125,1,0,5.6985044104e-04
7,2161,2161,32,1,0,2.3429300181e-04
7,2162,1619,138,1,0,1.3853752131e-03
7,2164,541,45,1,0,1.5452756436e-04
7,2165,433,45,1,0,3.8721950210e-04
7,2167,4877,138,1,0,7.8729613651e-05
7,2168,271,45,1,0,3.4330282268e-04
7,2170,131,45,1,0,1.2000933212e-03
7,2171,3257,50,1,0,4.2523954213e-04
7,2173,2753,138,1,0,2.8492522052e-04
7,2174,5507,138,1,0,1.1714650090e-04
7,2176,17,19,1,0,1.9360975105e-04
7,2177,2069,138,1,0,2.7332069038e-03
7,2179,2179,45,1,0,2.1261977107e-04
7,2180,461,45,1,0,2.5053163442e-03
7,2182,1637,45,1,0,1.3666034519e-03
7,2183,1619,138,1,0,1.0630988553e-04
7,2185,21323,107,1,0,5.3154942766e-05
7,2186,1093,32,1,0,1.1361956713e-02
