y_idx,n_pre_struct,n_pre_weighted,max_weight,col_entropy,col_sum
91,486,486,5.000000e-01,1.680777,1.904762e+00
92,486,486,2.500000e-01,1.404093,8.095238e-01
93,486,486,1.250000e-01,1.680777,4.761905e-01
94,486,486,6.250000e-02,1.680777,2.380952e-01
95,486,486,5.000000e-01,1.404093,1.619048e+00
96,486,486,2.500000e-01,1.680777,9.523810e-01
97,486,486,5.000000e-01,1.680777,1.904762e+00
98,486,486,2.500000e-01,1.404093,8.095238e-01
99,486,486,1.250000e-01,1.680777,4.761905e-01
100,486,486,6.250000e-02,1.680777,2.380952e-01
101,486,486,5.000000e-01,1.404093,1.619048e+00
102,486,486,2.500000e-01,1.680777,9.523810e-01
103,486,486,5.000000e-01,1.680777,1.904762e+00
104,486,486,2.500000e-01,1.404093,8.095238e-01
105,486,486,1.250000e-01,1.680777,4.761905e-01
106,486,486,6.250000e-02,1.680777,2.380952e-01
107,486,486,5.000000e-01,1.404093,1.619048e+00
108,486,486,2.500000e-01,1.680777,9.523810e-01
109,486,486,5.000000e-01,1.680777,1.904762e+00
110,486,486,2.500000e-01,1.404093,8.095238e-01
111,486,486,1.250000e-01,1.680777,4.761905e-01
112,486,486,6.250000e-02,1.680777,2.380952e-01
113,486,486,5.000000e-01,1.404093,1.619048e+00
114,486,486,2.500000e-01,1.680777,9.523810e-01
115,486,486,5.000000e-01,1.680777,1.904762e+00
116,486,486,2.500000e-01,1.404093,8.095238e-01
117,486,486,1.250000e-01,1.680777,4.761905e-01
118,486,486,6.250000e-02,1.680777,2.380952e-01
119,486,486,5.000000e-01,1.404093,1.619048e+00
