y_idx,y,n_preimage_strict,n_preimage_eff,max_K,entropy,total_mass,entropy_over_log_npre
1089,1634,18,18,6.250000e-02,1.680726,2.380943e-01,0.581491
1090,1636,21,21,5.000000e-01,1.404088,1.619047e+00,0.461185
1091,1637,21,21,2.500000e-01,1.404088,8.095236e-01,0.461185
1092,1639,21,21,1.250000e-01,1.680800,4.761915e-01,0.552074
1093,1640,21,21,2.500000e-01,1.680765,9.523802e-01,0.552062
1094,1642,22,22,5.000000e-01,1.680772,1.904761e+00,0.543756
1095,1643,19,19,6.250000e-02,1.680773,2.380953e-01,0.570830
1096,1645,21,21,5.000000e-01,1.404088,1.619047e+00,0.461185
1097,1646,21,21,2.500000e-01,1.404088,8.095236e-01,0.461185
1098,1648,19,19,1.250000e-01,1.680751,4.761896e-01,0.570822
1099,1649,22,22,2.500000e-01,1.680778,9.523811e-01,0.543758
1100,1651,23,23,5.000000e-01,1.680779,1.904762e+00,0.536049
1101,1652,18,18,6.250000e-02,1.680726,2.380943e-01,0.581491
1102,1654,21,21,5.000000e-01,1.404088,1.619047e+00,0.461185
1103,1655,21,21,2.500000e-01,1.404088,8.095236e-01,0.461185
1104,1657,20,20,1.250000e-01,1.680776,4.761906e-01,0.561057
1105,1658,21,21,2.500000e-01,1.680765,9.523802e-01,0.552062
1106,1660,22,22,5.000000e-01,1.680772,1.904761e+00,0.543756
1107,1661,19,19,6.250000e-02,1.680773,2.380953e-01,0.570830
1108,1663,21,21,5.000000e-01,1.404088,1.619047e+00,0.461185
1109,1664,21,21,2.500000e-01,1.404088,8.095236e-01,0.461185
1110,1666,19,19,1.250000e-01,1.680751,4.761896e-01,0.570822
1111,1667,22,22,2.500000e-01,1.680778,9.523811e-01,0.543758
1112,1669,23,23,5.000000e-01,1.680779,1.904762e+00,0.536049
1113,1670,18,18,6.250000e-02,1.680726,2.380943e-01,0.581491
1114,1672,21,21,5.000000e-01,1.404088,1.619047e+00,0.461185
1115,1673,21,21,2.500000e-01,1.404088,8.095236e-01,0.461185
1116,1675,20,20,1.250000e-01,1.680776,4.761906e-01,0.561057
1117,1676,21,21,2.500000e-01,1.680765,9.523802e-01,0.552062
1118,1678,22,22,5.000000e-01,1.680772,1.904761e+00,0.543756
1119,1679,19,19,6.250000e-02,1.680773,2.380953e-01,0.570830
1120,1681,21,21,5.000000e-01,1.404088,1.619047e+00,0.461185
1121,1682,21,21,2.500000e-01,1.404088,8.095236e-01,0.461185
1122,1684,19,19,1.250000e-01,1.680751,4.761896e-01,0.570822
1123,1685,22,22,2.500000e-01,1.680778,9.523811e-01,0.543758
1124,1687,23,23,5.000000e-01,1.680779,1.904762e+00,0.536049
1125,1688,18,18,6.250000e-02,1.680726,2.380943e-01,0.581491
1126,1690,21,21,5.000000e-01,1.404088,1.619047e+00,0.461185
1127,1691,21,21,2.500000e-01,1.404088,8.095236e-01,0.461185
1128,1693,20,20,1.250000e-01,1.680776,4.761906e-01,0.561057
1129,1694,21,21,2.500000e-01,1.680765,9.523802e-01,0.552062
1130,1696,22,22,5.000000e-01,1.680772,1.904761e+00,0.543756
1131,1697,19,19,6.250000e-02,1.680773,2.380953e-01,0.570830
1132,1699,21,21,5.000000e-01,1.404088,1.619047e+00,0.461185
1133,1700,21,21,2.500000e-01,1.404088,8.095236e-01,0.461185
1134,1702,19,19,1.250000e-01,1.680751,4.761896e-01,0.570822
1135,1703,22,22,2.500000e-01,1.680778,9.523811e-01,0.543758
1136,1705,23,23,5.000000e-01,1.680779,1.904762e+00,0.536049
1137,1706,18,18,6.250000e-02,1.680726,2.380943e-01,0.581491
1138,1708,21,21,5.000000e-01,1.404088,1.619047e+00,0.461185
1139,1709,21,21,2.500000e-01,1.404088,8.095236e-01,0.461185
1140,1711,20,20,1.250000e-01,1.680776,4.761906e-01,0.561057
1141,1712,21,21,2.500000e-01,1.680765,9.523802e-01,0.552062
1142,1714,22,22,5.000000e-01,1.680772,1.904761e+00,0.543756
1143,1715,19,19,6.250000e-02,1.680773,2.380953e-01,0.570830
1144,1717,21,21,5.000000e-01,1.404088,1.619047e+00,0.461185
1145,1718,21,21,2.500000e-01,1.404088,8.095236e-01,0.461185
1146,1720,19,19,1.250000e-01,1.680751,4.761896e-01,0.570822
1147,1721,22,22,2.500000e-01,1.680778,9.523811e-01,0.543758
1148,1723,23,23,5.000000e-01,1.680779,1.904762e+00,0.536049
1149,1724,18,18,6.250000e-02,1.680726,2.380943e-01,0.581491
1150,1726,21,21,5.000000e-01,1.404088,1.619047e+00,0.461185
1151,1727,21,21,2.500000e-01,1.404088,8.095236e-01,0.461185
1152,1729,20,20,1.250000e-01,1.680776,4.761906e-01,0.561057
1153,1730,21,21,2.500000e-01,1.680765,9.523802e-01,0.552062
1154,1732,22,22,5.000000e-01,1.680772,1.904761e+00,0.543756
1155,1733,19,19,6.250000e-02,1.680773,2.380953e-01,0.570830
1156,1735,21,21,5.000000e-01,1.404088,1.619047e+00,0.461185
1157,1736,21,21,2.500000e-01,1.404088,8.095236e-01,0.461185
1158,1738,19,19,1.250000e-01,1.680751,4.761896e-01,0.570822
1159,1739,22,22,2.500000e-01,1.680778,9.523811e-01,0.543758
1160,1741,23,23,5.000000e-01,1.680779,1.904762e+00,0.536049
1161,1742,18,18,6.250000e-02,1.680726,2.380943e-01,0.581491
1162,1744,21,21,5.000000e-01,1.404088,1.619047e+00,0.461185
1163,1745,21,21,2.500000e-01,1.404088,8.095236e-01,0.461185
1164,1747,20,20,1.250000e-01,1.680776,4.761906e-01,0.561057
1165,1748,21,21,2.500000e-01,1.680765,9.523802e-01,0.552062
1166,1750,22,22,5.000000e-01,1.680772,1.904761e+00,0.543756
1167,1751,19,19,6.250000e-02,1.680773,2.380953e-01,0.570830
1168,1753,21,21,5.000000e-01,1.404088,1.619047e+00,0.461185
1169,1754,21,21,2.500000e-01,1.404088,8.095236e-01,0.461185
1170,1756,19,19,1.250000e-01,1.680751,4.761896e-01,0.570822
1171,1757,22,22,2.500000e-01,1.680778,9.523811e-01,0.543758
1172,1759,23,23,5.000000e-01,1.680779,1.904762e+00,0.536049
1173,1760,18,18,6.250000e-02,1.680726,2.380943e-01,0.581491
1174,1762,21,21,5.000000e-01,1.404088,1.619047e+00,0.461185
1175,1763,21,21,2.500000e-01,1.404088,8.095236e-01,0.461185
1176,1765,20,20,1.250000e-01,1.680776,4.761906e-01,0.561057
1177,1766,21,21,2.500000e-01,1.680765,9.523802e-01,0.552062
1178,1768,22,22,5.000000e-01,1.680772,1.904761e+00,0.543756
1179,1769,19,19,6.250000e-02,1.680773,2.380953e-01,0.570830
1180,1771,21,21,5.000000e-01,1.404088,1.619047e+00,0.461185
1181,1772,21,21,2.500000e-01,1.404088,8.095236e-01,0.461185
1182,1774,19,19,1.250000e-01,1.680751,4.761896e-01,0.570822
1183,1775,22,22,2.500000e-01,1.680778,9.523811e-01,0.543758
1184,1777,23,23,5.000000e-01,1.680779,1.904762e+00,0.536049
1185,1778,18,18,6.250000e-02,1.680726,2.380943e-01,0.581491
1186,1780,21,21,5.000000e-01,1.404088,1.619047e+00,0.461185
1187,1781,21,21,2.500000e-01,1.404088,8.095236e-01,0.461185
1188,1783,20,20,1.250000e-01,1.680776,4.761906e-01,0.561057
1189,1784,21,21,2.500000e-01,1.680765,9.523802e-01,0.552062
1190,1786,22,22,5.000000e-01,1.680772,1.904761e+00,0.543756
1191,1787,19,19,6.250000e-02,1.680773,2.380953e-01,0.570830
1192,1789,21,21,5.000000e-01,1.404088,1.619047e+00,0.461185
1193,1790,21,21,2.500000e-01,1.404088,8.095236e-01,0.461185
1194,1792,19,19,1.250000e-01,1.680751,4.761896e-01,0.570822
1195,1793,22,22,2.500000e-01,1.680778,9.523811e-01,0.543758
1196,1795,23,23,5.000000e-01,1.680779,1.904762e+00,0.536049
1197,1796,18,18,6.250000e-02,1.680726,2.380943e-01,0.581491
1198,1798,21,21,5.000000e-01,1.404088,1.619047e+00,0.461185
1199,1799,21,21,2.500000e-01,1.404088,8.095236e-01,0.461185
1200,1801,20,20,1.250000e-01,1.680776,4.761906e-01,0.561057
1201,1802,21,21,2.500000e-01,1.680765,9.523802e-01,0.552062
1202,1804,22,22,5.000000e-01,1.680772,1.904761e+00,0.543756
1203,1805,19,19,6.250000e-02,1.680773,2.380953e-01,0.570830
1204,1807,21,21,5.000000e-01,1.404088,1.619047e+00,0.461185
1205,1808,21,21,2.500000e-01,1.404088,8.095236e-01,0.461185
1206,1810,19,19,1.250000e-01,1.680751,4.761896e-01,0.570822
1207,1811,22,22,2.500000e-01,1.680778,9.523811e-01,0.543758
1208,1813,23,23,5.000000e-01,1.680779,1.904762e+00,0.536049
1209,1814,18,18,6.250000e-02,1.680726,2.380943e-01,0.581491
1210,1816,21,21,5.000000e-01,1.404088,1.619047e+00,0.461185
1211,1817,21,21,2.500000e-01,1.404088,8.095236e-01,0.461185
1212,1819,20,20,1.250000e-01,1.680776,4.761906e-01,0.561057
1213,1820,21,21,2.500000e-01,1.680765,9.523802e-01,0.552062
1214,1822,22,22,5.000000e-01,1.680772,1.904761e+00,0.543756
1215,1823,19,19,6.250000e-02,1.680773,2.380953e-01,0.570830
1216,1825,21,21,5.000000e-01,1.404088,1.619047e+00,0.461185
1217,1826,21,21,2.500000e-01,1.404088,8.095236e-01,0.461185
1218,1828,19,19,1.250000e-01,1.680751,4.761896e-01,0.570822
1219,1829,22,22,2.500000e-01,1.680778,9.523811e-01,0.543758
1220,1831,23,23,5.000000e-01,1.680779,1.904762e+00,0.536049
1221,1832,18,18,6.250000e-02,1.680726,2.380943e-01,0.581491
1222,1834,21,21,5.000000e-01,1.404088,1.619047e+00,0.461185
1223,1835,21,21,2.500000e-01,1.404088,8.095236e-01,0.461185
1224,1837,20,20,1.250000e-01,1.680776,4.761906e-01,0.561057
1225,1838,21,21,2.500000e-01,1.680765,9.523802e-01,0.552062
1226,1840,22,22,5.000000e-01,1.680772,1.904761e+00,0.543756
1227,1841,19,19,6.250000e-02,1.680773,2.380953e-01,0.570830
1228,1843,21,21,5.000000e-01,1.404088,1.619047e+00,0.461185
1229,1844,21,21,2.500000e-01,1.404088,8.095236e-01,0.461185
1230,1846,19,19,1.250000e-01,1.680751,4.761896e-01,0.570822
1231,1847,22,22,2.500000e-01,1.680778,9.523811e-01,0.543758
1232,1849,23,23,5.000000e-01,1.680779,1.904762e+00,0.536049
1233,1850,18,18,6.250000e-02,1.680726,2.380943e-01,0.581491
1234,1852,21,21,5.000000e-01,1.404088,1.619047e+00,0.461185
1235,1853,21,21,2.500000e-01,1.404088,8.095236e-01,0.461185
1236,1855,20,20,1.250000e-01,1.680776,4.761906e-01,0.561057
1237,1856,21,21,2.500000e-01,1.680765,9.523802e-01,0.552062
1238,1858,22,22,5.000000e-01,1.680772,1.904761e+00,0.543756
1239,1859,19,19,6.250000e-02,1.680773,2.380953e-01,0.570830
1240,1861,21,21,5.000000e-01,1.404088,1.619047e+00,0.461185
1241,1862,21,21,2.500000e-01,1.404088,8.095236e-01,0.461185
1242,1864,19,19,1.250000e-01,1.680751,4.761896e-01,0.570822
1243,1865,22,22,2.500000e-01,1.680778,9.523811e-01,0.543758
1244,1867,23,23,5.000000e-01,1.680779,1.904762e+00,0.536049
1245,1868,18,18,6.250000e-02,1.680726,2.380943e-01,0.581491
1246,1870,21,21,5.000000e-01,1.404088,1.619047e+00,0.461185
1247,1871,21,21,2.500000e-01,1.404088,8.095236e-01,0.461185
1248,1873,20,20,1.250000e-01,1.680776,4.761906e-01,0.561057
1249,1874,21,21,2.500000e-01,1.680765,9.523802e-01,0.552062
1250,1876,22,22,5.000000e-01,1.680772,1.904761e+00,0.543756
1251,1877,19,19,6.250000e-02,1.680773,2.380953e-01,0.570830
1252,1879,21,21,5.000000e-01,1.404088,1.619047e+00,0.461185
1253,1880,21,21,2.500000e-01,1.404088,8.095236e-01,0.461185
1254,1882,19,19,1.250000e-01,1.680751,4.761896e-01,0.570822
1255,1883,22,22,2.500000e-01,1.680778,9.523811e-01,0.543758
1256,1885,23,23,5.000000e-01,1.680779,1.904762e+00,0.536049
1257,1886,18,18,6.250000e-02,1.680726,2.380943e-01,0.581491
1258,1888,21,21,5.000000e-01,1.404088,1.619047e+00,0.461185
1259,1889,21,21,2.500000e-01,1.404088,8.095236e-01,0.461185
1260,1891,20,20,1.250000e-01,1.680776,4.761906e-01,0.561057
1261,1892,21,21,2.500000e-01,1.680765,9.523802e-01,0.552062
1262,1894,22,22,5.000000e-01,1.680772,1.904761e+00,0.543756
1263,1895,19,19,6.250000e-02,1.680773,2.380953e-01,0.570830
1264,1897,21,21,5.000000e-01,1.404088,1.619047e+00,0.461185
1265,1898,21,21,2.500000e-01,1.404088,8.095236e-01,0.461185
1266,1900,19,19,1.250000e-01,1.680751,4.761896e-01,0.570822
1267,1901,22,22,2.500000e-01,1.680778,9.523811e-01,0.543758
1268,1903,23,23,5.000000e-01,1.680779,1.904762e+00,0.536049
1269,1904,18,18,6.250000e-02,1.680726,2.380943e-01,0.581491
1270,1906,21,21,5.000000e-01,1.404088,1.619047e+00,0.461185
1271,1907,21,21,2.500000e-01,1.404088,8.095236e-01,0.461185
1272,1909,20,20,1.250000e-01,1.680776,4.761906e-01,0.561057
1273,1910,21,21,2.500000e-01,1.680765,9.523802e-01,0.552062
1274,1912,22,22,5.000000e-01,1.680772,1.904761e+00,0.543756
1275,1913,19,19,6.250000e-02,1.680773,2.380953e-01,0.570830
1276,1915,21,21,5.000000e-01,1.404088,1.619047e+00,0.461185
1277,1916,21,21,2.500000e-01,1.404088,8.095236e-01,0.461185
1278,1918,19,19,1.250000e-01,1.680751,4.761896e-01,0.570822
1279,1919,22,22,2.500000e-01,1.680778,9.523811e-01,0.543758
1280,1921,23,23,5.000000e-01,1.680779,1.904762e+00,0.536049
1281,1922,18,18,6.250000e-02,1.680726,2.380943e-01,0.581491
1282,1924,21,21,5.000000e-01,1.404088,1.619047e+00,0.461185
1283,1925,21,21,2.500000e-01,1.404088,8.095236e-01,0.461185
1284,1927,20,20,1.250000e-01,1.680776,4.761906e-01,0.561057
1285,1928,21,21,2.500000e-01,1.680765,9.523802e-01,0.552062
1286,1930,22,22,5.000000e-01,1.680772,1.904761e+00,0.543756
1287,1931,19,19,6.250000e-02,1.680773,2.380953e-01,0.570830
1288,1933,21,21,5.000000e-01,1.404088,1.619047e+00,0.461185
1289,1934,21,21,2.500000e-01,1.404088,8.095236e-01,0.461185
1290,1936,19,19,1.250000e-01,1.680751,4.761896e-01,0.570822
1291,1937,22,22,2.500000e-01,1.680778,9.523811e-01,0.543758
1292,1939,23,23,5.000000e-01,1.680779,1.904762e+00,0.536049
1293,1940,18,18,6.250000e-02,1.680726,2.380943e-01,0.581491
1294,1942,21,21,5.000000e-01,1.404088,1.619047e+00,0.461185
1295,1943,21,21,2.500000e-01,1.404088,8.095236e-01,0.461185
1296,1945,20,20,1.250000e-01,1.680776,4.761906e-01,0.561057
1297,1946,21,21,2.500000e-01,1.680765,9.523802e-01,0.552062
1298,1948,22,22,5.000000e-01,1.680772,1.904761e+00,0.543756
1299,1949,19,19,6.250000e-02,1.680773,2.380953e-01,0.570830
1300,1951,21,21,5.000000e-01,1.404088,1.619047e+00,0.461185
1301,1952,21,21,2.500000e-01,1.404088,8.095236e-01,0.461185
1302,1954,19,19,1.250000e-01,1.680751,4.761896e-01,0.570822
1303,1955,22,22,2.500000e-01,1.680778,9.523811e-01,0.543758
1304,1957,23,23,5.000000e-01,1.680779,1.904762e+00,0.536049
1305,1958,18,18,6.250000e-02,1.680726,2.380943e-01,0.581491
1306,1960,21,21,5.000000e-01,1.404088,1.619047e+00,0.461185
1307,1961,21,21,2.500000e-01,1.404088,8.095236e-01,0.461185
1308,1963,20,20,1.250000e-01,1.680776,4.761906e-01,0.561057
1309,1964,21,21,2.500000e-01,1.680765,9.523802e-01,0.552062
1310,1966,22,22,5.000000e-01,1.680772,1.904761e+00,0.543756
1311,1967,19,19,6.250000e-02,1.680773,2.380953e-01,0.570830
1312,1969,21,21,5.000000e-01,1.404088,1.619047e+00,0.461185
1313,1970,21,21,2.500000e-01,1.404088,8.095236e-01,0.461185
1314,1972,19,19,1.250000e-01,1.680751,4.761896e-01,0.570822
1315,1973,22,22,2.500000e-01,1.680778,9.523811e-01,0.543758
1316,1975,23,23,5.000000e-01,1.680779,1.904762e+00,0.536049
1317,1976,18,18,6.250000e-02,1.680726,2.380943e-01,0.581491
1318,1978,21,21,5.000000e-01,1.404088,1.619047e+00,0.461185
1319,1979,21,21,2.500000e-01,1.404088,8.095236e-01,0.461185
1320,1981,20,20,1.250000e-01,1.680776,4.761906e-01,0.561057
1321,1982,21,21,2.500000e-01,1.680765,9.523802e-01,0.552062
1322,1984,22,22,5.000000e-01,1.680772,1.904761e+00,0.543756
1323,1985,19,19,6.250000e-02,1.680773,2.380953e-01,0.570830
1324,1987,21,21,5.000000e-01,1.404088,1.619047e+00,0.461185
1325,1988,21,21,2.500000e-01,1.404088,8.095236e-01,0.461185
1326,1990,19,19,1.250000e-01,1.680751,4.761896e-01,0.570822
1327,1991,22,22,2.500000e-01,1.680778,9.523811e-01,0.543758
1328,1993,23,23,5.000000e-01,1.680779,1.904762e+00,0.536049
1329,1994,18,18,6.250000e-02,1.680726,2.380943e-01,0.581491
1330,1996,21,21,5.000000e-01,1.404088,1.619047e+00,0.461185
1331,1997,21,21,2.500000e-01,1.404088,8.095236e-01,0.461185
1332,1999,20,20,1.250000e-01,1.680776,4.761906e-01,0.561057
1333,2000,21,21,2.500000e-01,1.680765,9.523802e-01,0.552062
1334,2002,22,22,5.000000e-01,1.680772,1.904761e+00,0.543756
1335,2003,19,19,6.250000e-02,1.680773,2.380953e-01,0.570830
1336,2005,21,21,5.000000e-01,1.404088,1.619047e+00,0.461185
1337,2006,21,21,2.500000e-01,1.404088,8.095236e-01,0.461185
1338,2008,19,19,1.250000e-01,1.680751,4.761896e-01,0.570822
1339,2009,22,22,2.500000e-01,1.680778,9.523811e-01,0.543758
1340,2011,23,23,5.000000e-01,1.680779,1.904762e+00,0.536049
1341,2012,18,18,6.250000e-02,1.680726,2.380943e-01,0.581491
1342,2014,21,21,5.000000e-01,1.404088,1.619047e+00,0.461185
1343,2015,21,21,2.500000e-01,1.404088,8.095236e-01,0.461185
1344,2017,20,20,1.250000e-01,1.680776,4.761906e-01,0.561057
1345,2018,21,21,2.500000e-01,1.680765,9.523802e-01,0.552062
1346,2020,22,22,5.000000e-01,1.680772,1.904761e+00,0.543756
1347,2021,19,19,6.250000e-02,1.680773,2.380953e-01,0.570830
1348,2023,21,21,5.000000e-01,1.404088,1.619047e+00,0.461185
1349,2024,21,21,2.500000e-01,1.404088,8.095236e-01,0.461185
1350,2026,19,19,1.250000e-01,1.680751,4.761896e-01,0.570822
1351,2027,22,22,2.500000e-01,1.680778,9.523811e-01,0.543758
1352,2029,23,23,5.000000e-01,1.680779,1.904762e+00,0.536049
1353,2030,18,18,6.250000e-02,1.680726,2.380943e-01,0.581491
1354,2032,21,21,5.000000e-01,1.404088,1.619047e+00,0.461185
1355,2033,21,21,2.500000e-01,1.404088,8.095236e-01,0.461185
1356,2035,20,20,1.250000e-01,1.680776,4.761906e-01,0.561057
1357,2036,21,21,2.500000e-01,1.680765,9.523802e-01,0.552062
1358,2038,22,22,5.000000e-01,1.680772,1.904761e+00,0.543756
1359,2039,19,19,6.250000e-02,1.680773,2.380953e-01,0.570830
1360,2041,21,21,5.000000e-01,1.404088,1.619047e+00,0.461185
1361,2042,21,21,2.500000e-01,1.404088,8.095236e-01,0.461185
1362,2044,19,19,1.250000e-01,1.680751,4.761896e-01,0.570822
1363,2045,22,22,2.500000e-01,1.680778,9.523811e-01,0.543758
1364,2047,23,23,5.000000e-01,1.680779,1.904762e+00,0.536049
1365,2048,18,18,6.250000e-02,1.680726,2.380943e-01,0.581491
1366,2050,21,21,5.000000e-01,1.404088,1.619047e+00,0.461185
1367,2051,21,21,2.500000e-01,1.404088,8.095236e-01,0.461185
1368,2053,20,20,1.250000e-01,1.680776,4.761906e-01,0.561057
1369,2054,21,21,2.500000e-01,1.680765,9.523802e-01,0.552062
1370,2056,22,22,5.000000e-01,1.680772,1.904761e+00,0.543756
1371,2057,19,19,6.250000e-02,1.680773,2.380953e-01,0.570830
1372,2059,21,21,5.000000e-01,1.404088,1.619047e+00,0.461185
1373,2060,21,21,2.500000e-01,1.404088,8.095236e-01,0.461185
1374,2062,19,19,1.250000e-01,1.680751,4.761896e-01,0.570822
1375,2063,22,22,2.500000e-01,1.680778,9.523811e-01,0.543758
1376,2065,23,23,5.000000e-01,1.680779,1.904762e+00,0.536049
1377,2066,18,18,6.250000e-02,1.680726,2.380943e-01,0.581491
1378,2068,21,21,5.000000e-01,1.404088,1.619047e+00,0.461185
1379,2069,21,21,2.500000e-01,1.404088,8.095236e-01,0.461185
1380,2071,20,20,1.250000e-01,1.680776,4.761906e-01,0.561057
1381,2072,21,21,2.500000e-01,1.680765,9.523802e-01,0.552062
1382,2074,22,22,5.000000e-01,1.680772,1.904761e+00,0.543756
1383,2075,19,19,6.250000e-02,1.680773,2.380953e-01,0.570830
1384,2077,21,21,5.000000e-01,1.404088,1.619047e+00,0.461185
1385,2078,21,21,2.500000e-01,1.404088,8.095236e-01,0.461185
1386,2080,19,19,1.250000e-01,1.680751,4.761896e-01,0.570822
1387,2081,22,22,2.500000e-01,1.680778,9.523811e-01,0.543758
1388,2083,23,23,5.000000e-01,1.680779,1.904762e+00,0.536049
1389,2084,18,18,6.250000e-02,1.680726,2.380943e-01,0.581491
1390,2086,21,21,5.000000e-01,1.404088,1.619047e+00,0.461185
1391,2087,21,21,2.500000e-01,1.404088,8.095236e-01,0.461185
1392,2089,20,20,1.250000e-01,1.680776,4.761906e-01,0.561057
1393,2090,21,21,2.500000e-01,1.680765,9.523802e-01,0.552062
1394,2092,22,22,5.000000e-01,1.680772,1.904761e+00,0.543756
1395,2093,19,19,6.250000e-02,1.680773,2.380953e-01,0.570830
1396,2095,21,21,5.000000e-01,1.404088,1.619047e+00,0.461185
1397,2096,21,21,2.500000e-01,1.404088,8.095236e-01,0.461185
1398,2098,19,19,1.250000e-01,1.680751,4.761896e-01,0.570822
1399,2099,22,22,2.500000e-01,1.680778,9.523811e-01,0.543758
1400,2101,23,23,5.000000e-01,1.680779,1.904762e+00,0.536049
1401,2102,18,18,6.250000e-02,1.680726,2.380943e-01,0.581491
1402,2104,21,21,5.000000e-01,1.404088,1.619047e+00,0.461185
1403,2105,21,21,2.500000e-01,1.404088,8.095236e-01,0.461185
1404,2107,20,20,1.250000e-01,1.680776,4.761906e-01,0.561057
1405,2108,21,21,2.500000e-01,1.680765,9.523802e-01,0.552062
1406,2110,22,22,5.000000e-01,1.680772,1.904761e+00,0.543756
1407,2111,19,19,6.250000e-02,1.680773,2.380953e-01,0.570830
1408,2113,21,21,5.000000e-01,1.404088,1.619047e+00,0.461185
1409,2114,21,21,2.500000e-01,1.404088,8.095236e-01,0.461185
1410,2116,19,19,1.250000e-01,1.680751,4.761896e-01,0.570822
1411,2117,22,22,2.500000e-01,1.680778,9.523811e-01,0.543758
1412,2119,23,23,5.000000e-01,1.680779,1.904762e+00,0.536049
1413,2120,18,18,6.250000e-02,1.680726,2.380943e-01,0.581491
1414,2122,21,21,5.000000e-01,1.404088,1.619047e+00,0.461185
1415,2123,21,21,2.500000e-01,1.404088,8.095236e-01,0.461185
1416,2125,20,20,1.250000e-01,1.680776,4.761906e-01,0.561057
1417,2126,21,21,2.500000e-01,1.680765,9.523802e-01,0.552062
1418,2128,22,22,5.000000e-01,1.680772,1.904761e+00,0.543756
1419,2129,19,19,6.250000e-02,1.680773,2.380953e-01,0.570830
1420,2131,21,21,5.000000e-01,1.404088,1.619047e+00,0.461185
1421,2132,21,21,2.500000e-01,1.404088,8.095236e-01,0.461185
1422,2134,19,19,1.250000e-01,1.680751,4.761896e-01,0.570822
1423,2135,22,22,2.500000e-01,1.680778,9.523811e-01,0.543758
1424,2137,23,23,5.000000e-01,1.680779,1.904762e+00,0.536049
1425,2138,18,18,6.250000e-02,1.680726,2.380943e-01,0.581491
1426,2140,21,21,5.000000e-01,1.404088,1.619047e+00,0.461185
1427,2141,21,21,2.500000e-01,1.404088,8.095236e-01,0.461185
1428,2143,20,20,1.250000e-01,1.680776,4.761906e-01,0.561057
1429,2144,21,21,2.500000e-01,1.680765,9.523802e-01,0.552062
1430,2146,22,22,5.000000e-01,1.680772,1.904761e+00,0.543756
1431,2147,19,19,6.250000e-02,1.680773,2.380953e-01,0.570830
1432,2149,21,21,5.000000e-01,1.404088,1.619047e+00,0.461185
1433,2150,21,21,2.500000e-01,1.404088,8.095236e-01,0.461185
1434,2152,19,19,1.250000e-01,1.680751,4.761896e-01,0.570822
1435,2153,22,22,2.500000e-01,1.680778,9.523811e-01,0.543758
1436,2155,23,23,5.000000e-01,1.680779,1.904762e+00,0.536049
1437,2156,18,18,6.250000e-02,1.680726,2.380943e-01,0.581491
1438,2158,21,21,5.000000e-01,1.404088,1.619047e+00,0.461185
1439,2159,21,21,2.500000e-01,1.404088,8.095236e-01,0.461185
1440,2161,20,20,1.250000e-01,1.680776,4.761906e-01,0.561057
1441,2162,21,21,2.500000e-01,1.680765,9.523802e-01,0.552062
1442,2164,22,22,5.000000e-01,1.680772,1.904761e+00,0.543756
1443,2165,19,19,6.250000e-02,1.680773,2.380953e-01,0.570830
1444,2167,21,21,5.000000e-01,1.404088,1.619047e+00,0.461185
1445,2168,21,21,2.500000e-01,1.404088,8.095236e-01,0.461185
1446,2170,19,19,1.250000e-01,1.680751,4.761896e-01,0.570822
1447,2171,22,22,2.500000e-01,1.680778,9.523811e-01,0.543758
1448,2173,23,23,5.000000e-01,1.680779,1.904762e+00,0.536049
1449,2174,18,18,6.250000e-02,1.680726,2.380943e-01,0.581491
1450,2176,21,21,5.000000e-01,1.404088,1.619047e+00,0.461185
1451,2177,21,21,2.500000e-01,1.404088,8.095236e-01,0.461185
1452,2179,20,20,1.250000e-01,1.680776,4.761906e-01,0.561057
1453,2180,21,21,2.500000e-01,1.680765,9.523802e-01,0.552062
1454,2182,22,22,5.000000e-01,1.680772,1.904761e+00,0.543756
1455,2183,19,19,6.250000e-02,1.680773,2.380953e-01,0.570830
1456,2185,21,21,5.000000e-01,1.404088,1.619047e+00,0.461185
1457,2186,21,21,2.500000e-01,1.404088,8.095236e-01,0.461185
