y_idx,n_pre_struct,n_pre_weighted,max_weight,col_entropy,col_sum
0,1458,1074,2.500000e-01,1.680777,9.523810e-01
1,1458,1074,5.000000e-01,1.680777,1.904762e+00
2,1458,1074,2.500000e-01,1.404093,8.095238e-01
3,1458,1074,1.250000e-01,1.680777,4.761905e-01
4,1458,1074,6.250000e-02,1.680777,2.380952e-01
5,1458,1074,5.000000e-01,1.404093,1.619048e+00
6,1458,1074,2.500000e-01,1.680777,9.523810e-01
7,1458,1074,5.000000e-01,1.680777,1.904762e+00
8,1458,1074,2.500000e-01,1.404093,8.095238e-01
9,1458,1074,1.250000e-01,1.680777,4.761905e-01
10,1458,1074,6.250000e-02,1.680777,2.380952e-01
11,1458,1074,5.000000e-01,1.404093,1.619048e+00
12,1458,1074,2.500000e-01,1.680777,9.523810e-01
13,1458,1074,5.000000e-01,1.680777,1.904762e+00
14,1458,1074,2.500000e-01,1.404093,8.095238e-01
15,1458,1074,1.250000e-01,1.680777,4.761905e-01
16,1458,1074,6.250000e-02,1.680777,2.380952e-01
17,1458,1074,5.000000e-01,1.404093,1.619048e+00
18,1458,1074,2.500000e-01,1.680777,9.523810e-01
19,1458,1074,5.000000e-01,1.680777,1.904762e+00
20,1458,1074,2.500000e-01,1.404093,8.095238e-01
21,1458,1074,1.250000e-01,1.680777,4.761905e-01
22,1458,1074,6.250000e-02,1.680777,2.380952e-01
23,1458,1074,5.000000e-01,1.404093,1.619048e+00
24,1458,1074,2.500000e-01,1.680777,9.523810e-01
25,1458,1074,5.000000e-01,1.680777,1.904762e+00
26,1458,1074,2.500000e-01,1.404093,8.095238e-01
27,1458,1074,1.250000e-01,1.680777,4.761905e-01
28,1458,1074,6.250000e-02,1.680777,2.380952e-01
29,1458,1074,5.000000e-01,1.404093,1.619048e+00
30,1458,1074,2.500000e-01,1.680777,9.523810e-01
31,1458,1074,5.000000e-01,1.680777,1.904762e+00
32,1458,1074,2.500000e-01,1.404093,8.095238e-01
33,1458,1074,1.250000e-01,1.680777,4.761905e-01
34,1458,1074,6.250000e-02,1.680777,2.380952e-01
35,1458,1074,5.000000e-01,1.404093,1.619048e+00
36,1458,1074,2.500000e-01,1.680777,9.523810e-01
37,1458,1074,5.000000e-01,1.680777,1.904762e+00
38,1458,1074,2.500000e-01,1.404093,8.095238e-01
39,1458,1074,1.250000e-01,1.680777,4.761905e-01
40,1458,1074,6.250000e-02,1.680777,2.380952e-01
41,1458,1074,5.000000e-01,1.404093,1.619048e+00
42,1458,1074,2.500000e-01,1.680777,9.523810e-01
43,1458,1074,5.000000e-01,1.680777,1.904762e+00
44,1458,1074,2.500000e-01,1.404093,8.095238e-01
45,1458,1074,1.250000e-01,1.680777,4.761905e-01
46,1458,1074,6.250000e-02,1.680777,2.380952e-01
47,1458,1074,5.000000e-01,1.404093,1.619048e+00
48,1458,1074,2.500000e-01,1.680777,9.523810e-01
49,1458,1074,5.000000e-01,1.680777,1.904762e+00
50,1458,1074,2.500000e-01,1.404093,8.095238e-01
51,1458,1074,1.250000e-01,1.680777,4.761905e-01
52,1458,1074,6.250000e-02,1.680777,2.380952e-01
53,1458,1074,5.000000e-01,1.404093,1.619048e+00
54,1458,1074,2.500000e-01,1.680777,9.523810e-01
55,1458,1074,5.000000e-01,1.680777,1.904762e+00
56,1458,1074,2.500000e-01,1.404093,8.095238e-01
57,1458,1074,1.250000e-01,1.680777,4.761905e-01
58,1458,1074,6.250000e-02,1.680777,2.380952e-01
59,1458,1074,5.000000e-01,1.404093,1.619048e+00
60,1458,1074,2.500000e-01,1.680777,9.523810e-01
61,1458,1074,5.000000e-01,1.680777,1.904762e+00
62,1458,1074,2.500000e-01,1.404093,8.095238e-01
63,1458,1074,1.250000e-01,1.680777,4.761905e-01
64,1458,1074,6.250000e-02,1.680777,2.380952e-01
65,1458,1074,5.000000e-01,1.404093,1.619048e+00
66,1458,1074,2.500000e-01,1.680777,9.523810e-01
67,1458,1074,5.000000e-01,1.680777,1.904762e+00
68,1458,1074,2.500000e-01,1.404093,8.095238e-01
69,1458,1074,1.250000e-01,1.680777,4.761905e-01
70,1458,1074,6.250000e-02,1.680777,2.380952e-01
71,1458,1074,5.000000e-01,1.404093,1.619048e+00
72,1458,1074,2.500000e-01,1.680777,9.523810e-01
73,1458,1074,5.000000e-01,1.680777,1.904762e+00
74,1458,1074,2.500000e-01,1.404093,8.095238e-01
75,1458,1074,1.250000e-01,1.680777,4.761905e-01
76,1458,1074,6.250000e-02,1.680777,2.380952e-01
77,1458,1074,5.000000e-01,1.404093,1.619048e+00
78,1458,1074,2.500000e-01,1.680777,9.523810e-01
79,1458,1074,5.000000e-01,1.680777,1.904762e+00
80,1458,1074,2.500000e-01,1.404093,8.095238e-01
81,1458,1074,1.250000e-01,1.680777,4.761905e-01
82,1458,1074,6.250000e-02,1.680777,2.380952e-01
83,1458,1074,5.000000e-01,1.404093,1.619048e+00
84,1458,1074,2.500000e-01,1.680777,9.523810e-01
85,1458,1074,5.000000e-01,1.680777,1.904762e+00
86,1458,1074,2.500000e-01,1.404093,8.095238e-01
87,1458,1074,1.250000e-01,1.680777,4.761905e-01
88,1458,1074,6.250000e-02,1.680777,2.380952e-01
89,1458,1074,5.000000e-01,1.404093,1.619048e+00
90,1458,1074,2.500000e-01,1.680777,9.523810e-01
91,1458,1074,5.000000e-01,1.680777,1.904762e+00
92,1458,1074,2.500000e-01,1.404093,8.095238e-01
93,1458,1074,1.250000e-01,1.680777,4.761905e-01
94,1458,1074,6.250000e-02,1.680777,2.380952e-01
95,1458,1074,5.000000e-01,1.404093,1.619048e+00
96,1458,1074,2.500000e-01,1.680777,9.523810e-01
97,1458,1074,5.000000e-01,1.680777,1.904762e+00
98,1458,1074,2.500000e-01,1.404093,8.095238e-01
99,1458,1074,1.250000e-01,1.680777,4.761905e-01
