label,chi,k_infty,L1_re,L1_im,L2_re,L2_im
label;chi;L1_re;L1_im;L2_re;L2_im
label;chi;L1_re;L1_im;L2_re;L2_im
p13a;[1];0.5459540930667261589398753913253237280643447418608096987;-0.1775930420088202395080154238712751937012813062363907656;0.8179513600368534769617050101218061215104929453931985348;-0.1539403937453061747262472950558170420382778895374291891
p13a;[2];0.5459540930667261589398753913253237280643447418608096987;0.1775930420088202395080154238712751937012813062363907656;0.8179513600368534769617050101218061215104929453931985348;0.1539403937453061747262472950558170420382778895374291891
p13b;[1];0.5459540930667261589398753913253237280643447418608096987;-0.1775930420088202395080154238712751937012813062363907656;0.8179513600368534769617050101218061215104929453931985348;-0.1539403937453061747262472950558170420382778895374291891
p13b;[2];0.5459540930667261589398753913253237280643447418608096987;0.1775930420088202395080154238712751937012813062363907656;0.8179513600368534769617050101218061215104929453931985348;0.1539403937453061747262472950558170420382778895374291891
p17a;[1];0.6536223272378357491064868694437252594694726538323090463;0.2511089506821019939379011688994597210651099485859588753;0.9077516583341560505166283301340782558590030339125067266;0.2003503974948394859925887585211521686944497070580661030
p17a;[2];0.5583995415156970923945747208054594140683660846114034897;0.0000000000000000000000000000000000000000000000000000000;0.7848070052165121099892354333796202564032318675704541631;0.0000000000000000000000000000000000000000000000000000000
p17a;[3];0.6536223272378357491064868694437252594694726538323090463;-0.2511089506821019939379011688994597210651099485859588753;0.9077516583341560505166283301340782558590030339125067266;-0.2003503974948394859925887585211521686944497070580661030
p17b;[1];0.6536223272378357491064868694437252594694726538323090463;0.2511089506821019939379011688994597210651099485859588753;0.9077516583341560505166283301340782558590030339125067266;0.2003503974948394859925887585211521686944497070580661030
p17b;[2];0.5583995415156970923945747208054594140683660846114034897;0.0000000000000000000000000000000000000000000000000000000;0.7848070052165121099892354333796202564032318675704541631;0.0000000000000000000000000000000000000000000000000000000
p17b;[3];0.6536223272378357491064868694437252594694726538323090463;-0.2511089506821019939379011688994597210651099485859588753;0.9077516583341560505166283301340782558590030339125067266;-0.2003503974948394859925887585211521686944497070580661030
(5);[1];0.7072598960444780277003997886495648187344776858782777752;0.3283270714034873918466939289649050541097147550215933518;0.9294893602496379663980656573960932051861641694079308142;0.2280626366674835609017820581702452226478935445603993573
