r,b,v_PF,P_r,P_b_given_r
1,71,1.2015699712238818e-9,0.09352455713807953,1.2847641389521744e-8
1,72,6.707068049464124e-10,0.09352455713807953,7.171451279434361e-9
1,73,3.968784259901387e-10,0.09352455713807953,4.243574502087061e-9
1,74,0.0,0.09352455713807953,0.0
1,75,0.0,0.09352455713807953,0.0
1,76,0.0,0.09352455713807953,0.0
1,77,0.0,0.09352455713807953,0.0
1,78,0.0,0.09352455713807953,0.0
1,79,0.0,0.09352455713807953,0.0
1,80,0.0,0.09352455713807953,0.0
1,81,0.0,0.09352455713807953,0.0
1,82,0.0,0.09352455713807953,0.0
1,83,0.0,0.09352455713807953,0.0
1,84,0.0,0.09352455713807953,0.0
1,85,0.0,0.09352455713807953,0.0
1,86,0.0,0.09352455713807953,0.0
1,87,0.0,0.09352455713807953,0.0
1,88,0.0,0.09352455713807953,0.0
1,89,0.0,0.09352455713807953,0.0
1,90,0.0,0.09352455713807953,0.0
1,91,0.0,0.09352455713807953,0.0
1,92,0.0,0.09352455713807953,0.0
1,93,0.0,0.09352455713807953,0.0
1,94,0.0,0.09352455713807953,0.0
1,95,0.0,0.09352455713807953,0.0
1,96,0.0,0.09352455713807953,0.0
1,97,0.0,0.09352455713807953,0.0
1,98,0.0,0.09352455713807953,0.0
1,99,0.0,0.09352455713807953,0.0
1,100,0.0,0.09352455713807953,0.0
1,101,0.0,0.09352455713807953,0.0
1,102,0.0,0.09352455713807953,0.0
1,103,0.0,0.09352455713807953,0.0
1,104,0.0,0.09352455713807953,0.0
1,105,0.0,0.09352455713807953,0.0
1,106,0.0,0.09352455713807953,0.0
1,107,0.0,0.09352455713807953,0.0
1,108,0.0,0.09352455713807953,0.0
3,0,0.0,0.0626767392370622,0.0
3,1,0.0,0.0626767392370622,0.0
3,2,0.0,0.0626767392370622,0.0
3,3,0.0,0.0626767392370622,0.0
3,4,0.0,0.0626767392370622,0.0
3,5,0.0,0.0626767392370622,0.0
3,6,0.0,0.0626767392370622,0.0
3,7,0.0,0.0626767392370622,0.0
3,8,0.024170607471829163,0.0626767392370622,0.3856391983062279
3,9,0.0,0.0626767392370622,0.0
3,10,0.003410015396116063,0.0626767392370622,0.05440639442358932
3,11,0.0,0.0626767392370622,0.0
3,12,0.0006598145261526357,0.0626767392370622,0.010527263131175659
3,13,0.0013369412891674458,0.0626767392370622,0.02133074096453444
3,14,0.003555322568237361,0.0626767392370622,0.056724753257984054
3,15,0.0027943507024851683,0.0626767392370622,0.04458353667564129
3,16,0.0008052796717392773,0.0626767392370622,0.012848142413622834
3,17,0.0012330863999055746,0.0626767392370622,0.019673748425898044
3,18,0.021356559005349746,0.0626767392370622,0.34074138612369165
3,19,0.0006916569303412523,0.0626767392370622,0.011035304943436809
3,20,0.0005777639838985527,0.0626767392370622,0.00921815638355525
3,21,0.00032097927784105224,0.0626767392370622,0.005121186611623372
3,22,0.00039993725193444976,0.0626767392370622,0.006380951798110736
3,23,0.0003375279957552975,0.0626767392370622,0.005385219458827709
3,24,0.00021924319628895873,0.0626767392370622,0.003497999400698165
3,25,0.00021795322791031115,0.0626767392370622,0.0034774181069941556
3,26,0.0001228895294915011,0.0626767392370622,0.001960687983889782
3,27,0.00009972023269298077,0.0626767392370622,0.0015910245795622677
3,28,0.00007084299654887909,0.0626767392370622,0.0011302916745705239
3,29,0.000060613901999357385,0.0626767392370622,0.0009670876745852629
3,30,0.000053962543127821014,0.0626767392370622,0.0008609660263868947
3,31,0.00003691745639964215,0.0626767392370622,0.0005890136731588617
3,32,0.00003046886984107513,0.0626767392370622,0.0004861272333557867
3,33,0.00002391439951698048,0.0626767392370622,0.0003815514305319723
3,34,0.00001897591265736664,0.0626767392370622,0.000302758453747794
3,35,0.00001532348555659171,0.0626767392370622,0.00024448440909846474
3,36,0.000011417727314551768,0.0626767392370622,0.00018216849589712227
3,37,9.489817078148175e-6,0.0626767392370622,0.0001514089149126735
3,38,7.2434624259064825e-6,0.0626767392370622,0.00011556859074160731
3,39,5.937152975393589e-6,0.0626767392370622,0.00009472657715867282
3,40,4.660941847024312e-6,0.0626767392370622,0.00007436477876417971
3,41,3.619936395773131e-6,0.0626767392370622,0.000057755659273872675
3,42,2.949584263204158e-6,0.0626767392370622,0.000047060269872176134
3,43,2.2943378951922495e-6,0.0626767392370622,0.00003660589116664759
3,44,1.806019169700444e-6,0.0626767392370622,0.000028814823356868306
3,45,1.4304108633733836e-6,0.0626767392370622,0.00002282203702338664
3,46,1.1265435431274385e-6,0.0626767392370622,0.000017973869681805133
3,47,8.900535462577102e-7,0.0626767392370622,0.000014200699607094446
3,48,6.98818204939882e-7,0.0626767392370622,0.000011149562237064412
3,49,5.545721758264384e-7,0.0626767392370622,8.848133814506214e-6
3,50,4.3464079592567514e-7,0.0626767392370622,6.934642759281613e-6
3,51,3.42994974734429e-7,0.0626767392370622,5.472444465196558e-6
3,52,2.676869034414941e-7,0.0626767392370622,4.270913048444049e-6
3,53,2.118914833586471e-7,0.0626767392370622,3.380703685895497e-6
3,54,1.6338737844649e-7,0.0626767392370622,2.6068263990012307e-6
3,55,1.252298641481962e-7,0.0626767392370622,1.998027747974242e-6
3,56,9.661349513253313e-8,0.0626767392370622,1.5414569473231841e-6
3,57,7.414636247502351e-8,0.0626767392370622,1.182996489249062e-6
3,58,5.778163177447916e-8,0.0626767392370622,9.218991363914407e-7
3,59,4.431440642415487e-8,0.0626767392370622,7.070311404769242e-7
3,60,3.314070012302267e-8,0.0626767392370622,5.28755971137468e-7
3,61,2.5496798109666744e-8,0.0626767392370622,4.067984138937129e-7
3,62,2.0047728898018244e-8,0.0626767392370622,3.1985915575779603e-7
3,63,1.4689783075901739e-8,0.0626767392370622,2.3437376058031004e-7
3,64,1.1410325735623832e-8,0.0626767392370622,1.8205040457619475e-7
3,65,8.147132916205775e-9,0.0626767392370622,1.2998654708871943e-7
3,66,5.899960053491419e-9,0.0626767392370622,9.413316846583232e-8
3,67,4.469926521910494e-9,0.0626767392370622,7.131715172679762e-8
3,68,3.4042618300623765e-9,0.0626767392370622,5.4314596954165705e-8
3,69,2.456900341151227e-9,0.0626767392370622,3.919955586487188e-8
3,70,1.5688619088726166e-9,0.0626767392370622,2.5031007164216233e-8
3,71,9.964121054749477e-10,0.0626767392370622,1.5897637905287616e-8
3,72,8.028881150914498e-10,0.0626767392370622,1.2809985408696622e-8
3,73,4.176036840705658e-10,0.0626767392370622,6.662817644215083e-9
3,74,0.0,0.0626767392370622,0.0
3,75,0.0,0.0626767392370622,0.0
3,76,0.0,0.0626767392370622,0.0
3,77,0.0,0.0626767392370622,0.0
3,78,0.0,0.0626767392370622,0.0
3,79,0.0,0.0626767392370622,0.0
3,80,0.0,0.0626767392370622,0.0
3,81,0.0,0.0626767392370622,0.0
3,82,0.0,0.0626767392370622,0.0
3,83,0.0,0.0626767392370622,0.0
3,84,0.0,0.0626767392370622,0.0
3,85,0.0,0.0626767392370622,0.0
3,86,0.0,0.0626767392370622,0.0
3,87,0.0,0.0626767392370622,0.0
3,88,0.0,0.0626767392370622,0.0
3,89,0.0,0.0626767392370622,0.0
3,90,0.0,0.0626767392370622,0.0
3,91,0.0,0.0626767392370622,0.0
3,92,0.0,0.0626767392370622,0.0
3,93,0.0,0.0626767392370622,0.0
3,94,0.0,0.0626767392370622,0.0
3,95,0.0,0.0626767392370622,0.0
3,96,0.0,0.0626767392370622,0.0
3,97,0.0,0.0626767392370622,0.0
3,98,0.0,0.0626767392370622,0.0
3,99,0.0,0.0626767392370622,0.0
3,100,0.0,0.0626767392370622,0.0
3,101,0.0,0.0626767392370622,0.0
3,102,0.0,0.0626767392370622,0.0
3,103,0.0,0.0626767392370622,0.0
3,104,0.0,0.0626767392370622,0.0
3,105,0.0,0.0626767392370622,0.0
3,106,0.0,0.0626767392370622,0.0
3,107,0.0,0.0626767392370622,0.0
3,108,0.0,0.0626767392370622,0.0
5,0,0.0,0.10902483852414206,0.0
5,1,0.0,0.10902483852414206,0.0
5,2,0.0,0.10902483852414206,0.0
5,3,0.04450493403896593,0.10902483852414206,0.40820912593336167
5,4,0.0,0.10902483852414206,0.0
5,5,0.0,0.10902483852414206,0.0
5,6,0.0,0.10902483852414206,0.0
5,7,0.0,0.10902483852414206,0.0
5,8,0.0050614810405907205,0.10902483852414206,0.04642502671049519
5,9,0.0,0.10902483852414206,0.0
5,10,0.0,0.10902483852414206,0.0
5,11,0.0045804417110628555,0.10902483852414206,0.042012827288421796
5,12,0.0002809387587056044,0.10902483852414206,0.002576832605382803
5,13,0.0015109337821163885,0.10902483852414206,0.013858619765640037
5,14,0.02103187644230708,0.10902483852414206,0.19290903547314
5,15,0.0037179381984316917,0.10902483852414206,0.03410175377245255
5,16,0.00211608964714468,0.10902483852414206,0.019409243579627967
5,17,0.0013491331785187475,0.10902483852414206,0.012374548743037124
5,18,0.0007957234060313841,0.10902483852414206,0.007298551566808164
5,19,0.02144905763584642,0.10902483852414206,0.19673551390857433
5,20,0.0004832495882206955,0.10902483852414206,0.004432472405026186
5,21,0.00041349632842881427,0.10902483852414206,0.003792680035359568
5,22,0.0003460952154695065,0.10902483852414206,0.003174462078133401
5,23,0.00034022261806662544,0.10902483852414206,0.003120597312247225
5,24,0.0002642915657630592,0.10902483852414206,0.002424140859466033
5,25,0.0001530438265055498,0.10902483852414206,0.0014037519209135112
5,26,0.0001550980566081449,0.10902483852414206,0.0014225937750304537
5,27,0.00010208071411276675,0.10902483852414206,0.0009363069507336382
5,28,0.0000814309581072685,0.10902483852414206,0.0007469028086589344
5,29,0.00005579825818793559,0.10902483852414206,0.0005117939998194065
5,30,0.000048633089252127295,0.10902483852414206,0.00044607348114859315
5,31,0.00003901950533239088,0.10902483852414206,0.00035789555720140367
5,32,0.0000285945937732193,0.10902483852414206,0.00026227595619770095
5,33,0.00002420785022994741,0.10902483852414206,0.00022203977146535202
5,34,0.000019507627837285692,0.10902483852414206,0.00017892828919866728
5,35,0.000015095680821538498,0.10902483852414206,0.00013846093262679556
5,36,0.000012009634230449427,0.10902483852414206,0.00011015502882666556
5,37,9.124887628286334e-6,0.10902483852414206,0.00008369549317209721
5,38,7.542490629250237e-6,0.10902483852414206,0.00006918139693075588
5,39,5.7467738735729316e-6,0.10902483852414206,0.00005271068456845627
5,40,4.691340532004678e-6,0.10902483852414206,0.00004303001587079484
5,41,3.676636029709629e-6,0.10902483852414206,0.00003372292112036
5,42,2.8645650245982977e-6,0.10902483852414206,0.000026274425748990942
5,43,2.3014213385943353e-6,0.10902483852414206,0.000021109146959063985
5,44,1.8127838174032083e-6,0.10902483852414206,0.00001662725523782172
5,45,1.4329486286200962e-6,0.10902483852414206,0.000013143322641131811
5,46,1.1215607457491697e-6,0.10902483852414206,0.000010287203915471202
5,47,8.942284239658807e-7,0.10902483852414206,8.2020614391267e-6
5,48,7.018209665189908e-7,0.10902483852414206,6.437257564601503e-6
5,49,5.493992466902543e-7,0.10902483852414206,5.03921174410726e-6
5,50,4.364652948178954e-7,0.10902483852414206,4.003356489459474e-6
5,51,3.4185198442811375e-7,0.10902483852414206,3.1355422218985017e-6
5,52,2.688175975798649e-7,0.10902483852414206,2.4656546271365394e-6
5,53,2.1131071235222808e-7,0.10902483852414206,1.9381887211457434e-6
5,54,1.6247536607691775e-7,0.10902483852414206,1.4902600937211185e-6
5,55,1.2592929600064285e-7,0.10902483852414206,1.1550514332819445e-6
5,56,9.667664342604422e-8,0.10902483852414206,8.867396158044894e-7
5,57,7.442369152788108e-8,0.10902483852414206,6.826306054230108e-7
5,58,5.726582465309284e-8,0.10902483852414206,5.25254844935286e-7
5,59,4.417848866991787e-8,0.10902483852414206,4.0521489660482413e-7
5,60,3.41196722212001e-8,0.10902483852414206,3.129532011519078e-7
5,61,2.5458282323748188e-8,0.10902483852414206,2.3350901196804615e-7
5,62,1.9725419207134867e-8,0.10902483852414206,1.8092591994774605e-7
5,63,1.5348213037022405e-8,0.10902483852414206,1.407772141173477e-7
5,64,1.0851969428076226e-8,0.10902483852414206,9.95366704961751e-8
5,65,8.738927121757765e-9,0.10902483852414206,8.015537780248718e-8
5,66,6.4328659885434475e-9,0.10902483852414206,5.900367361809004e-8
5,67,4.624215952411148e-9,0.10902483852414206,4.241433433893303e-8
5,68,3.3170363509762713e-9,0.10902483852414206,3.042459310996144e-8
5,69,2.6732098146922043e-9,0.10902483852414206,2.4519273322292136e-8
5,70,1.77424159102183e-9,0.10902483852414206,1.6273737389016616e-8
5,71,1.121134337265736e-9,0.10902483852414206,1.0283292802286298e-8
5,72,6.776727650702453e-10,0.10902483852414206,6.215764904987077e-9
5,73,4.58828561495819e-10,0.10902483852414206,4.208477331468073e-9
5,74,0.0,0.10902483852414206,0.0
5,75,0.0,0.10902483852414206,0.0
5,76,0.0,0.10902483852414206,0.0
5,77,0.0,0.10902483852414206,0.0
5,78,0.0,0.10902483852414206,0.0
5,79,0.0,0.10902483852414206,0.0
5,80,0.0,0.10902483852414206,0.0
5,81,0.0,0.10902483852414206,0.0
5,82,0.0,0.10902483852414206,0.0
5,83,0.0,0.10902483852414206,0.0
5,84,0.0,0.10902483852414206,0.0
5,85,0.0,0.10902483852414206,0.0
5,86,0.0,0.10902483852414206,0.0
5,87,0.0,0.10902483852414206,0.0
5,88,0.0,0.10902483852414206,0.0
5,89,0.0,0.10902483852414206,0.0
5,90,0.0,0.10902483852414206,0.0
5,91,0.0,0.10902483852414206,0.0
5,92,0.0,0.10902483852414206,0.0
5,93,0.0,0.10902483852414206,0.0
5,94,0.0,0.10902483852414206,0.0
5,95,0.0,0.10902483852414206,0.0
5,96,0.0,0.10902483852414206,0.0
5,97,0.0,0.10902483852414206,0.0
5,98,0.0,0.10902483852414206,0.0
5,99,0.0,0.10902483852414206,0.0
5,100,0.0,0.10902483852414206,0.0
5,101,0.0,0.10902483852414206,0.0
5,102,0.0,0.10902483852414206,0.0
5,103,0.0,0.10902483852414206,0.0
5,104,0.0,0.10902483852414206,0.0
5,105,0.0,0.10902483852414206,0.0
5,106,0.0,0.10902483852414206,0.0
5,107,0.0,0.10902483852414206,0.0
5,108,0.0,0.10902483852414206,0.0
7,0,0.0,0.062253965047062945,0.0
7,1,0.0,0.062253965047062945,0.0
7,2,0.0,0.062253965047062945,0.0
7,3,0.0,0.062253965047062945,0.0
7,4,0.0057024710657350396,0.062253965047062945,0.09160012637627286
7,5,0.0,0.062253965047062945,0.0
7,6,0.0,0.062253965047062945,0.0
7,7,0.0,0.062253965047062945,0.0
7,8,0.0,0.062253965047062945,0.0
7,9,0.0,0.062253965047062945,0.0
7,10,0.0071041803192805125,0.062253965047062945,0.11411610993628875
7,11,0.011492957005680144,0.062253965047062945,0.18461405626118213
7,12,0.014045400183807632,0.062253965047062945,0.2256145479760132
7,13,0.014367268392101984,0.062253965047062945,0.2307847922817538
7,14,0.0010989327263831053,0.062253965047062945,0.01765241339330484
7,15,0.001969826217870669,0.062253965047062945,0.03164177922452833
7,16,0.0010540428767766782,0.062253965047062945,0.01693133724060531
7,17,0.0012923953358200933,0.062253965047062945,0.02076004853414661
7,18,0.0005370281571969872,0.062253965047062945,0.008626408884815659
7,19,0.0006021026061602059,0.062253965047062945,0.009671714977592616
7,20,0.0004993952115575932,0.062253965047062945,0.008021902077724028
7,21,0.000675719722721114,0.062253965047062945,0.010854243937880604
7,22,0.00047600912199646236,0.062253965047062945,0.007646245851755908
7,23,0.00032712700345370366,0.062253965047062945,0.0052547175622693456
7,24,0.0002060057585327259,0.062253965047062945,0.0033091186782558996
7,25,0.00020615141017493437,0.062253965047062945,0.003311458314648511
7,26,0.00012745630692281368,0.062253965047062945,0.0020473604665415105
7,27,0.00009629537063543245,0.062253965047062945,0.0015468150592919628
7,28,0.00008252790411598907,0.062253965047062945,0.0013256650247674886
7,29,0.00006085523963792517,0.062253965047062945,0.0009775319466305422
7,30,0.00004881826664438612,0.062253965047062945,0.0007841792343263653
7,31,0.00003649280241184399,0.062253965047062945,0.0005861924197801063
7,32,0.0000313060578798917,0.062253965047062945,0.0005028765293298964
7,33,0.000023512319009526577,0.062253965047062945,0.0003776838791192121
7,34,0.000019048312001696076,0.062253965047062945,0.00030597749054692136
7,35,0.000014330751469090325,0.062253965047062945,0.00023019821240713776
7,36,0.000011489839352253804,0.062253965047062945,0.0001845639766650635
7,37,9.598523033817117e-6,0.062253965047062945,0.00015418332031639744
7,38,7.3909619408815974e-6,0.062253965047062945,0.00011872275019421101
7,39,5.867796120118616e-6,0.062253965047062945,0.00009425578138971007
7,40,4.664272787757257e-6,0.062253965047062945,0.0000749233046317796
7,41,3.650489184756567e-6,0.062253965047062945,0.00005863866152134822
7,42,2.882091348744712e-6,0.062253965047062945,0.00004629570737487804
7,43,2.2924641341212335e-6,0.062253965047062945,0.00003682438752918259
7,44,1.8114979012458505e-6,0.062253965047062945,0.000029098514446049963
7,45,1.4300792051900142e-6,0.062253965047062945,0.000022971696728214795
7,46,1.125718191050207e-6,0.062253965047062945,0.00001808267457661826
7,47,8.913409351420909e-7,0.062253965047062945,0.000014317817900727323
7,48,7.069634341786596e-7,0.062253965047062945,0.000011356118982047282
7,49,5.531921482698794e-7,0.062253965047062945,8.886054853721774e-6
7,50,4.365000022355245e-7,0.062253965047062945,7.011601620965634e-6
7,51,3.408350378816443e-7,0.062253965047062945,5.474912925208519e-6
7,52,2.676892856296137e-7,0.062253965047062945,4.299955600052866e-6
7,53,2.1228705800245785e-7,0.062253965047062945,3.4100166606572356e-6
7,54,1.6331300145275905e-7,0.062253965047062945,2.6233349366469617e-6
7,55,1.2524737545898375e-7,0.062253965047062945,2.011877883831156e-6
7,56,9.669184026569254e-8,0.062253965047062945,1.5531836436859104e-6
7,57,7.485054778465858e-8,0.062253965047062945,1.2023418544999154e-6
7,58,5.7370554551178965e-8,0.062253965047062945,9.21556635112443e-7
7,59,4.409766267414488e-8,0.062253965047062945,7.083510687360684e-7
7,60,3.393095260631239e-8,0.062253965047062945,5.450408272093378e-7
7,61,2.6435180201846247e-8,0.062253965047062945,4.246344820263528e-7
7,62,1.9864154487444728e-8,0.062253965047062945,3.19082559198081e-7
7,63,1.4789145536377821e-8,0.062253965047062945,2.3756150351543836e-7
7,64,1.1391830049491739e-8,0.062253965047062945,1.82989630313181e-7
7,65,8.1823260422923e-9,0.062253965047062945,1.3143461683294551e-7
7,66,6.1934235049477426e-9,0.062253965047062945,9.948641022729426e-8
7,67,4.70262560628545e-9,0.062253965047062945,7.553937492544201e-8
7,68,3.030239974025262e-9,0.062253965047062945,4.8675453390550335e-8
7,69,2.4664541299336765e-9,0.062253965047062945,3.9619229523277416e-8
7,70,1.4553746224558798e-9,0.062253965047062945,2.3378022931642046e-8
7,71,1.2250407754743186e-9,0.062253965047062945,1.9678116478977822e-8
7,72,8.222537686688384e-10,0.062253965047062945,1.3208054588125085e-8
7,73,0.0,0.062253965047062945,0.0
7,74,0.0,0.062253965047062945,0.0
7,75,0.0,0.062253965047062945,0.0
7,76,0.0,0.062253965047062945,0.0
7,77,0.0,0.062253965047062945,0.0
7,78,0.0,0.062253965047062945,0.0
7,79,0.0,0.062253965047062945,0.0
7,80,0.0,0.062253965047062945,0.0
7,81,0.0,0.062253965047062945,0.0
7,82,0.0,0.062253965047062945,0.0
7,83,0.0,0.062253965047062945,0.0
7,84,0.0,0.062253965047062945,0.0
7,85,0.0,0.062253965047062945,0.0
7,86,0.0,0.062253965047062945,0.0
7,87,0.0,0.062253965047062945,0.0
7,88,0.0,0.062253965047062945,0.0
7,89,0.0,0.062253965047062945,0.0
7,90,0.0,0.062253965047062945,0.0
7,91,0.0,0.062253965047062945,0.0
7,92,0.0,0.062253965047062945,0.0
7,93,0.0,0.062253965047062945,0.0
7,94,0.0,0.062253965047062945,0.0
7,95,0.0,0.062253965047062945,0.0
7,96,0.0,0.062253965047062945,0.0
7,97,0.0,0.062253965047062945,0.0
7,98,0.0,0.062253965047062945,0.0
7,99,0.0,0.062253965047062945,0.0
7,100,0.0,0.062253965047062945,0.0
7,101,0.0,0.062253965047062945,0.0
7,102,0.0,0.062253965047062945,0.0
7,103,0.0,0.062253965047062945,0.0
7,104,0.0,0.062253965047062945,0.0
7,105,0.0,0.062253965047062945,0.0
7,106,0.0,0.062253965047062945,0.0
7,107,0.0,0.062253965047062945,0.0
7,108,0.0,0.062253965047062945,0.0
9,0,0.0,0.05473197662400528,0.0
9,1,0.0,0.05473197662400528,0.0
9,2,0.0,0.05473197662400528,0.0
9,3,0.0,0.05473197662400528,0.0
9,4,0.0,0.05473197662400528,0.0
9,5,0.0,0.05473197662400528,0.0
9,6,0.0,0.05473197662400528,0.0
9,7,0.0,0.05473197662400528,0.0
9,8,0.0,0.05473197662400528,0.0
9,9,0.0019960960642638405,0.05473197662400528,0.03647038143673325
9,10,0.0015335500410093902,0.05473197662400528,0.028019270189061283
9,11,0.0,0.05473197662400528,0.0
9,12,0.011645567246003604,0.05473197662400528,0.2127744686804513
9,13,0.013403838627016374,0.05473197662400528,0.24489958985215035
9,14,0.019233324742965466,0.05473197662400528,0.3514092844680817
9,15,0.0003830967872973819,0.05473197662400528,0.006999505790356506
9,16,0.0011417222985970045,0.05473197662400528,0.02086024238518454
9,17,0.001366979688802789,0.05473197662400528,0.024975887463257372
9,18,0.0006376618477251165,0.05473197662400528,0.011650627056751317
9,19,0.0008891954104510289,0.05473197662400528,0.016246360268688535
9,20,0.0003583577706215848,0.05473197662400528,0.006547502807790248
9,21,0.00031351403198827627,0.05473197662400528,0.005728169368741014
9,22,0.00042719471672970016,0.05473197662400528,0.007805212657756158
9,23,0.0002411966389657998,0.05473197662400528,0.004406868778424708
9,24,0.00034552086591957767,0.05473197662400528,0.006312961585385777
9,25,0.000198517066545115,0.05473197662400528,0.003627076506095817
9,26,0.0001425378109084369,0.05473197662400528,0.0026042876523103727
9,27,0.00010683445944470909,0.05473197662400528,0.0019519569004173662
9,28,0.00007334209317388697,0.05473197662400528,0.0013400227380371888
9,29,0.00005639941172516165,0.05473197662400528,0.001030465464688243
9,30,0.00005502427916007753,0.05473197662400528,0.0010053406172059213
9,31,0.000038021507882280144,0.05473197662400528,0.0006946854513126432
9,32,0.000029752489300448146,0.05473197662400528,0.0005436034131352529
9,33,0.000024725317291046154,0.05473197662400528,0.000451752683096077
9,34,0.00001913345418547385,0.05473197662400528,0.0003495845640093688
9,35,0.000014579365616497324,0.05473197662400528,0.0002663774728373844
9,36,0.000011898181371380973,0.05473197662400528,0.00021738994469573872
9,37,9.044179882460747e-6,0.05473197662400528,0.00016524489777871456
9,38,7.323362912173241e-6,0.05473197662400528,0.00013380410070849217
9,39,6.036850380920986e-6,0.05473197662400528,0.0001102984170002229
9,40,4.6964848976969e-6,0.05473197662400528,0.00008580879382377424
9,41,3.6283163851978615e-6,0.05473197662400528,0.00006629244198731337
9,42,2.903898442110175e-6,0.05473197662400528,0.00005305670690571285
9,43,2.2835436293254487e-6,0.05473197662400528,0.00004172229417206711
9,44,1.8167348081841729e-6,0.05473197662400528,0.00003319329796299296
9,45,1.4305978044702458e-6,0.05473197662400528,0.000026138244819807767
9,46,1.1293939982414535e-6,0.05473197662400528,0.00002063499379896513
