from_state,to_state,K_derived,K_empirical,diff
(13|43),(29|42),0.083816,0.072464,+0.011352
(15|5),(7|6),0.333013,1.000000,-0.666987
(15|5),(23|5),0.166827,0.000000,+0.166827
(15|5),(23|6),0.333653,0.000000,+0.333653
(15|6),(7|6),0.166507,0.000000,+0.166507
(15|6),(7|7),0.333013,0.000000,+0.333013
(15|6),(23|6),0.166827,1.000000,-0.833173
(15|6),(23|7),0.333653,0.000000,+0.333653
(15|7),(7|7),0.166507,0.000000,+0.166507
(15|7),(7|8),0.333013,0.821519,-0.488506
(15|7),(23|7),0.166827,0.178481,-0.011654
(15|7),(23|8),0.333653,0.000000,+0.333653
(15|8),(7|8),0.166507,0.000000,+0.166507
(15|8),(7|9),0.333013,0.424415,-0.091402
(15|8),(23|8),0.166827,0.519051,-0.352225
(15|8),(23|9),0.333653,0.056534,+0.277120
(15|9),(7|9),0.166507,0.025572,+0.140935
(15|9),(7|10),0.333013,0.020060,+0.312954
(15|9),(23|9),0.166827,0.010812,+0.156015
(15|9),(23|10),0.333653,0.943557,-0.609903
(15|10),(7|10),0.166507,0.091975,+0.074532
(15|10),(7|11),0.333013,0.336070,-0.003056
(15|10),(23|10),0.166827,0.197423,-0.030597
(15|10),(23|11),0.333653,0.374532,-0.040879
(15|11),(7|11),0.166507,0.199519,-0.033013
(15|11),(7|12),0.333013,0.470279,-0.137266
(15|11),(23|11),0.166827,0.106924,+0.059903
(15|11),(23|12),0.333653,0.223278,+0.110376
(15|12),(7|12),0.166507,0.104181,+0.062326
(15|12),(7|13),0.333013,0.356451,-0.023437
(15|12),(23|12),0.166827,0.193379,-0.026553
(15|12),(23|13),0.333653,0.345989,-0.012335
(15|13),(7|13),0.166507,0.248698,-0.082191
(15|13),(7|14),0.333013,0.230688,+0.102326
(15|13),(23|13),0.166827,0.147842,+0.018985
(15|13),(23|14),0.333653,0.372773,-0.039119
(15|14),(7|14),0.166507,0.262056,-0.095549
(15|14),(7|15),0.333013,0.288173,+0.044841
(15|14),(23|14),0.166827,0.170834,-0.004007
(15|14),(23|15),0.333653,0.278937,+0.054716
(15|15),(7|15),0.166507,0.229004,-0.062497
(15|15),(7|16),0.333013,0.279609,+0.053404
(15|15),(23|15),0.166827,0.219693,-0.052867
(15|15),(23|16),0.333653,0.271694,+0.061960
(15|16),(7|16),0.166507,0.247390,-0.080884
(15|16),(7|17),0.333013,0.279739,+0.053274
(15|16),(23|16),0.166827,0.181890,-0.015064
(15|16),(23|17),0.333653,0.290980,+0.042673
(15|17),(7|17),0.166507,0.191049,-0.024542
(15|17),(7|18),0.333013,0.305348,+0.027665
(15|17),(23|17),0.166827,0.195788,-0.028962
(15|17),(23|18),0.333653,0.307815,+0.025838
(15|18),(7|18),0.166507,0.218094,-0.051587
(15|18),(7|19),0.333013,0.295526,+0.037487
(15|18),(23|18),0.166827,0.205297,-0.038471
(15|18),(23|19),0.333653,0.281083,+0.052570
(15|19),(7|19),0.166507,0.203405,-0.036898
(15|19),(7|20),0.333013,0.291787,+0.041226
(15|19),(23|19),0.166827,0.213645,-0.046818
(15|19),(23|20),0.333653,0.291163,+0.042490
(15|20),(7|20),0.166507,0.201489,-0.034983
(15|20),(7|21),0.333013,0.289552,+0.043461
(15|20),(23|20),0.166827,0.209503,-0.042677
(15|20),(23|21),0.333653,0.299455,+0.034199
(15|21),(7|21),0.166507,0.205727,-0.039220
(15|21),(7|22),0.333013,0.295306,+0.037707
(15|21),(23|21),0.166827,0.207287,-0.040461
(15|21),(23|22),0.333653,0.291679,+0.041974
(15|22),(7|22),0.166507,0.207854,-0.041347
(15|22),(7|23),0.333013,0.293056,+0.039957
(15|22),(23|22),0.166827,0.208726,-0.041899
(15|22),(23|23),0.333653,0.290364,+0.043289
(15|23),(7|23),0.166507,0.209074,-0.042567
(15|23),(7|24),0.333013,0.291199,+0.041814
(15|23),(23|23),0.166827,0.200893,-0.034067
(15|23),(23|24),0.333653,0.298834,+0.034820
(15|24),(7|24),0.166507,0.206963,-0.040456
(15|24),(7|25),0.333013,0.292021,+0.040992
(15|24),(23|24),0.166827,0.207136,-0.040310
(15|24),(23|25),0.333653,0.293880,+0.039774
(15|25),(7|25),0.166507,0.207604,-0.041098
(15|25),(7|26),0.333013,0.293397,+0.039616
(15|25),(23|25),0.166827,0.206404,-0.039577
(15|25),(23|26),0.333653,0.292595,+0.041058
(15|26),(7|26),0.166507,0.208465,-0.041958
(15|26),(7|27),0.333013,0.291537,+0.041476
(15|26),(23|26),0.166827,0.208172,-0.041345
(15|26),(23|27),0.333653,0.291826,+0.041827
(15|27),(7|27),0.166507,0.207207,-0.040700
(15|27),(7|28),0.333013,0.293719,+0.039294
(15|27),(23|27),0.166827,0.207150,-0.040323
(15|27),(23|28),0.333653,0.291924,+0.041729
(15|28),(7|28),0.166507,0.207294,-0.040787
(15|28),(7|29),0.333013,0.293640,+0.039374
(15|28),(23|28),0.166827,0.208146,-0.041319
(15|28),(23|29),0.333653,0.290920,+0.042733
(15|29),(7|29),0.166507,0.208805,-0.042298
(15|29),(7|30),0.333013,0.291499,+0.041515
(15|29),(23|29),0.166827,0.207643,-0.040817
(15|29),(23|30),0.333653,0.292053,+0.041600
(15|30),(7|30),0.166507,0.207048,-0.040541
(15|30),(7|31),0.333013,0.292912,+0.040101
(15|30),(23|30),0.166827,0.208081,-0.041254
(15|30),(23|31),0.333653,0.291959,+0.041694
(15|31),(7|31),0.166507,0.209524,-0.043017
(15|31),(7|32),0.333013,0.290181,+0.042833
(15|31),(23|31),0.166827,0.207747,-0.040920
(15|31),(23|32),0.333653,0.292548,+0.041105
(15|32),(7|32),0.166507,0.243084,-0.076577
(15|32),(7|33),0.333013,0.257680,+0.075333
(15|32),(23|32),0.166827,0.242694,-0.075867
(15|32),(23|33),0.333653,0.256542,+0.077111
(15|33),(7|33),0.166507,0.249472,-0.082965
(15|33),(7|34),0.333013,0.247434,+0.085579
(15|33),(23|33),0.166827,0.253341,-0.086514
(15|33),(23|34),0.333653,0.249753,+0.083901
(15|34),(7|34),0.166507,0.251045,-0.084538
(15|34),(7|35),0.333013,0.253194,+0.079820
(15|34),(23|34),0.166827,0.252328,-0.085501
(15|34),(23|35),0.333653,0.243434,+0.090220
(15|35),(7|35),0.166507,0.250015,-0.083508
(15|35),(7|36),0.333013,0.253825,+0.079189
(15|35),(23|35),0.166827,0.244003,-0.077176
(15|35),(23|36),0.333653,0.252158,+0.081495
(15|36),(7|36),0.166507,0.248946,-0.082439
(15|36),(7|37),0.333013,0.246368,+0.086645
(15|36),(23|36),0.166827,0.255272,-0.088445
(15|36),(23|37),0.333653,0.249414,+0.084239
(15|37),(7|37),0.166507,0.253663,-0.087157
(15|37),(7|38),0.333013,0.250300,+0.082713
(15|37),(23|37),0.166827,0.256546,-0.089719
(15|37),(23|38),0.333653,0.239491,+0.094163
(15|38),(7|38),0.166507,0.233932,-0.067425
(15|38),(7|39),0.333013,0.260870,+0.072144
(15|38),(23|38),0.166827,0.259924,-0.093098
(15|38),(23|39),0.333653,0.245274,+0.088379
(15|39),(7|39),0.166507,0.231569,-0.065062
(15|39),(7|40),0.333013,0.245747,+0.087267
(15|39),(23|39),0.166827,0.260870,-0.094043
(15|39),(23|40),0.333653,0.261815,+0.071839
(15|40),(7|40),0.166507,0.272031,-0.105524
(15|40),(7|41),0.333013,0.226054,+0.106960
(15|40),(23|40),0.166827,0.249042,-0.082215
(15|40),(23|41),0.333653,0.252874,+0.080780
(15|41),(7|41),0.166507,0.249123,-0.082616
(15|41),(7|42),0.333013,0.256140,+0.076873
(15|41),(23|41),0.166827,0.231579,-0.064752
(15|41),(23|42),0.333653,0.263158,+0.070495
(15|42),(7|42),0.166507,0.206107,-0.039600
(15|42),(7|43),0.333013,0.213740,+0.119273
(15|42),(23|42),0.166827,0.251908,-0.085082
(15|42),(23|43),0.333653,0.328244,+0.005409
(15|43),(7|43),0.166507,0.232143,-0.065636
(15|43),(23|43),0.166827,0.410714,-0.243888
(17|4),(13|3),0.083051,1.000000,-0.916949
(17|4),(29|4),0.166907,0.000000,+0.166907
(17|5),(5|5),0.166760,1.000000,-0.833240
(17|5),(21|5),0.166897,0.000000,+0.166897
(17|5),(29|4),0.083453,0.000000,+0.083453
(17|5),(29|5),0.166907,0.000000,+0.166907
(17|6),(5|5),0.083380,0.000000,+0.083380
(17|6),(5|6),0.166760,0.000000,+0.166760
(17|6),(13|6),0.166103,0.000000,+0.166103
(17|6),(21|5),0.083449,0.000000,+0.083449
(17|6),(21|6),0.166897,1.000000,-0.833103
(17|6),(29|5),0.083453,0.000000,+0.083453
(17|6),(29|6),0.166907,0.000000,+0.166907
(17|7),(5|6),0.083380,0.000000,+0.083380
(17|7),(5|7),0.166760,0.000000,+0.166760
(17|7),(13|6),0.083051,0.461669,-0.378618
(17|7),(13|7),0.166103,0.000000,+0.166103
(17|7),(21|6),0.083449,0.000000,+0.083449
(17|7),(21|7),0.166897,0.031551,+0.135346
(17|7),(29|6),0.083453,0.000000,+0.083453
(17|7),(29|7),0.166907,0.506780,-0.339873
(17|8),(5|7),0.083380,0.036002,+0.047378
(17|8),(5|8),0.166760,0.846378,-0.679618
(17|8),(13|7),0.083051,0.000000,+0.083051
(17|8),(13|8),0.166103,0.007110,+0.158993
(17|8),(21|7),0.083449,0.000000,+0.083449
(17|8),(21|8),0.166897,0.028278,+0.138620
(17|8),(29|7),0.083453,0.082232,+0.001222
(17|8),(29|8),0.166907,0.000000,+0.166907
(17|9),(5|8),0.083380,0.000000,+0.083380
(17|9),(5|9),0.166760,0.030751,+0.136009
(17|9),(13|8),0.083051,0.010926,+0.072125
(17|9),(13|9),0.166103,0.041446,+0.124657
(17|9),(21|8),0.083449,0.011303,+0.072146
(17|9),(21|9),0.166897,0.094010,+0.072887
(17|9),(29|8),0.083453,0.777386,-0.693932
(17|9),(29|9),0.166907,0.034178,+0.132729
(17|10),(5|9),0.083380,0.230730,-0.147350
(17|10),(5|10),0.166760,0.263149,-0.096389
(17|10),(13|9),0.083051,0.051852,+0.031200
(17|10),(13|10),0.166103,0.144341,+0.021761
(17|10),(21|9),0.083449,0.008439,+0.075010
(17|10),(21|10),0.166897,0.197064,-0.030167
(17|10),(29|9),0.083453,0.029274,+0.054180
(17|10),(29|10),0.166907,0.075150,+0.091757
(17|11),(5|10),0.083380,0.111752,-0.028372
(17|11),(5|11),0.166760,0.104269,+0.062491
(17|11),(13|10),0.083051,0.210489,-0.127438
(17|11),(13|11),0.166103,0.094477,+0.071625
(17|11),(21|10),0.083449,0.018527,+0.064922
(17|11),(21|11),0.166897,0.223623,-0.056725
(17|11),(29|10),0.083453,0.051634,+0.031819
(17|11),(29|11),0.166907,0.185229,-0.018322
(17|12),(5|11),0.083380,0.166696,-0.083316
(17|12),(5|12),0.166760,0.128081,+0.038679
(17|12),(13|11),0.083051,0.062087,+0.020964
(17|12),(13|12),0.166103,0.158949,+0.007154
(17|12),(21|11),0.083449,0.209889,-0.126441
(17|12),(21|12),0.166897,0.097627,+0.069270
(17|12),(29|11),0.083453,0.063322,+0.020131
(17|12),(29|12),0.166907,0.113347,+0.053559
(17|13),(5|12),0.083380,0.061979,+0.021401
(17|13),(5|13),0.166760,0.143369,+0.023391
(17|13),(13|12),0.083051,0.099095,-0.016043
(17|13),(13|13),0.166103,0.154860,+0.011243
(17|13),(21|12),0.083449,0.251086,-0.167637
(17|13),(21|13),0.166897,0.099327,+0.067570
(17|13),(29|12),0.083453,0.073249,+0.010204
(17|13),(29|13),0.166907,0.117035,+0.049872
(17|14),(5|13),0.083380,0.103614,-0.020234
(17|14),(5|14),0.166760,0.117400,+0.049360
(17|14),(13|13),0.083051,0.070731,+0.012320
(17|14),(13|14),0.166103,0.101123,+0.064980
(17|14),(21|13),0.083449,0.088432,-0.004983
(17|14),(21|14),0.166897,0.199543,-0.032645
(17|14),(29|13),0.083453,0.109887,-0.026434
(17|14),(29|14),0.166907,0.209270,-0.042363
(17|15),(5|14),0.083380,0.078595,+0.004785
(17|15),(5|15),0.166760,0.186659,-0.019899
(17|15),(13|14),0.083051,0.088809,-0.005757
(17|15),(13|15),0.166103,0.159054,+0.007049
(17|15),(21|14),0.083449,0.109853,-0.026405
(17|15),(21|15),0.166897,0.138391,+0.028506
(17|15),(29|14),0.083453,0.079802,+0.003651
(17|15),(29|15),0.166907,0.158836,+0.008070
(17|16),(5|15),0.083380,0.094612,-0.011232
(17|16),(5|16),0.166760,0.138608,+0.028152
(17|16),(13|15),0.083051,0.105203,-0.022152
(17|16),(13|16),0.166103,0.173759,-0.007656
(17|16),(21|15),0.083449,0.097064,-0.013616
(17|16),(21|16),0.166897,0.131430,+0.035467
(17|16),(29|15),0.083453,0.080831,+0.002622
(17|16),(29|16),0.166907,0.178493,-0.011586
(17|17),(5|16),0.083380,0.099617,-0.016237
(17|17),(5|17),0.166760,0.138876,+0.027884
(17|17),(13|16),0.083051,0.117885,-0.034833
(17|17),(13|17),0.166103,0.144010,+0.022093
(17|17),(21|16),0.083449,0.113102,-0.029653
(17|17),(21|17),0.166897,0.142440,+0.024457
(17|17),(29|16),0.083453,0.094215,-0.010762
(17|17),(29|17),0.166907,0.149855,+0.017052
(17|18),(5|17),0.083380,0.103893,-0.020513
(17|18),(5|18),0.166760,0.148023,+0.018737
(17|18),(13|17),0.083051,0.098879,-0.015828
(17|18),(13|18),0.166103,0.146932,+0.019171
(17|18),(21|17),0.083449,0.111695,-0.028246
(17|18),(21|18),0.166897,0.144860,+0.022038
(17|18),(29|17),0.083453,0.098237,-0.014783
(17|18),(29|18),0.166907,0.147482,+0.019425
(17|19),(5|18),0.083380,0.101772,-0.018392
(17|19),(5|19),0.166760,0.146855,+0.019905
(17|19),(13|18),0.083051,0.106607,-0.023556
(17|19),(13|19),0.166103,0.149912,+0.016191
(17|19),(21|18),0.083449,0.104335,-0.020886
(17|19),(21|19),0.166897,0.149159,+0.017739
(17|19),(29|18),0.083453,0.100058,-0.016604
(17|19),(29|19),0.166907,0.141303,+0.025604
(17|20),(5|19),0.083380,0.108004,-0.024624
(17|20),(5|20),0.166760,0.150621,+0.016139
(17|20),(13|19),0.083051,0.106670,-0.023619
(17|20),(13|20),0.166103,0.142410,+0.023693
(17|20),(21|19),0.083449,0.099944,-0.016496
(17|20),(21|20),0.166897,0.142102,+0.024795
(17|20),(29|19),0.083453,0.104712,-0.021259
(17|20),(29|20),0.166907,0.145536,+0.021370
(17|21),(5|20),0.083380,0.117680,-0.034300
(17|21),(5|21),0.166760,0.143747,+0.023013
(17|21),(13|20),0.083051,0.099171,-0.016119
(17|21),(13|21),0.166103,0.142789,+0.023314
(17|21),(21|20),0.083449,0.100754,-0.017305
(17|21),(21|21),0.166897,0.146073,+0.020825
(17|21),(29|20),0.083453,0.102216,-0.018762
(17|21),(29|21),0.166907,0.147571,+0.019336
(17|22),(5|21),0.083380,0.099744,-0.016364
(17|22),(5|22),0.166760,0.147777,+0.018983
(17|22),(13|21),0.083051,0.099946,-0.016894
(17|22),(13|22),0.166103,0.147719,+0.018384
(17|22),(21|21),0.083449,0.108093,-0.024644
(17|22),(21|22),0.166897,0.148693,+0.018204
(17|22),(29|21),0.083453,0.103317,-0.019863
(17|22),(29|22),0.166907,0.144712,+0.022195
(17|23),(5|22),0.083380,0.100431,-0.017051
(17|23),(5|23),0.166760,0.146866,+0.019894
(17|23),(13|22),0.083051,0.102848,-0.019796
(17|23),(13|23),0.166103,0.145714,+0.020389
(17|23),(21|22),0.083449,0.105269,-0.021820
(17|23),(21|23),0.166897,0.148664,+0.018233
(17|23),(29|22),0.083453,0.104259,-0.020805
(17|23),(29|23),0.166907,0.145950,+0.020957
(17|24),(5|23),0.083380,0.106502,-0.023122
(17|24),(5|24),0.166760,0.147747,+0.019013
(17|24),(13|23),0.083051,0.105690,-0.022638
(17|24),(13|24),0.166103,0.145545,+0.020557
(17|24),(21|23),0.083449,0.105295,-0.021846
(17|24),(21|24),0.166897,0.143521,+0.023376
(17|24),(29|23),0.083453,0.100771,-0.017318
(17|24),(29|24),0.166907,0.144928,+0.021978
(17|25),(5|24),0.083380,0.103704,-0.020324
(17|25),(5|25),0.166760,0.146235,+0.020525
(17|25),(13|24),0.083051,0.101489,-0.018438
(17|25),(13|25),0.166103,0.147769,+0.018334
(17|25),(21|24),0.083449,0.103430,-0.019981
(17|25),(21|25),0.166897,0.146540,+0.020357
(17|25),(29|24),0.083453,0.104862,-0.021409
(17|25),(29|25),0.166907,0.145970,+0.020937
(17|26),(5|25),0.083380,0.104040,-0.020660
(17|26),(5|26),0.166760,0.148931,+0.017829
(17|26),(13|25),0.083051,0.104302,-0.021251
(17|26),(13|26),0.166103,0.146107,+0.019996
(17|26),(21|25),0.083449,0.103189,-0.019740
(17|26),(21|26),0.166897,0.144085,+0.022812
(17|26),(29|25),0.083453,0.103579,-0.020126
(17|26),(29|26),0.166907,0.145766,+0.021141
(17|27),(5|26),0.083380,0.104797,-0.021417
(17|27),(5|27),0.166760,0.145008,+0.021752
(17|27),(13|26),0.083051,0.104974,-0.021923
(17|27),(13|27),0.166103,0.145659,+0.020444
(17|27),(21|26),0.083449,0.102307,-0.018859
(17|27),(21|27),0.166897,0.148260,+0.018638
(17|27),(29|26),0.083453,0.102879,-0.019426
(17|27),(29|27),0.166907,0.146115,+0.020791
(17|28),(5|27),0.083380,0.103367,-0.019987
(17|28),(5|28),0.166760,0.146564,+0.020196
(17|28),(13|27),0.083051,0.104881,-0.021829
(17|28),(13|28),0.166103,0.146830,+0.019273
(17|28),(21|27),0.083449,0.103594,-0.020145
(17|28),(21|28),0.166897,0.145344,+0.021554
(17|28),(29|27),0.083453,0.103407,-0.019954
(17|28),(29|28),0.166907,0.146014,+0.020893
(17|29),(5|28),0.083380,0.104049,-0.020669
(17|29),(5|29),0.166760,0.146463,+0.020297
(17|29),(13|28),0.083051,0.104444,-0.021393
(17|29),(13|29),0.166103,0.146707,+0.019396
(17|29),(21|28),0.083449,0.103552,-0.020104
(17|29),(21|29),0.166897,0.144613,+0.022284
(17|29),(29|28),0.083453,0.103672,-0.020219
(17|29),(29|29),0.166907,0.146499,+0.020408
(17|30),(5|29),0.083380,0.105211,-0.021831
(17|30),(5|30),0.166760,0.145307,+0.021453
(17|30),(13|29),0.083051,0.103611,-0.020559
(17|30),(13|30),0.166103,0.145072,+0.021031
(17|30),(21|29),0.083449,0.104289,-0.020840
(17|30),(21|30),0.166897,0.146818,+0.020079
(17|30),(29|29),0.083453,0.103828,-0.020375
(17|30),(29|30),0.166907,0.145865,+0.021041
(17|31),(5|30),0.083380,0.103980,-0.020600
(17|31),(5|31),0.166760,0.144476,+0.022284
(17|31),(13|30),0.083051,0.105055,-0.022004
(17|31),(13|31),0.166103,0.146139,+0.019963
(17|31),(21|30),0.083449,0.104436,-0.020987
(17|31),(21|31),0.166897,0.145294,+0.021603
(17|31),(29|30),0.083453,0.104197,-0.020744
(17|31),(29|31),0.166907,0.146422,+0.020484
(17|32),(5|31),0.083380,0.120578,-0.037198
(17|32),(5|32),0.166760,0.127720,+0.039040
(17|32),(13|31),0.083051,0.121155,-0.038103
(17|32),(13|32),0.166103,0.127576,+0.038527
(17|32),(21|31),0.083449,0.120563,-0.037114
(17|32),(21|32),0.166897,0.127454,+0.039443
(17|32),(29|31),0.083453,0.122787,-0.039333
(17|32),(29|32),0.166907,0.132168,+0.034739
(17|33),(5|32),0.083380,0.125449,-0.042069
(17|33),(5|33),0.166760,0.126333,+0.040427
(17|33),(13|32),0.083051,0.124757,-0.041706
(17|33),(13|33),0.166103,0.121354,+0.044749
(17|33),(21|32),0.083449,0.126466,-0.043017
(17|33),(21|33),0.166897,0.123313,+0.043584
(17|33),(29|32),0.083453,0.126687,-0.043233
(17|33),(29|33),0.166907,0.125641,+0.041266
(17|34),(5|33),0.083380,0.123362,-0.039982
(17|34),(5|34),0.166760,0.126690,+0.040070
(17|34),(13|33),0.083051,0.124283,-0.041232
(17|34),(13|34),0.166103,0.125383,+0.040720
(17|34),(21|33),0.083449,0.124937,-0.041488
(17|34),(21|34),0.166897,0.122262,+0.044635
(17|34),(29|33),0.083453,0.126215,-0.042761
(17|34),(29|34),0.166907,0.126869,+0.040038
(17|35),(5|34),0.083380,0.121167,-0.037787
(17|35),(5|35),0.166760,0.127013,+0.039747
(17|35),(13|34),0.083051,0.127371,-0.044320
(17|35),(13|35),0.166103,0.121048,+0.045055
(17|35),(21|34),0.083449,0.130832,-0.047383
(17|35),(21|35),0.166897,0.122718,+0.044179
(17|35),(29|34),0.083453,0.125403,-0.041949
(17|35),(29|35),0.166907,0.124448,+0.042459
(17|36),(5|35),0.083380,0.127189,-0.043809
(17|36),(5|36),0.166760,0.118197,+0.048563
(17|36),(13|35),0.083051,0.122338,-0.039287
(17|36),(13|36),0.166103,0.129555,+0.036548
(17|36),(21|35),0.083449,0.129673,-0.046225
(17|36),(21|36),0.166897,0.122929,+0.043968
(17|36),(29|35),0.083453,0.127780,-0.044327
(17|36),(29|36),0.166907,0.122338,+0.044569
(17|37),(5|36),0.083380,0.125779,-0.042399
(17|37),(5|37),0.166760,0.124394,+0.042366
(17|37),(13|36),0.083051,0.120471,-0.037419
(17|37),(13|37),0.166103,0.118163,+0.047940
(17|37),(21|36),0.083449,0.128779,-0.045330
(17|37),(21|37),0.166897,0.126933,+0.039964
(17|37),(29|36),0.083453,0.135010,-0.051557
(17|37),(29|37),0.166907,0.120471,+0.046436
(17|38),(5|37),0.083380,0.120128,-0.036748
(17|38),(5|38),0.166760,0.134342,+0.032418
(17|38),(13|37),0.083051,0.119670,-0.036619
(17|38),(13|38),0.166103,0.116002,+0.050101
(17|38),(21|37),0.083449,0.120128,-0.036680
(17|38),(21|38),0.166897,0.132508,+0.034389
(17|38),(29|37),0.083453,0.135718,-0.052264
(17|38),(29|38),0.166907,0.121504,+0.045403
(17|39),(5|38),0.083380,0.136364,-0.052984
(17|39),(5|39),0.166760,0.125232,+0.041528
(17|39),(13|38),0.083051,0.118738,-0.035687
(17|39),(13|39),0.166103,0.135436,+0.030667
(17|39),(21|38),0.083449,0.116883,-0.033434
(17|39),(21|39),0.166897,0.128942,+0.037955
(17|39),(29|38),0.083453,0.109462,-0.026009
(17|39),(29|39),0.166907,0.128942,+0.037964
(17|40),(5|39),0.083380,0.145719,-0.062339
(17|40),(5|40),0.166760,0.134791,+0.031969
(17|40),(13|39),0.083051,0.122040,-0.038989
(17|40),(13|40),0.166103,0.138434,+0.027669
(17|40),(21|39),0.083449,0.094718,-0.011269
(17|40),(21|40),0.166897,0.142077,+0.024821
(17|40),(29|39),0.083453,0.112933,-0.029479
(17|40),(29|40),0.166907,0.109290,+0.057617
(17|41),(5|40),0.083380,0.153846,-0.070466
(17|41),(5|41),0.166760,0.137652,+0.029108
(17|41),(13|40),0.083051,0.097166,-0.014115
(17|41),(13|41),0.166103,0.145749,+0.020354
(17|41),(21|40),0.083449,0.117409,-0.033960
(17|41),(21|41),0.166897,0.109312,+0.057586
(17|41),(29|40),0.083453,0.137652,-0.054198
(17|41),(29|41),0.166907,0.101215,+0.065692
(17|42),(5|41),0.083380,0.132353,-0.048973
(17|42),(5|42),0.166760,0.117647,+0.049113
(17|42),(13|41),0.083051,0.095588,-0.012537
(17|42),(13|42),0.166103,0.125000,+0.041103
(17|42),(21|41),0.083449,0.088235,-0.004787
(17|42),(21|42),0.166897,0.132353,+0.034544
(17|42),(29|41),0.083453,0.169118,-0.085664
(17|42),(29|42),0.166907,0.139706,+0.027201
(17|43),(5|42),0.083380,0.118421,-0.035041
(17|43),(5|43),0.166760,0.197368,-0.030608
(17|43),(13|42),0.083051,0.078947,+0.004104
(17|43),(13|43),0.166103,0.105263,+0.060840
(17|43),(21|42),0.083449,0.171053,-0.087604
(17|43),(21|43),0.166897,0.065789,+0.101108
(17|43),(29|42),0.083453,0.144737,-0.061284
(17|43),(29|43),0.166907,0.118421,+0.048486
(19|4),(29|4),0.166257,1.000000,-0.833743
(19|4),(29|5),0.332513,0.000000,+0.332513
(19|6),(13|6),0.167077,0.000000,+0.167077
(19|6),(13|7),0.334153,0.091812,+0.242341
(19|6),(29|6),0.166257,0.908188,-0.741931
(19|6),(29|7),0.332513,0.000000,+0.332513
(19|7),(13|7),0.167077,0.000000,+0.167077
(19|7),(13|8),0.334153,0.612168,-0.278015
(19|7),(29|7),0.166257,0.000000,+0.166257
(19|7),(29|8),0.332513,0.387832,-0.055318
(19|8),(13|8),0.167077,0.290868,-0.123791
(19|8),(13|9),0.334153,0.508321,-0.174168
(19|8),(29|8),0.166257,0.085021,+0.081236
(19|8),(29|9),0.332513,0.115790,+0.216723
(19|9),(13|9),0.167077,0.051168,+0.115909
(19|9),(13|10),0.334153,0.570637,-0.236483
(19|9),(29|9),0.166257,0.271254,-0.104998
(19|9),(29|10),0.332513,0.106941,+0.225572
(19|10),(13|10),0.167077,0.043297,+0.123779
(19|10),(13|11),0.334153,0.067955,+0.266198
(19|10),(29|10),0.166257,0.115964,+0.050293
(19|10),(29|11),0.332513,0.772784,-0.440271
(19|11),(13|11),0.167077,0.207357,-0.040280
(19|11),(13|12),0.334153,0.416888,-0.082735
(19|11),(29|11),0.166257,0.123804,+0.042453
(19|11),(29|12),0.332513,0.251951,+0.080563
(19|12),(13|12),0.167077,0.136996,+0.030080
(19|12),(13|13),0.334153,0.254436,+0.079718
(19|12),(29|12),0.166257,0.296243,-0.129987
(19|12),(29|13),0.332513,0.312325,+0.020189
(19|13),(13|13),0.167077,0.178891,-0.011814
(19|13),(13|14),0.334153,0.307364,+0.026789
(19|13),(29|13),0.166257,0.173289,-0.007032
(19|13),(29|14),0.332513,0.340455,-0.007942
(19|14),(13|14),0.167077,0.250727,-0.083651
