r,ell,eps,c,a,b,absF,theta,s,J,phi_3r,cong_residual_q
6,0,0,1,64,21,140.2961154131,-2.110914679675,None,None,-244.916667,
6,0,0,1,67,22,140.2961154131,-0.585367629784,None,None,-67.916667,
6,0,0,1,70,23,140.2961154131,0.526471745560,None,None,61.083333,
6,0,0,1,73,24,140.2961154131,-1.257642600923,None,None,-145.916667,
6,0,0,1,76,25,140.2961154131,0.190334259991,None,None,22.083333,
6,0,0,1,79,26,140.2961154131,-1.335212789900,None,None,-154.916667,
6,0,0,1,82,27,140.2961154131,-1.335212789900,None,None,-154.916667,
6,0,0,1,85,28,140.2961154131,0.733325582834,None,None,85.083333,
6,0,0,1,88,29,140.2961154131,-0.637081089102,None,None,-73.916667,
6,0,0,1,91,30,140.2961154131,-0.249230144215,None,None,-28.916667,
6,0,0,1,94,31,140.2961154131,3.138001441137,None,None,364.083333,
6,0,0,1,97,32,140.2961154131,-1.567923356833,None,None,-181.916667,
6,0,0,1,100,33,140.2961154131,-2.188484868653,None,None,-253.916667,
6,0,0,1,103,34,140.2961154131,-3.067613677065,None,None,-355.916667,
6,0,0,1,106,35,140.2961154131,-2.033344490698,None,None,-235.916667,
6,0,0,1,109,36,140.2961154131,1.224603446358,None,None,142.083333,
6,0,0,1,112,37,140.2961154131,3.060431252160,None,None,355.083333,
6,0,0,1,115,38,140.2961154131,0.061050611695,None,None,7.083333,
6,0,0,1,118,39,140.2961154131,-0.481940711147,None,None,-55.916667,
6,0,0,1,121,40,140.2961154131,-1.516209897514,None,None,-175.916667,
6,0,0,1,124,41,140.2961154131,0.526471745560,None,None,61.083333,
6,0,0,1,127,42,140.2961154131,1.069463068403,None,None,124.083333,
6,0,0,1,130,43,140.2961154131,-2.136771409335,None,None,-247.916667,
6,0,0,1,133,44,140.2961154131,1.457314013291,None,None,169.083333,
6,0,0,1,136,45,140.2961154131,1.690024580223,None,None,196.083333,
6,0,0,1,139,46,140.2961154131,-2.990043488087,None,None,-346.916667,
6,0,0,1,142,47,140.2961154131,-1.335212789900,None,None,-154.916667,
6,0,0,1,145,48,140.2961154131,-2.809046380473,None,None,-325.916667,
6,0,0,1,148,49,140.2961154131,-1.981631031380,None,None,-229.916667,
6,0,0,1,151,50,140.2961154131,0.526471745560,None,None,61.083333,
6,0,0,1,154,51,140.2961154131,2.233015903066,None,None,259.083333,
6,0,0,1,157,52,140.2961154131,2.982861063182,None,None,346.083333,
6,0,0,1,160,53,140.2961154131,2.853577414886,None,None,331.083333,
6,0,0,1,163,54,140.2961154131,0.061050611695,None,None,7.083333,
6,0,0,1,166,55,140.2961154131,1.431457283632,None,None,166.083333,
6,0,0,1,169,56,140.2961154131,1.457314013291,None,None,169.083333,
6,0,0,1,172,57,140.2961154131,-0.947361845013,None,None,-109.916667,
6,0,0,1,175,58,140.2961154131,1.741738039542,None,None,202.083333,
6,0,0,1,178,59,140.2961154131,-1.567923356833,None,None,-181.916667,
6,0,0,1,181,60,140.2961154131,1.302173635336,None,None,151.083333,
6,0,0,1,184,61,140.2961154131,-0.275086873874,None,None,-31.916667,
6,0,0,1,187,62,140.2961154131,2.155445714088,None,None,250.083333,
6,0,0,1,190,63,140.2961154131,2.620866847954,None,None,304.083333,
6,0,0,1,193,64,140.2961154131,-2.524622354222,None,None,-292.916667,
6,0,0,1,196,65,140.2961154131,2.155445714088,None,None,250.083333,
6,0,0,1,199,66,140.2961154131,-1.180072411945,None,None,-136.916667,
6,0,0,1,202,67,140.2961154131,-2.912473299110,None,None,-337.916667,
6,0,0,1,205,68,140.2961154131,0.526471745560,None,None,61.083333,
6,0,0,1,208,69,140.2961154131,-1.723063734788,None,None,-199.916667,
6,0,0,1,211,70,140.2961154131,0.655755393856,None,None,76.083333,
6,0,0,1,214,71,140.2961154131,-0.637081089102,None,None,-73.916667,
6,0,0,1,217,72,140.2961154131,3.086287981819,None,None,358.083333,
6,0,0,1,220,73,140.2961154131,-2.291911787290,None,None,-265.916667,
6,0,0,1,223,74,140.2961154131,0.759182312493,None,None,88.083333,
6,0,0,1,226,75,140.2961154131,2.776007225909,None,None,322.083333,
6,0,0,1,229,76,140.2961154131,2.905290874205,None,None,337.083333,
6,0,0,1,232,77,140.2961154131,0.526471745560,None,None,61.083333,
6,0,0,1,235,78,140.2961154131,-0.559510900125,None,None,-64.916667,
6,0,0,1,238,79,140.2961154131,-0.507797440807,None,None,-58.916667,
6,0,0,1,241,80,140.2961154131,0.759182312493,None,None,88.083333,
6,0,0,1,244,81,140.2961154131,1.457314013291,None,None,169.083333,
6,0,0,1,247,82,140.2961154131,2.129588984429,None,None,247.083333,
6,0,0,1,250,83,140.2961154131,-2.731476191496,None,None,-316.916667,
6,0,0,1,253,84,140.2961154131,-1.645493545810,None,None,-190.916667,
6,0,0,1,256,85,140.2961154131,0.345474637946,None,None,40.083333,
6,0,0,1,259,86,140.2961154131,-1.567923356833,None,None,-181.916667,
6,0,0,1,262,87,140.2961154131,-1.490353167855,None,None,-172.916667,
6,0,0,1,265,88,140.2961154131,2.517439929317,None,None,292.083333,
6,0,0,1,268,89,140.2961154131,0.061050611695,None,None,7.083333,
6,0,0,1,271,90,140.2961154131,-2.266055057630,None,None,-262.916667,
6,0,0,1,274,91,140.2961154131,-1.826490653425,None,None,-211.916667,
6,0,0,1,277,92,140.2961154131,-2.033344490698,None,None,-235.916667,
6,0,0,1,280,93,140.2961154131,-1.878204112743,None,None,-217.916667,
6,0,0,1,283,94,140.2961154131,1.974448606474,None,None,229.083333,
6,0,0,1,286,95,140.2961154131,0.526471745560,None,None,61.083333,
6,0,0,1,289,96,140.2961154131,1.767594769201,None,None,205.083333,
6,0,0,1,292,97,140.2961154131,-2.834903110132,None,None,-328.916667,
6,0,0,1,295,98,140.2961154131,-2.731476191496,None,None,-316.916667,
6,0,0,1,298,99,140.2961154131,-1.800633923765,None,None,-208.916667,
6,0,0,1,301,100,140.2961154131,-1.593780086492,None,None,-184.916667,
6,0,0,1,304,101,140.2961154131,2.853577414886,None,None,331.083333,
6,0,0,1,307,102,140.2961154131,2.077875525111,None,None,241.083333,
6,0,0,1,310,103,140.2961154131,1.509027472609,None,None,175.083333,
6,0,0,1,313,104,140.2961154131,0.526471745560,None,None,61.083333,
6,0,0,1,316,105,140.2961154131,2.931147603864,None,None,340.083333,
6,0,0,1,319,106,140.2961154131,2.284729362384,None,None,265.083333,
6,0,0,1,322,107,140.2961154131,-1.335212789900,None,None,-154.916667,
6,0,0,1,325,108,140.2961154131,2.853577414886,None,None,331.083333,
6,0,0,1,328,109,140.2961154131,2.827720685227,None,None,328.083333,
6,0,0,1,331,110,140.2961154131,-0.637081089102,None,None,-73.916667,
6,0,0,1,334,111,140.2961154131,-2.343625246608,None,None,-271.916667,
6,0,0,1,337,112,140.2961154131,-1.050788763649,None,None,-121.916667,
6,0,0,1,340,113,140.2961154131,-1.567923356833,None,None,-181.916667,
6,0,0,1,343,114,140.2961154131,2.000305336133,None,None,232.083333,
6,0,0,1,346,115,140.2961154131,-0.973218574672,None,None,-112.916667,
6,0,0,1,349,116,140.2961154131,-2.033344490698,None,None,-235.916667,
6,0,0,1,352,117,140.2961154131,-0.869791656035,None,None,-100.916667,
6,0,0,1,355,118,140.2961154131,-1.128358952627,None,None,-130.916667,
6,0,0,1,358,119,140.2961154131,0.061050611695,None,None,7.083333,
6,0,0,1,361,120,140.2961154131,-2.576335813541,None,None,-298.916667,
6,0,0,1,364,121,140.2961154131,0.578185204879,None,None,67.083333,
6,0,0,1,367,122,140.2961154131,0.526471745560,None,None,61.083333,
6,0,0,1,370,123,140.2961154131,-1.024932033990,None,None,-118.916667,
6,0,0,1,373,124,140.2961154131,-0.042376306941,None,None,-4.916667,
6,0,0,1,376,125,140.2961154131,1.457314013291,None,None,169.083333,
6,0,0,1,379,126,140.2961154131,-0.404370522170,None,None,-46.916667,
6,0,0,1,382,127,140.2961154131,-0.895648385694,None,None,-103.916667,
6,0,0,1,385,128,140.2961154131,-1.335212789900,None,None,-154.916667,
6,0,0,1,388,129,140.2961154131,1.379743824313,None,None,160.083333,
6,0,0,1,391,130,140.2961154131,0.112764071014,None,None,13.083333,
6,0,0,1,394,131,140.2961154131,0.526471745560,None,None,61.083333,
6,0,0,1,397,132,140.2961154131,0.138620800673,None,None,16.083333,
6,0,0,1,400,133,140.2961154131,-1.205929141604,None,None,-139.916667,
6,0,0,1,403,134,140.2961154131,2.853577414886,None,None,331.083333,
6,0,0,1,406,135,140.2961154131,-2.033344490698,None,None,-235.916667,
6,0,0,1,409,136,140.2961154131,-2.757332921155,None,None,-319.916667,
6,0,0,1,412,137,140.2961154131,1.457314013291,None,None,169.083333,
6,0,0,1,415,138,140.2961154131,-3.041756947406,None,None,-352.916667,
6,0,0,1,418,139,140.2961154131,-2.447052165245,None,None,-283.916667,
6,0,0,1,421,140,140.2961154131,-1.567923356833,None,None,-181.916667,
6,0,0,1,424,141,140.2961154131,-0.792221467058,None,None,-91.916667,
6,0,0,1,427,142,140.2961154131,1.819308228519,None,None,211.083333,
6,0,0,1,430,143,140.2961154131,2.155445714088,None,None,250.083333,
6,0,0,1,433,144,140.2961154131,0.526471745560,None,None,61.083333,
6,0,0,1,436,145,140.2961154131,-0.430227251829,None,None,-49.916667,
6,0,0,1,439,146,140.2961154131,2.155445714088,None,None,250.083333,
6,0,0,1,442,147,140.2961154131,3.008717792841,None,None,349.083333,
6,0,0,1,445,148,140.2961154131,-0.818078196717,None,None,-94.916667,
6,0,0,1,448,149,140.2961154131,0.526471745560,None,None,61.083333,
6,0,0,1,451,150,140.2961154131,2.465726469999,None,None,286.083333,
6,0,0,1,454,151,140.2961154131,2.750150496250,None,None,319.083333,
6,0,0,1,457,152,140.2961154131,-0.637081089102,None,None,-73.916667,
6,0,0,1,460,153,140.2961154131,0.991892879426,None,None,115.083333,
6,0,0,1,463,154,140.2961154131,-0.197516684896,None,None,-22.916667,
6,0,0,1,466,155,140.2961154131,0.759182312493,None,None,88.083333,
6,0,0,1,469,156,140.2961154131,0.681612123515,None,None,79.083333,
6,0,0,1,472,157,140.2961154131,-1.283499330582,None,None,-148.916667,
6,0,0,1,475,158,140.2961154131,0.526471745560,None,None,61.083333,
6,0,0,1,478,159,140.2961154131,-2.653906002518,None,None,-307.916667,
6,0,0,1,481,160,140.2961154131,1.586597661587,None,None,184.083333,
6,0,0,1,484,161,140.2961154131,0.759182312493,None,None,88.083333,
6,0,0,1,487,162,140.2961154131,-0.637081089102,None,None,-73.916667,
6,0,0,1,490,163,140.2961154131,-2.059201220357,None,None,-238.916667,
6,0,0,1,493,164,140.2961154131,-2.731476191496,None,None,-316.916667,
6,0,0,1,496,165,140.2961154131,2.543296658976,None,None,295.083333,
6,0,0,1,499,166,140.2961154131,2.439869740339,None,None,283.083333,
6,0,0,1,502,167,140.2961154131,-1.567923356833,None,None,-181.916667,
6,0,0,1,505,168,140.2961154131,2.698437036931,None,None,313.083333,
6,0,0,1,508,169,140.2961154131,-1.671350275469,None,None,-193.916667,
6,0,0,1,511,170,140.2961154131,0.061050611695,None,None,7.083333,
6,0,0,1,514,171,140.2961154131,1.922735147156,None,None,223.083333,
6,0,0,1,517,172,140.2961154131,0.267904448969,None,None,31.083333,
6,0,0,1,520,173,140.2961154131,-2.033344490698,None,None,-235.916667,
6,0,0,1,523,174,140.2961154131,2.310586092044,None,None,268.083333,
6,0,0,1,526,175,140.2961154131,-2.214341598312,None,None,-256.916667,
6,0,0,1,529,176,140.2961154131,0.526471745560,None,None,61.083333,
6,0,0,1,532,177,140.2961154131,-0.326800333192,None,None,-37.916667,
6,0,0,1,535,178,140.2961154131,-0.740508007739,None,None,-85.916667,
6,0,0,1,538,179,140.2961154131,-2.731476191496,None,None,-316.916667,
6,0,0,1,541,180,140.2961154131,2.388156281021,None,None,277.083333,
6,0,0,1,544,181,140.2961154131,0.500615015901,None,None,58.083333,
6,0,0,1,547,182,140.2961154131,2.853577414886,None,None,331.083333,
6,0,0,1,550,183,140.2961154131,-0.016519577282,None,None,-1.916667,
6,0,0,1,553,184,140.2961154131,-2.679762732177,None,None,-310.916667,
6,0,0,1,556,185,140.2961154131,0.526471745560,None,None,61.083333,
6,0,0,1,559,186,140.2961154131,0.836752501471,None,None,97.083333,
6,0,0,1,562,187,140.2961154131,-1.904060842402,None,None,-220.916667,
6,0,0,1,565,188,140.2961154131,-1.335212789900,None,None,-154.916667,
6,0,0,1,568,189,140.2961154131,0.759182312493,None,None,88.083333,
6,0,0,1,571,190,140.2961154131,-1.361069519559,None,None,-157.916667,
6,0,0,1,574,191,140.2961154131,-0.637081089102,None,None,-73.916667,
6,0,0,1,577,192,140.2961154131,1.845164958178,None,None,214.083333,
6,0,0,1,580,193,140.2961154131,1.043606338744,None,None,121.083333,
6,0,0,1,583,194,140.2961154131,-1.567923356833,None,None,-181.916667,
6,0,0,1,586,195,140.2961154131,-0.094089766260,None,None,-10.916667,
6,0,0,1,589,196,140.2961154131,1.121176527721,None,None,130.083333,
6,0,0,1,592,197,140.2961154131,-2.033344490698,None,None,-235.916667,
6,0,0,1,595,198,140.2961154131,-2.964186758428,None,None,-343.916667,
6,0,0,1,598,199,140.2961154131,0.966036149766,None,None,112.083333,
6,0,0,1,601,200,140.2961154131,0.061050611695,None,None,7.083333,
6,0,0,1,604,201,140.2961154131,1.612454391246,None,None,187.083333,
6,0,0,1,607,202,140.2961154131,2.672580307272,None,None,310.083333,
6,0,0,1,610,203,140.2961154131,0.526471745560,None,None,61.083333,
6,0,0,1,613,204,140.2961154131,-3.119327136383,None,None,-361.916667,
6,0,0,1,616,205,140.2961154131,2.052018795452,None,None,238.083333,
6,0,0,1,619,206,140.2961154131,1.457314013291,None,None,169.083333,
6,0,0,1,622,207,140.2961154131,-2.498765624563,None,None,-289.916667,
6,0,0,1,625,208,140.2961154131,1.198746716699,None,None,139.083333,
6,0,0,1,628,209,140.2961154131,-1.335212789900,None,None,-154.916667,
6,0,0,1,631,210,140.2961154131,-0.714651278080,None,None,-82.916667,
6,0,0,1,634,211,140.2961154131,2.207159173407,None,None,256.083333,
6,0,0,1,637,212,140.2961154131,0.526471745560,None,None,61.083333,
6,0,0,1,640,213,140.2961154131,-1.955774301720,None,None,-226.916667,
6,0,0,1,643,214,140.2961154131,0.888465960789,None,None,103.083333,
6,0,0,1,646,215,140.2961154131,2.853577414886,None,None,331.083333,
6,0,0,1,649,216,140.2961154131,2.155445714088,None,None,250.083333,
6,0,0,1,652,217,140.2961154131,-0.662937818762,None,None,-76.916667,
6,0,0,1,655,218,140.2961154131,1.457314013291,None,None,169.083333,
6,0,0,1,658,219,140.2961154131,1.147033257381,None,None,133.083333,
6,0,0,1,661,220,140.2961154131,-0.352657062852,None,None,-40.916667,
6,0,0,1,664,221,140.2961154131,-1.567923356833,None,None,-181.916667,
6,0,0,1,667,222,140.2961154131,-2.886616569451,None,None,-334.916667,
6,0,0,1,670,223,140.2961154131,-2.369481976267,None,None,-274.916667,
6,0,0,1,673,224,140.2961154131,2.155445714088,None,None,250.083333,
6,0,0,1,676,225,140.2961154131,-1.567923356833,None,None,-181.916667,
6,0,0,1,679,226,140.2961154131,1.664167850564,None,None,193.083333,
6,0,0,1,682,227,140.2961154131,2.155445714088,None,None,250.083333,
6,0,0,1,685,228,140.2961154131,0.914322690448,None,None,106.083333,
6,0,0,1,688,229,140.2961154131,1.276316905677,None,None,148.083333,
6,0,0,1,691,230,140.2961154131,0.526471745560,None,None,61.083333,
6,0,0,1,694,231,140.2961154131,0.371331367605,None,None,43.083333,
6,0,0,1,697,232,140.2961154131,-1.438639708537,None,None,-166.916667,
6,0,0,1,700,233,140.2961154131,-0.637081089102,None,None,-73.916667,
6,0,0,1,703,234,140.2961154131,-1.102502222968,None,None,-127.916667,
6,0,0,1,706,235,140.2961154131,1.896878417497,None,None,220.083333,
6,0,0,1,709,236,140.2961154131,0.759182312493,None,None,88.083333,
6,0,0,1,712,237,140.2961154131,-1.412782978878,None,None,-163.916667,
6,0,0,1,715,238,140.2961154131,0.810895771811,None,None,94.083333,
6,0,0,1,718,239,140.2961154131,0.526471745560,None,None,61.083333,
6,0,0,1,721,240,140.2961154131,1.534884202268,None,None,178.083333,
6,0,0,1,724,241,140.2961154131,-2.602192543200,None,None,-301.916667,
6,0,0,1,727,242,140.2961154131,0.759182312493,None,None,88.083333,
6,1,0,730,1,0,140.2961154131,-0.637081089102,None,None,-73.916667,
6,1,0,730,4,1,140.2961154131,2.129588984429,None,None,247.083333,
6,1,0,730,7,2,140.2961154131,-0.637081089102,None,None,-73.916667,
6,1,0,730,10,3,140.2961154131,2.543296658976,None,None,295.083333,
6,1,0,730,13,4,140.2961154131,0.345474637946,None,None,40.083333,
6,1,0,730,16,5,140.2961154131,0.526471745560,None,None,61.083333,
6,1,0,730,19,6,140.2961154131,2.698437036931,None,None,313.083333,
6,1,0,730,22,7,140.2961154131,2.517439929317,None,None,292.083333,
6,1,0,730,25,8,140.2961154131,2.155445714088,None,None,250.083333,
6,1,0,730,28,9,140.2961154131,1.922735147156,None,None,223.083333,
6,1,0,730,31,10,140.2961154131,-1.826490653425,None,None,-211.916667,
6,1,0,730,34,11,140.2961154131,0.061050611695,None,None,7.083333,
6,1,0,730,37,12,140.2961154131,2.310586092044,None,None,268.083333,
6,1,0,730,40,13,140.2961154131,1.974448606474,None,None,229.083333,
6,1,0,730,43,14,140.2961154131,2.620866847954,None,None,304.083333,
6,1,0,730,46,15,140.2961154131,-0.326800333192,None,None,-37.916667,
6,1,0,730,49,16,140.2961154131,-2.834903110132,None,None,-328.916667,
6,1,0,730,52,17,140.2961154131,-0.637081089102,None,None,-73.916667,
6,1,0,730,55,18,140.2961154131,2.388156281021,None,None,277.083333,
6,1,0,730,58,19,140.2961154131,-1.593780086492,None,None,-184.916667,
6,1,0,730,61,20,140.2961154131,-1.335212789900,None,None,-154.916667,
6,1,0,730,64,21,140.2961154131,-0.016519577282,None,None,-1.916667,
6,1,0,730,67,22,140.2961154131,1.509027472609,None,None,175.083333,
6,1,0,730,70,23,140.2961154131,2.620866847954,None,None,304.083333,
6,1,0,730,73,24,140.2961154131,0.836752501471,None,None,97.083333,
6,1,0,730,76,25,140.2961154131,2.284729362384,None,None,265.083333,
6,1,0,730,79,26,140.2961154131,0.759182312493,None,None,88.083333,
6,1,0,730,82,27,140.2961154131,0.759182312493,None,None,88.083333,
6,1,0,730,85,28,140.2961154131,2.827720685227,None,None,328.083333,
6,1,0,730,88,29,140.2961154131,1.457314013291,None,None,169.083333,
6,1,0,730,91,30,140.2961154131,1.845164958178,None,None,214.083333,
6,1,0,730,94,31,140.2961154131,-1.050788763649,None,None,-121.916667,
6,1,0,730,97,32,140.2961154131,0.526471745560,None,None,61.083333,
6,1,0,730,100,33,140.2961154131,-0.094089766260,None,None,-10.916667,
6,1,0,730,103,34,140.2961154131,-0.973218574672,None,None,-112.916667,
6,1,0,730,106,35,140.2961154131,0.061050611695,None,None,7.083333,
6,1,0,730,109,36,140.2961154131,-2.964186758428,None,None,-343.916667,
6,1,0,730,112,37,140.2961154131,-1.128358952627,None,None,-130.916667,
6,1,0,730,115,38,140.2961154131,2.155445714088,None,None,250.083333,
6,1,0,730,118,39,140.2961154131,1.612454391246,None,None,187.083333,
6,1,0,730,121,40,140.2961154131,0.578185204879,None,None,67.083333,
6,1,0,730,124,41,140.2961154131,2.620866847954,None,None,304.083333,
6,1,0,730,127,42,140.2961154131,-3.119327136383,None,None,-361.916667,
6,1,0,730,130,43,140.2961154131,-0.042376306941,None,None,-4.916667,
6,1,0,730,133,44,140.2961154131,-2.731476191496,None,None,-316.916667,
6,1,0,730,136,45,140.2961154131,-2.498765624563,None,None,-289.916667,
6,1,0,730,139,46,140.2961154131,-0.895648385694,None,None,-103.916667,
6,1,0,730,142,47,140.2961154131,0.759182312493,None,None,88.083333,
6,1,0,730,145,48,140.2961154131,-0.714651278080,None,None,-82.916667,
6,1,0,730,148,49,140.2961154131,0.112764071014,None,None,13.083333,
6,1,0,730,151,50,140.2961154131,2.620866847954,None,None,304.083333,
6,1,0,730,154,51,140.2961154131,-1.955774301720,None,None,-226.916667,
6,1,0,730,157,52,140.2961154131,-1.205929141604,None,None,-139.916667,
6,1,0,730,160,53,140.2961154131,-1.335212789900,None,None,-154.916667,
6,1,0,730,163,54,140.2961154131,2.155445714088,None,None,250.083333,
6,1,0,730,166,55,140.2961154131,-2.757332921155,None,None,-319.916667,
6,1,0,730,169,56,140.2961154131,-2.731476191496,None,None,-316.916667,
6,1,0,730,172,57,140.2961154131,1.147033257381,None,None,133.083333,
6,1,0,730,175,58,140.2961154131,-2.447052165245,None,None,-283.916667,
6,1,0,730,178,59,140.2961154131,0.526471745560,None,None,61.083333,
6,1,0,730,181,60,140.2961154131,-2.886616569451,None,None,-334.916667,
6,1,0,730,184,61,140.2961154131,1.819308228519,None,None,211.083333,
6,1,0,730,187,62,140.2961154131,-2.033344490698,None,None,-235.916667,
6,1,0,730,190,63,140.2961154131,-1.567923356833,None,None,-181.916667,
6,1,0,730,193,64,140.2961154131,-0.430227251829,None,None,-49.916667,
6,1,0,730,196,65,140.2961154131,-2.033344490698,None,None,-235.916667,
6,1,0,730,199,66,140.2961154131,0.914322690448,None,None,106.083333,
6,1,0,730,202,67,140.2961154131,-0.818078196717,None,None,-94.916667,
6,1,0,730,205,68,140.2961154131,2.620866847954,None,None,304.083333,
6,1,0,730,208,69,140.2961154131,0.371331367605,None,None,43.083333,
6,1,0,730,211,70,140.2961154131,2.750150496250,None,None,319.083333,
6,1,0,730,214,71,140.2961154131,1.457314013291,None,None,169.083333,
6,1,0,730,217,72,140.2961154131,-1.102502222968,None,None,-127.916667,
6,1,0,730,220,73,140.2961154131,-0.197516684896,None,None,-22.916667,
6,1,0,730,223,74,140.2961154131,2.853577414886,None,None,331.083333,
6,1,0,730,226,75,140.2961154131,-1.412782978878,None,None,-163.916667,
6,1,0,730,229,76,140.2961154131,-1.283499330582,None,None,-148.916667,
6,1,0,730,232,77,140.2961154131,2.620866847954,None,None,304.083333,
6,1,0,730,235,78,140.2961154131,1.534884202268,None,None,178.083333,
6,1,0,730,238,79,140.2961154131,1.586597661587,None,None,184.083333,
6,1,0,730,241,80,140.2961154131,2.853577414886,None,None,331.083333,
6,1,0,730,244,81,140.2961154131,-2.731476191496,None,None,-316.916667,
6,1,0,730,247,82,140.2961154131,-2.059201220357,None,None,-238.916667,
6,1,0,730,250,83,140.2961154131,-0.637081089102,None,None,-73.916667,
6,1,0,730,253,84,140.2961154131,0.448901556583,None,None,52.083333,
6,1,0,730,256,85,140.2961154131,2.439869740339,None,None,283.083333,
6,1,0,730,259,86,140.2961154131,0.526471745560,None,None,61.083333,
6,1,0,730,262,87,140.2961154131,0.604041934538,None,None,70.083333,
6,1,0,730,265,88,140.2961154131,-1.671350275469,None,None,-193.916667,
6,1,0,730,268,89,140.2961154131,2.155445714088,None,None,250.083333,
6,1,0,730,271,90,140.2961154131,-0.171659955237,None,None,-19.916667,
6,1,0,730,274,91,140.2961154131,0.267904448969,None,None,31.083333,
6,1,0,730,277,92,140.2961154131,0.061050611695,None,None,7.083333,
6,1,0,730,280,93,140.2961154131,0.216190989650,None,None,25.083333,
6,1,0,730,283,94,140.2961154131,-2.214341598312,None,None,-256.916667,
6,1,0,730,286,95,140.2961154131,2.620866847954,None,None,304.083333,
6,1,0,730,289,96,140.2961154131,-2.421195435586,None,None,-280.916667,
6,1,0,730,292,97,140.2961154131,-0.740508007739,None,None,-85.916667,
6,1,0,730,295,98,140.2961154131,-0.637081089102,None,None,-73.916667,
6,1,0,730,298,99,140.2961154131,0.293761178628,None,None,34.083333,
6,1,0,730,301,100,140.2961154131,0.500615015901,None,None,58.083333,
6,1,0,730,304,101,140.2961154131,-1.335212789900,None,None,-154.916667,
6,1,0,730,307,102,140.2961154131,-2.110914679675,None,None,-244.916667,
6,1,0,730,310,103,140.2961154131,-2.679762732177,None,None,-310.916667,
6,1,0,730,313,104,140.2961154131,2.620866847954,None,None,304.083333,
6,1,0,730,316,105,140.2961154131,-1.257642600923,None,None,-145.916667,
6,1,0,730,319,106,140.2961154131,-1.904060842402,None,None,-220.916667,
6,1,0,730,322,107,140.2961154131,0.759182312493,None,None,88.083333,
6,1,0,730,325,108,140.2961154131,-1.335212789900,None,None,-154.916667,
6,1,0,730,328,109,140.2961154131,-1.361069519559,None,None,-157.916667,
6,1,0,730,331,110,140.2961154131,1.457314013291,None,None,169.083333,
6,1,0,730,334,111,140.2961154131,-0.249230144215,None,None,-28.916667,
6,1,0,730,337,112,140.2961154131,1.043606338744,None,None,121.083333,
6,1,0,730,340,113,140.2961154131,0.526471745560,None,None,61.083333,
6,1,0,730,343,114,140.2961154131,-2.188484868653,None,None,-253.916667,
6,1,0,730,346,115,140.2961154131,1.121176527721,None,None,130.083333,
6,1,0,730,349,116,140.2961154131,0.061050611695,None,None,7.083333,
6,1,0,730,352,117,140.2961154131,1.224603446358,None,None,142.083333,
6,1,0,730,355,118,140.2961154131,0.966036149766,None,None,112.083333,
6,1,0,730,358,119,140.2961154131,2.155445714088,None,None,250.083333,
6,1,0,730,361,120,140.2961154131,-0.481940711147,None,None,-55.916667,
6,1,0,730,364,121,140.2961154131,2.672580307272,None,None,310.083333,
6,1,0,730,367,122,140.2961154131,2.620866847954,None,None,304.083333,
6,1,0,730,370,123,140.2961154131,1.069463068403,None,None,124.083333,
6,1,0,730,373,124,140.2961154131,2.052018795452,None,None,238.083333,
6,1,0,730,376,125,140.2961154131,-2.731476191496,None,None,-316.916667,
6,1,0,730,379,126,140.2961154131,1.690024580223,None,None,196.083333,
6,1,0,730,382,127,140.2961154131,1.198746716699,None,None,139.083333,
6,1,0,730,385,128,140.2961154131,0.759182312493,None,None,88.083333,
6,1,0,730,388,129,140.2961154131,-2.809046380473,None,None,-325.916667,
6,1,0,730,391,130,140.2961154131,2.207159173407,None,None,256.083333,
6,1,0,730,394,131,140.2961154131,2.620866847954,None,None,304.083333,
6,1,0,730,397,132,140.2961154131,2.233015903066,None,None,259.083333,
6,1,0,730,400,133,140.2961154131,0.888465960789,None,None,103.083333,
6,1,0,730,403,134,140.2961154131,-1.335212789900,None,None,-154.916667,
6,1,0,730,406,135,140.2961154131,0.061050611695,None,None,7.083333,
6,1,0,730,409,136,140.2961154131,-0.662937818762,None,None,-76.916667,
6,1,0,730,412,137,140.2961154131,-2.731476191496,None,None,-316.916667,
6,1,0,730,415,138,140.2961154131,-0.947361845013,None,None,-109.916667,
6,1,0,730,418,139,140.2961154131,-0.352657062852,None,None,-40.916667,
6,1,0,730,421,140,140.2961154131,0.526471745560,None,None,61.083333,
6,1,0,730,424,141,140.2961154131,1.302173635336,None,None,151.083333,
6,1,0,730,427,142,140.2961154131,-2.369481976267,None,None,-274.916667,
6,1,0,730,430,143,140.2961154131,-2.033344490698,None,None,-235.916667,
6,1,0,730,433,144,140.2961154131,2.620866847954,None,None,304.083333,
6,1,0,730,436,145,140.2961154131,1.664167850564,None,None,193.083333,
6,1,0,730,439,146,140.2961154131,-2.033344490698,None,None,-235.916667,
6,1,0,730,442,147,140.2961154131,-1.180072411945,None,None,-136.916667,
6,1,0,730,445,148,140.2961154131,1.276316905677,None,None,148.083333,
6,1,0,730,448,149,140.2961154131,2.620866847954,None,None,304.083333,
6,1,0,730,451,150,140.2961154131,-1.723063734788,None,None,-199.916667,
6,1,0,730,454,151,140.2961154131,-1.438639708537,None,None,-166.916667,
6,1,0,730,457,152,140.2961154131,1.457314013291,None,None,169.083333,
6,1,0,730,460,153,140.2961154131,3.086287981819,None,None,358.083333,
6,1,0,730,463,154,140.2961154131,1.896878417497,None,None,220.083333,
6,1,0,730,466,155,140.2961154131,2.853577414886,None,None,331.083333,
