r,ell,eps,c,a,b,absF,theta,s,J,phi_3r,cong_residual_q
5,1,0,244,166,55,81.0000000000,-1.465214680687,389,2236,-56.666667,
5,1,0,244,169,56,81.0000000000,-1.387644491709,407,2272,-53.666667,
5,1,0,244,172,57,81.0000000000,-2.318486759439,191,1840,-89.666667,
5,1,0,244,175,58,81.0000000000,-0.534372412956,605,2668,-20.666667,
5,1,0,244,178,59,81.0000000000,2.103014012280,488,976,81.333333,
5,1,0,244,181,60,81.0000000000,-1.853065625574,299,2056,-71.666667,
5,1,0,244,184,61,81.0000000000,-0.301661846024,659,2776,-11.666667,
5,1,0,244,187,62,81.0000000000,0.706750610684,164,328,27.333333,
5,1,0,244,190,63,81.0000000000,2.103014012280,488,976,81.333333,
5,1,0,244,193,64,81.0000000000,-0.767082979889,551,2560,-29.666667,
5,1,0,244,196,65,81.0000000000,0.706750610684,164,328,27.333333,
5,1,0,244,199,66,81.0000000000,-3.016618460237,29,1516,-116.666667,
5,1,0,244,202,67,81.0000000000,-1.930635814552,281,2020,-74.666667,
5,1,0,244,205,68,81.0000000000,2.103014012280,488,976,81.333333,
5,1,0,244,208,69,81.0000000000,1.637592878414,380,760,63.333333,
5,1,0,244,211,70,81.0000000000,2.490864957167,578,1156,96.333333,
5,1,0,244,214,71,81.0000000000,-1.387644491709,407,2272,-53.666667,
5,1,0,244,217,72,81.0000000000,-2.783907893305,83,1624,-107.666667,
5,1,0,244,220,73,81.0000000000,-0.068951279091,713,2884,-2.666667,
5,1,0,244,223,74,81.0000000000,2.801145713077,650,1300,108.333333,
5,1,0,244,226,75,81.0000000000,2.568435146145,596,1192,99.333333,
5,1,0,244,229,76,81.0000000000,2.956286091032,686,1372,114.333333,
5,1,0,244,232,77,81.0000000000,2.103014012280,488,976,81.333333,
5,1,0,244,235,78,81.0000000000,-1.154933924776,461,2380,-44.666667,
5,1,0,244,238,79,81.0000000000,-0.999793546821,497,2452,-38.666667,
5,1,0,244,241,80,81.0000000000,2.801145713077,650,1300,108.333333,
5,2,0,487,1,0,81.0000000000,0.706750610684,164,328,27.333333,
5,2,0,487,4,1,81.0000000000,2.723575524100,632,1264,105.333333,
5,2,0,487,7,2,81.0000000000,0.706750610684,164,328,27.333333,
5,2,0,487,10,3,81.0000000000,-2.318486759439,191,1840,-89.666667,
5,2,0,487,13,4,81.0000000000,-2.628767515349,119,1696,-101.666667,
5,2,0,487,16,5,81.0000000000,-2.085776192507,245,1948,-80.666667,
5,2,0,487,19,6,81.0000000000,-1.853065625574,299,2056,-71.666667,
5,2,0,487,22,7,81.0000000000,-2.396056948417,173,1804,-92.666667,
5,2,0,487,25,8,81.0000000000,2.801145713077,650,1300,108.333333,
5,2,0,487,28,9,81.0000000000,2.103014012280,488,976,81.333333,
5,2,0,487,31,10,81.0000000000,-2.861478082282,65,1588,-110.666667,
5,2,0,487,34,11,81.0000000000,2.801145713077,650,1300,108.333333,
5,2,0,487,37,12,81.0000000000,-3.016618460237,29,1516,-116.666667,
5,2,0,487,40,13,81.0000000000,2.258154390235,524,1048,87.333333,
5,2,0,487,43,14,81.0000000000,-2.085776192507,245,1948,-80.666667,
5,2,0,487,46,15,81.0000000000,1.637592878414,380,760,63.333333,
5,2,0,487,49,16,81.0000000000,0.396469854774,92,184,15.333333,
5,2,0,487,52,17,81.0000000000,0.706750610684,164,328,27.333333,
5,2,0,487,55,18,81.0000000000,-2.783907893305,83,1624,-107.666667,
5,2,0,487,58,19,81.0000000000,-2.163346381484,227,1912,-83.666667,
5,2,0,487,61,20,81.0000000000,-1.387644491709,407,2272,-53.666667,
5,2,0,487,64,21,81.0000000000,2.568435146145,596,1192,99.333333,
5,2,0,487,67,22,81.0000000000,0.861890988639,200,400,33.333333,
5,2,0,487,70,23,81.0000000000,-2.085776192507,245,1948,-80.666667,
5,2,0,487,73,24,81.0000000000,-1.154933924776,461,2380,-44.666667,
5,2,0,487,76,25,81.0000000000,-3.094188649215,11,1480,-119.666667,
5,2,0,487,79,26,81.0000000000,-1.387644491709,407,2272,-53.666667,
5,2,0,487,82,27,81.0000000000,-1.387644491709,407,2272,-53.666667,
5,2,0,487,85,28,81.0000000000,-1.465214680687,389,2236,-56.666667,
5,2,0,487,88,29,81.0000000000,0.706750610684,164,328,27.333333,
5,2,0,487,91,30,81.0000000000,1.870303445347,434,868,72.333333,
5,2,0,487,94,31,81.0000000000,-0.534372412956,605,2668,-20.666667,
5,2,0,487,97,32,81.0000000000,-2.085776192507,245,1948,-80.666667,
5,2,0,487,100,33,81.0000000000,2.335724579212,542,1084,90.333333,
5,2,0,487,103,34,81.0000000000,-0.301661846024,659,2776,-11.666667,
5,2,0,487,106,35,81.0000000000,2.801145713077,650,1300,108.333333,
5,2,0,487,109,36,81.0000000000,0.008618909886,2,4,0.333333,
5,2,0,487,112,37,81.0000000000,-0.767082979889,551,2560,-29.666667,
5,2,0,487,115,38,81.0000000000,2.801145713077,650,1300,108.333333,
5,2,0,487,118,39,81.0000000000,1.172171744549,272,544,45.333333,
5,2,0,487,121,40,81.0000000000,-1.930635814552,281,2020,-74.666667,
5,2,0,487,124,41,81.0000000000,-2.085776192507,245,1948,-80.666667,
5,2,0,487,127,42,81.0000000000,-0.456802223979,623,2704,-17.666667,
5,2,0,487,130,43,81.0000000000,2.490864957167,578,1156,96.333333,
5,2,0,487,133,44,81.0000000000,0.706750610684,164,328,27.333333,
5,2,0,487,136,45,81.0000000000,1.404882311482,326,652,54.333333,
5,2,0,487,139,46,81.0000000000,-0.068951279091,713,2884,-2.666667,
5,2,0,487,142,47,81.0000000000,-1.387644491709,407,2272,-53.666667,
5,2,0,487,145,48,81.0000000000,0.474040043752,110,220,18.333333,
5,2,0,487,148,49,81.0000000000,2.956286091032,686,1372,114.333333,
5,2,0,487,151,50,81.0000000000,-2.085776192507,245,1948,-80.666667,
5,2,0,487,154,51,81.0000000000,3.033856280010,704,1408,117.333333,
5,2,0,487,157,52,81.0000000000,-0.999793546821,497,2452,-38.666667,
5,2,0,487,160,53,81.0000000000,-1.387644491709,407,2272,-53.666667,
5,2,0,487,163,54,81.0000000000,2.801145713077,650,1300,108.333333,
5,2,0,487,166,55,81.0000000000,0.629180421707,146,292,24.333333,
5,2,0,487,169,56,81.0000000000,0.706750610684,164,328,27.333333,
5,2,0,487,172,57,81.0000000000,-0.224091657046,677,2812,-8.666667,
5,2,0,487,175,58,81.0000000000,1.560022689437,362,724,60.333333,
5,2,0,487,178,59,81.0000000000,-2.085776192507,245,1948,-80.666667,
5,2,0,487,181,60,81.0000000000,0.241329476819,56,112,9.333333,
5,2,0,487,184,61,81.0000000000,1.792733256369,416,832,69.333333,
5,2,0,487,187,62,81.0000000000,2.801145713077,650,1300,108.333333,
5,2,0,487,190,63,81.0000000000,-2.085776192507,245,1948,-80.666667,
5,2,0,487,193,64,81.0000000000,1.327312122504,308,616,51.333333,
5,2,0,487,196,65,81.0000000000,2.801145713077,650,1300,108.333333,
5,2,0,487,199,66,81.0000000000,-0.922223357844,515,2488,-35.666667,
5,2,0,487,202,67,81.0000000000,0.163759287841,38,76,6.333333,
5,2,0,487,205,68,81.0000000000,-2.085776192507,245,1948,-80.666667,
5,2,0,487,208,69,81.0000000000,-2.551197326372,137,1732,-98.666667,
5,2,0,487,211,70,81.0000000000,-1.697925247619,335,2128,-65.666667,
5,2,0,487,214,71,81.0000000000,0.706750610684,164,328,27.333333,
5,2,0,487,217,72,81.0000000000,-0.689512790911,569,2596,-26.666667,
5,2,0,487,220,73,81.0000000000,2.025443823302,470,940,78.333333,
5,2,0,487,223,74,81.0000000000,-1.387644491709,407,2272,-53.666667,
5,2,0,487,226,75,81.0000000000,-1.620355058642,353,2164,-62.666667,
5,2,0,487,229,76,81.0000000000,-1.232504113754,443,2344,-47.666667,
5,2,0,487,232,77,81.0000000000,-2.085776192507,245,1948,-80.666667,
5,2,0,487,235,78,81.0000000000,0.939461177617,218,436,36.333333,
5,2,0,487,238,79,81.0000000000,1.094601555572,254,508,42.333333,
5,2,0,487,241,80,81.0000000000,-1.387644491709,407,2272,-53.666667,
5,0,1,2,2,0,81.0000000000,-0.680893881025,571,2600,-26.333333,
5,0,1,2,5,1,81.0000000000,0.017237819773,4,8,0.666667,
5,0,1,2,8,2,81.0000000000,-2.930429361373,49,1556,-113.333333,
5,0,1,2,11,3,81.0000000000,-3.007999550351,31,1520,-116.333333,
5,0,1,2,14,4,81.0000000000,-0.680893881025,571,2600,-26.333333,
5,0,1,2,17,5,81.0000000000,2.887334811941,670,1340,111.666667,
5,0,1,2,20,6,81.0000000000,-0.448183314092,625,2708,-17.333333,
5,0,1,2,23,7,81.0000000000,-0.680893881025,571,2600,-26.333333,
5,0,1,2,26,8,81.0000000000,-1.068744825913,481,2420,-41.333333,
5,0,1,2,29,9,81.0000000000,0.715369520571,166,332,27.666667,
5,0,1,2,32,10,81.0000000000,0.017237819773,4,8,0.666667,
5,0,1,2,35,11,81.0000000000,-2.232297660575,211,1880,-86.333333,
5,0,1,2,38,12,81.0000000000,0.482658953638,112,224,18.666667,
5,0,1,2,41,13,81.0000000000,1.413501221368,328,656,54.666667,
5,0,1,2,44,14,81.0000000000,-0.603323692047,589,2636,-23.333333,
5,0,1,2,47,15,81.0000000000,-1.146315014890,463,2384,-44.333333,
5,0,1,2,50,16,81.0000000000,-2.775288983418,85,1628,-107.333333,
5,0,1,2,53,17,81.0000000000,-2.465008227508,157,1772,-95.333333,
5,0,1,2,56,18,81.0000000000,2.111632922166,490,980,81.666667,
5,0,1,2,59,19,81.0000000000,0.017237819773,4,8,0.666667,
5,0,1,2,62,20,81.0000000000,-1.534165959778,373,2204,-59.333333,
5,0,1,2,65,21,81.0000000000,-2.309867849553,193,1844,-89.333333,
5,0,1,2,68,22,81.0000000000,-2.775288983418,85,1628,-107.333333,
5,0,1,2,71,23,81.0000000000,2.189203111144,508,1016,84.666667,
5,0,1,2,74,24,81.0000000000,-1.844446715688,301,2060,-71.333333,
5,0,1,2,77,25,81.0000000000,1.413501221368,328,656,54.666667,
5,0,1,2,80,26,81.0000000000,2.421913678076,562,1124,93.666667,
5,0,1,2,83,27,81.0000000000,-2.775288983418,85,1628,-107.333333,
5,0,1,2,86,28,81.0000000000,0.017237819773,4,8,0.666667,
5,0,1,2,89,29,81.0000000000,-0.836034258980,535,2528,-32.333333,
5,0,1,2,92,30,81.0000000000,1.180790654436,274,548,45.666667,
5,0,1,2,95,31,81.0000000000,-0.680893881025,571,2600,-26.333333,
5,0,1,2,98,32,81.0000000000,-1.301455392845,427,2312,-50.333333,
5,0,1,2,101,33,81.0000000000,-2.542578416486,139,1736,-98.333333,
5,0,1,2,104,34,81.0000000000,-0.680893881025,571,2600,-26.333333,
5,0,1,2,107,35,81.0000000000,1.025650276481,238,476,39.666667,
5,0,1,2,110,36,81.0000000000,-1.379025581823,409,2276,-53.333333,
5,0,1,2,113,37,81.0000000000,0.017237819773,4,8,0.666667,
5,0,1,2,116,38,81.0000000000,-0.137902558182,697,2852,-5.333333,
5,0,1,2,119,39,81.0000000000,-1.611736148755,355,2168,-62.333333,
5,0,1,2,122,40,81.0000000000,1.413501221368,328,656,54.666667,
5,0,1,2,125,41,81.0000000000,1.491071410346,346,692,57.666667,
5,0,1,2,128,42,81.0000000000,3.042475189896,706,1412,117.666667,
5,0,1,2,131,43,81.0000000000,-2.775288983418,85,1628,-107.333333,
5,0,1,2,134,44,81.0000000000,-0.370613125115,643,2744,-14.333333,
5,0,1,2,137,45,81.0000000000,0.017237819773,4,8,0.666667,
5,0,1,2,140,46,81.0000000000,0.017237819773,4,8,0.666667,
5,0,1,2,143,47,81.0000000000,0.560229142615,130,260,21.666667,
5,0,1,2,146,48,81.0000000000,1.878922355233,436,872,72.666667,
5,0,1,2,149,49,81.0000000000,-2.775288983418,85,1628,-107.333333,
5,0,1,2,152,50,81.0000000000,-1.999587093643,265,1988,-77.333333,
5,0,1,2,155,51,81.0000000000,2.344343489099,544,1088,90.666667,
5,0,1,2,158,52,81.0000000000,1.413501221368,328,656,54.666667,
5,0,1,2,161,53,81.0000000000,-1.766876526710,319,2096,-68.333333,
5,0,1,2,164,54,81.0000000000,1.413501221368,328,656,54.666667,
5,0,1,2,167,55,81.0000000000,0.017237819773,4,8,0.666667,
5,0,1,2,170,56,81.0000000000,1.258360843413,292,584,48.666667,
5,0,1,2,173,57,81.0000000000,-0.913604447958,517,2492,-35.333333,
5,0,1,2,176,58,81.0000000000,-0.680893881025,571,2600,-26.333333,
5,0,1,2,179,59,81.0000000000,0.792939709548,184,368,30.666667,
5,0,1,2,182,60,81.0000000000,1.646211788301,382,764,63.666667,
5,0,1,2,185,61,81.0000000000,-0.680893881025,571,2600,-26.333333,
5,0,1,2,188,62,81.0000000000,3.120045378874,724,1448,120.666667,
5,0,1,2,191,63,81.0000000000,2.809764622964,652,1304,108.666667,
5,0,1,2,194,64,81.0000000000,0.017237819773,4,8,0.666667,
5,0,1,2,197,65,81.0000000000,1.956492544211,454,908,75.666667,
5,0,1,2,200,66,81.0000000000,2.577054056031,598,1196,99.666667,
5,0,1,2,203,67,81.0000000000,1.413501221368,328,656,54.666667,
5,0,1,2,206,68,81.0000000000,-2.697718794441,103,1664,-104.333333,
5,0,1,2,209,69,81.0000000000,0.948080087503,220,440,36.666667,
5,0,1,2,212,70,81.0000000000,-2.775288983418,85,1628,-107.333333,
5,0,1,2,215,71,81.0000000000,1.723781977278,400,800,66.666667,
5,0,1,2,218,72,81.0000000000,-2.077157282620,247,1952,-80.333333,
5,0,1,2,221,73,81.0000000000,0.017237819773,4,8,0.666667,
5,0,1,2,224,74,81.0000000000,2.654624245009,616,1232,102.666667,
5,0,1,2,227,75,81.0000000000,-0.215472747160,679,2816,-8.333333,
5,0,1,2,230,76,81.0000000000,-2.775288983418,85,1628,-107.333333,
5,0,1,2,233,77,81.0000000000,0.094808008750,22,44,3.666667,
5,0,1,2,236,78,81.0000000000,0.249948386705,58,116,9.666667,
5,0,1,2,239,79,81.0000000000,1.413501221368,328,656,54.666667,
5,0,1,2,242,80,81.0000000000,0.327518575683,76,152,12.666667,
5,1,1,488,2,0,81.0000000000,-2.775288983418,85,1628,-107.333333,
5,1,1,488,5,1,81.0000000000,-2.077157282620,247,1952,-80.333333,
5,1,1,488,8,2,81.0000000000,1.258360843413,292,584,48.666667,
5,1,1,488,11,3,81.0000000000,1.180790654436,274,548,45.666667,
5,1,1,488,14,4,81.0000000000,-2.775288983418,85,1628,-107.333333,
5,1,1,488,17,5,81.0000000000,0.792939709548,184,368,30.666667,
5,1,1,488,20,6,81.0000000000,-2.542578416486,139,1736,-98.333333,
5,1,1,488,23,7,81.0000000000,-2.775288983418,85,1628,-107.333333,
5,1,1,488,26,8,81.0000000000,3.120045378874,724,1448,120.666667,
5,1,1,488,29,9,81.0000000000,-1.379025581823,409,2276,-53.333333,
5,1,1,488,32,10,81.0000000000,-2.077157282620,247,1952,-80.333333,
5,1,1,488,35,11,81.0000000000,1.956492544211,454,908,75.666667,
5,1,1,488,38,12,81.0000000000,-1.611736148755,355,2168,-62.333333,
5,1,1,488,41,13,81.0000000000,-0.680893881025,571,2600,-26.333333,
5,1,1,488,44,14,81.0000000000,-2.697718794441,103,1664,-104.333333,
5,1,1,488,47,15,81.0000000000,3.042475189896,706,1412,117.666667,
5,1,1,488,50,16,81.0000000000,1.413501221368,328,656,54.666667,
5,1,1,488,53,17,81.0000000000,1.723781977278,400,800,66.666667,
5,1,1,488,56,18,81.0000000000,0.017237819773,4,8,0.666667,
5,1,1,488,59,19,81.0000000000,-2.077157282620,247,1952,-80.333333,
5,1,1,488,62,20,81.0000000000,2.654624245009,616,1232,102.666667,
5,1,1,488,65,21,81.0000000000,1.878922355233,436,872,72.666667,
5,1,1,488,68,22,81.0000000000,1.413501221368,328,656,54.666667,
5,1,1,488,71,23,81.0000000000,0.094808008750,22,44,3.666667,
5,1,1,488,74,24,81.0000000000,2.344343489099,544,1088,90.666667,
5,1,1,488,77,25,81.0000000000,-0.680893881025,571,2600,-26.333333,
5,1,1,488,80,26,81.0000000000,0.327518575683,76,152,12.666667,
5,1,1,488,83,27,81.0000000000,1.413501221368,328,656,54.666667,
5,1,1,488,86,28,81.0000000000,-2.077157282620,247,1952,-80.333333,
5,1,1,488,89,29,81.0000000000,-2.930429361373,49,1556,-113.333333,
5,1,1,488,92,30,81.0000000000,-0.913604447958,517,2492,-35.333333,
5,1,1,488,95,31,81.0000000000,-2.775288983418,85,1628,-107.333333,
5,1,1,488,98,32,81.0000000000,2.887334811941,670,1340,111.666667,
5,1,1,488,101,33,81.0000000000,1.646211788301,382,764,63.666667,
5,1,1,488,104,34,81.0000000000,-2.775288983418,85,1628,-107.333333,
5,1,1,488,107,35,81.0000000000,-1.068744825913,481,2420,-41.333333,
5,1,1,488,110,36,81.0000000000,2.809764622964,652,1304,108.666667,
5,1,1,488,113,37,81.0000000000,-2.077157282620,247,1952,-80.333333,
5,1,1,488,116,38,81.0000000000,-2.232297660575,211,1880,-86.333333,
5,1,1,488,119,39,81.0000000000,2.577054056031,598,1196,99.666667,
5,1,1,488,122,40,81.0000000000,-0.680893881025,571,2600,-26.333333,
5,1,1,488,125,41,81.0000000000,-0.603323692047,589,2636,-23.333333,
5,1,1,488,128,42,81.0000000000,0.948080087503,220,440,36.666667,
5,1,1,488,131,43,81.0000000000,1.413501221368,328,656,54.666667,
5,1,1,488,134,44,81.0000000000,-2.465008227508,157,1772,-95.333333,
5,1,1,488,137,45,81.0000000000,-2.077157282620,247,1952,-80.333333,
5,1,1,488,140,46,81.0000000000,-2.077157282620,247,1952,-80.333333,
5,1,1,488,143,47,81.0000000000,-1.534165959778,373,2204,-59.333333,
5,1,1,488,146,48,81.0000000000,-0.215472747160,679,2816,-8.333333,
5,1,1,488,149,49,81.0000000000,1.413501221368,328,656,54.666667,
5,1,1,488,152,50,81.0000000000,2.189203111144,508,1016,84.666667,
5,1,1,488,155,51,81.0000000000,0.249948386705,58,116,9.666667,
5,1,1,488,158,52,81.0000000000,-0.680893881025,571,2600,-26.333333,
5,1,1,488,161,53,81.0000000000,2.421913678076,562,1124,93.666667,
5,1,1,488,164,54,81.0000000000,-0.680893881025,571,2600,-26.333333,
5,1,1,488,167,55,81.0000000000,-2.077157282620,247,1952,-80.333333,
5,1,1,488,170,56,81.0000000000,-0.836034258980,535,2528,-32.333333,
5,1,1,488,173,57,81.0000000000,-3.007999550351,31,1520,-116.333333,
5,1,1,488,176,58,81.0000000000,-2.775288983418,85,1628,-107.333333,
5,1,1,488,179,59,81.0000000000,-1.301455392845,427,2312,-50.333333,
5,1,1,488,182,60,81.0000000000,-0.448183314092,625,2708,-17.333333,
5,1,1,488,185,61,81.0000000000,-2.775288983418,85,1628,-107.333333,
5,1,1,488,188,62,81.0000000000,1.025650276481,238,476,39.666667,
5,1,1,488,191,63,81.0000000000,0.715369520571,166,332,27.666667,
5,1,1,488,194,64,81.0000000000,-2.077157282620,247,1952,-80.333333,
5,1,1,488,197,65,81.0000000000,-0.137902558182,697,2852,-5.333333,
5,1,1,488,200,66,81.0000000000,0.482658953638,112,224,18.666667,
5,1,1,488,203,67,81.0000000000,-0.680893881025,571,2600,-26.333333,
5,1,1,488,206,68,81.0000000000,1.491071410346,346,692,57.666667,
5,1,1,488,209,69,81.0000000000,-1.146315014890,463,2384,-44.333333,
5,1,1,488,212,70,81.0000000000,1.413501221368,328,656,54.666667,
5,1,1,488,215,71,81.0000000000,-0.370613125115,643,2744,-14.333333,
5,1,1,488,218,72,81.0000000000,2.111632922166,490,980,81.666667,
5,1,1,488,221,73,81.0000000000,-2.077157282620,247,1952,-80.333333,
5,1,1,488,224,74,81.0000000000,0.560229142615,130,260,21.666667,
5,1,1,488,227,75,81.0000000000,-2.309867849553,193,1844,-89.333333,
5,1,1,488,230,76,81.0000000000,1.413501221368,328,656,54.666667,
5,1,1,488,233,77,81.0000000000,-1.999587093643,265,1988,-77.333333,
5,1,1,488,236,78,81.0000000000,-1.844446715688,301,2060,-71.333333,
5,1,1,488,239,79,81.0000000000,-0.680893881025,571,2600,-26.333333,
5,1,1,488,242,80,81.0000000000,-1.766876526710,319,2096,-68.333333,
5,2,1,245,2,0,81.0000000000,1.413501221368,328,656,54.666667,
5,2,1,245,5,1,81.0000000000,2.111632922166,490,980,81.666667,
5,2,1,245,8,2,81.0000000000,-0.836034258980,535,2528,-32.333333,
5,2,1,245,11,3,81.0000000000,-0.913604447958,517,2492,-35.333333,
5,2,1,245,14,4,81.0000000000,1.413501221368,328,656,54.666667,
5,2,1,245,17,5,81.0000000000,-1.301455392845,427,2312,-50.333333,
5,2,1,245,20,6,81.0000000000,1.646211788301,382,764,63.666667,
5,2,1,245,23,7,81.0000000000,1.413501221368,328,656,54.666667,
5,2,1,245,26,8,81.0000000000,1.025650276481,238,476,39.666667,
5,2,1,245,29,9,81.0000000000,2.809764622964,652,1304,108.666667,
5,2,1,245,32,10,81.0000000000,2.111632922166,490,980,81.666667,
5,2,1,245,35,11,81.0000000000,-0.137902558182,697,2852,-5.333333,
5,2,1,245,38,12,81.0000000000,2.577054056031,598,1196,99.666667,
5,2,1,245,41,13,81.0000000000,-2.775288983418,85,1628,-107.333333,
5,2,1,245,44,14,81.0000000000,1.491071410346,346,692,57.666667,
5,2,1,245,47,15,81.0000000000,0.948080087503,220,440,36.666667,
5,2,1,245,50,16,81.0000000000,-0.680893881025,571,2600,-26.333333,
5,2,1,245,53,17,81.0000000000,-0.370613125115,643,2744,-14.333333,
5,2,1,245,56,18,81.0000000000,-2.077157282620,247,1952,-80.333333,
5,2,1,245,59,19,81.0000000000,2.111632922166,490,980,81.666667,
5,2,1,245,62,20,81.0000000000,0.560229142615,130,260,21.666667,
5,2,1,245,65,21,81.0000000000,-0.215472747160,679,2816,-8.333333,
5,2,1,245,68,22,81.0000000000,-0.680893881025,571,2600,-26.333333,
5,2,1,245,71,23,81.0000000000,-1.999587093643,265,1988,-77.333333,
5,2,1,245,74,24,81.0000000000,0.249948386705,58,116,9.666667,
5,2,1,245,77,25,81.0000000000,-2.775288983418,85,1628,-107.333333,
5,2,1,245,80,26,81.0000000000,-1.766876526710,319,2096,-68.333333,
5,2,1,245,83,27,81.0000000000,-0.680893881025,571,2600,-26.333333,
5,2,1,245,86,28,81.0000000000,2.111632922166,490,980,81.666667,
5,2,1,245,89,29,81.0000000000,1.258360843413,292,584,48.666667,
5,2,1,245,92,30,81.0000000000,-3.007999550351,31,1520,-116.333333,
5,2,1,245,95,31,81.0000000000,1.413501221368,328,656,54.666667,
5,2,1,245,98,32,81.0000000000,0.792939709548,184,368,30.666667,
5,2,1,245,101,33,81.0000000000,-0.448183314092,625,2708,-17.333333,
5,2,1,245,104,34,81.0000000000,1.413501221368,328,656,54.666667,
5,2,1,245,107,35,81.0000000000,3.120045378874,724,1448,120.666667,
5,2,1,245,110,36,81.0000000000,0.715369520571,166,332,27.666667,
5,2,1,245,113,37,81.0000000000,2.111632922166,490,980,81.666667,
5,2,1,245,116,38,81.0000000000,1.956492544211,454,908,75.666667,
5,2,1,245,119,39,81.0000000000,0.482658953638,112,224,18.666667,
5,2,1,245,122,40,81.0000000000,-2.775288983418,85,1628,-107.333333,
5,2,1,245,125,41,81.0000000000,-2.697718794441,103,1664,-104.333333,
5,2,1,245,128,42,81.0000000000,-1.146315014890,463,2384,-44.333333,
5,2,1,245,131,43,81.0000000000,-0.680893881025,571,2600,-26.333333,
5,2,1,245,134,44,81.0000000000,1.723781977278,400,800,66.666667,
5,2,1,245,137,45,81.0000000000,2.111632922166,490,980,81.666667,
5,2,1,245,140,46,81.0000000000,2.111632922166,490,980,81.666667,
5,2,1,245,143,47,81.0000000000,2.654624245009,616,1232,102.666667,
5,2,1,245,146,48,81.0000000000,-2.309867849553,193,1844,-89.333333,
5,2,1,245,149,49,81.0000000000,-0.680893881025,571,2600,-26.333333,
5,2,1,245,152,50,81.0000000000,0.094808008750,22,44,3.666667,
5,2,1,245,155,51,81.0000000000,-1.844446715688,301,2060,-71.333333,
5,2,1,245,158,52,81.0000000000,-2.775288983418,85,1628,-107.333333,
5,2,1,245,161,53,81.0000000000,0.327518575683,76,152,12.666667,
5,2,1,245,164,54,81.0000000000,-2.775288983418,85,1628,-107.333333,
5,2,1,245,167,55,81.0000000000,2.111632922166,490,980,81.666667,
5,2,1,245,170,56,81.0000000000,-2.930429361373,49,1556,-113.333333,
5,2,1,245,173,57,81.0000000000,1.180790654436,274,548,45.666667,
5,2,1,245,176,58,81.0000000000,1.413501221368,328,656,54.666667,
5,2,1,245,179,59,81.0000000000,2.887334811941,670,1340,111.666667,
5,2,1,245,182,60,81.0000000000,-2.542578416486,139,1736,-98.333333,
5,2,1,245,185,61,81.0000000000,1.413501221368,328,656,54.666667,
5,2,1,245,188,62,81.0000000000,-1.068744825913,481,2420,-41.333333,
5,2,1,245,191,63,81.0000000000,-1.379025581823,409,2276,-53.333333,
5,2,1,245,194,64,81.0000000000,2.111632922166,490,980,81.666667,
5,2,1,245,197,65,81.0000000000,-2.232297660575,211,1880,-86.333333,
5,2,1,245,200,66,81.0000000000,-1.611736148755,355,2168,-62.333333,
5,2,1,245,203,67,81.0000000000,-2.775288983418,85,1628,-107.333333,
5,2,1,245,206,68,81.0000000000,-0.603323692047,589,2636,-23.333333,
5,2,1,245,209,69,81.0000000000,3.042475189896,706,1412,117.666667,
5,2,1,245,212,70,81.0000000000,-0.680893881025,571,2600,-26.333333,
5,2,1,245,215,71,81.0000000000,-2.465008227508,157,1772,-95.333333,
5,2,1,245,218,72,81.0000000000,0.017237819773,4,8,0.666667,
5,2,1,245,221,73,81.0000000000,2.111632922166,490,980,81.666667,
5,2,1,245,224,74,81.0000000000,-1.534165959778,373,2204,-59.333333,
5,2,1,245,227,75,81.0000000000,1.878922355233,436,872,72.666667,
5,2,1,245,230,76,81.0000000000,-0.680893881025,571,2600,-26.333333,
5,2,1,245,233,77,81.0000000000,2.189203111144,508,1016,84.666667,
5,2,1,245,236,78,81.0000000000,2.344343489099,544,1088,90.666667,
5,2,1,245,239,79,81.0000000000,-2.775288983418,85,1628,-107.333333,
5,2,1,245,242,80,81.0000000000,2.421913678076,562,1124,93.666667,
6,0,0,1,1,0,140.2961154131,-2.731476191496,None,None,-316.916667,
6,0,0,1,4,1,140.2961154131,0.035193882036,None,None,4.083333,
6,0,0,1,7,2,140.2961154131,-2.731476191496,None,None,-316.916667,
6,0,0,1,10,3,140.2961154131,0.448901556583,None,None,52.083333,
6,0,0,1,13,4,140.2961154131,-1.748920464447,None,None,-202.916667,
6,0,0,1,16,5,140.2961154131,-1.567923356833,None,None,-181.916667,
6,0,0,1,19,6,140.2961154131,0.604041934538,None,None,70.083333,
6,0,0,1,22,7,140.2961154131,0.423044826924,None,None,49.083333,
6,0,0,1,25,8,140.2961154131,0.061050611695,None,None,7.083333,
6,0,0,1,28,9,140.2961154131,-0.171659955237,None,None,-19.916667,
6,0,0,1,31,10,140.2961154131,2.362299551362,None,None,274.083333,
6,0,0,1,34,11,140.2961154131,-2.033344490698,None,None,-235.916667,
6,0,0,1,37,12,140.2961154131,0.216190989650,None,None,25.083333,
6,0,0,1,40,13,140.2961154131,-0.119946495919,None,None,-13.916667,
6,0,0,1,43,14,140.2961154131,0.526471745560,None,None,61.083333,
6,0,0,1,46,15,140.2961154131,-2.421195435586,None,None,-280.916667,
6,0,0,1,49,16,140.2961154131,1.353887094654,None,None,157.083333,
6,0,0,1,52,17,140.2961154131,-2.731476191496,None,None,-316.916667,
6,0,0,1,55,18,140.2961154131,0.293761178628,None,None,34.083333,
6,0,0,1,58,19,140.2961154131,2.595010118294,None,None,301.083333,
6,0,0,1,61,20,140.2961154131,2.853577414886,None,None,331.083333,
