label;inftype;chi;L0_re;L0_im;L1_re;L1_im;L2_re;L2_im
(17);(1,1);[15, 0, 0, -1]~;0.00000000000000000000000000000000000000000000000000;0.00000000000000000000000000000000000000000000000000;0.67735115401697640778968629368991683174076252405119;-0.00070997511235135412481496498453384220591544733258
(17);(0,1);[0, 0, 1, -1/2]~;0.64298090110472724155027922745529470019776792728837;0.24446621292937673117396502495233425697853131421654;0.78443602451107935365582433130987907916745599031341;0.13676828904784021798356448423371252816354830673145
(17);(0,1);[1, 0, 1, -1/2]~;0.60946334621372941389932022759109539402975129362073;0.55516590582014383933069892940268520739560129071664;1.02992793733215586976451452521800239321393155757020;-0.22857743288424582364726890447210769458698001430470
(17);(0,1);[2, 0, 1, -1/2]~;1.14267993004402964836346079278522231997931972258368;1.39574698376757556689424044721748760404722082062653;1.07288327685859318739238156823092946394043145540301;0.36143670937395373284644799507987031262735304554985
(17);(0,1);[3, 0, 1, -1/2]~;0.94439832155635611876714526687465711085881143424053;-1.04986502196802861608278787533802551237778901360736;0.83212928977646761119878473136299118671691407162473;-0.21298756458767163909374905342816285381243267871556
(17);(0,1);[4, 0, 1, -1/2]~;0.18154577739462345085661395444286638691865262517555;-1.02484885116132855141708235093738986172244710336538;1.22234104495113965772838511352343243990540186853564;-0.22885159406350853970028933142412249488920336451931
(17);(0,1);[5, 0, 1, -1/2]~;0.15495299825241986597550310443130835204429800166293;-0.08602033729579877577931926076589310291565749664073;0.68218128830482790655756254873739857947878102235287;0.24688111948127197195836373639079370887969207848988
(17);(0,1);[6, 0, 1, -1/2]~;1.59063136685122154033891458455289061227268645127325;-0.60021704355097655884162298354893370986523956179739;0.94795077418067010417239962681179862023439878238544;-0.25542234138770010305729201835963252453352399339794
(17);(0,1);[7, 0, 1, -1/2]~;2.70476038960068732995328573978162096072527827508162;2.24272140340390425977578739088286030795128082869257;1.55841894872013094314765166656175860096842507344848;0.41879645667885399951237157738130653140953411593188
(17);(0,1);[8, 0, 1, -1/2]~;0.13723682813788365585985707316569969140305410250773;-0.41021261141963909983323158312404912614984921518278;0.70635013527865237585714574251249625544764688045512;-0.00626946373846844582254545565305599906636419888209
(17);(0,1);[9, 0, 1, -1/2]~;-0.42789176393892045524617511617795052769547025702237;-0.55786861242236316659585238951997323781565574623148;0.87819224311491350438571631285335773792744135880649;-0.50068539213270077353886893131049613005287676066262
(17);(0,1);[10, 0, 1, -1/2]~;-0.39526075761097544558235390413497303134073460650698;1.20646776483575268652836485230924589978930953270369;0.91785917995392841702916204080980793358740351112337;0.53302393294762070176868015238758648838051989543703
(17);(0,1);[11, 0, 1, -1/2]~;0.99082533138048069822428545223682281389717638682569;0.01472108126846917623045458229329349082511041297764;0.74212257828774722452616620054084108688261563276690;-0.01900257282723540256071835359999323462297445420810
(17);(0,1);[12, 0, 1, -1/2]~;1.81777037928606114859809144113913728014888073232321;-2.40085052339734103737203188843859422356764354299730;1.46683157022365256884711285240518378767603536379483;-0.42966032105376656762568656370395504545846583834835
(17);(0,1);[13, 0, 1, -1/2]~;1.00910041352615364627551261379296872688009159889473;1.21130332953345590618425759804039602630179063371161;0.92480870072528535547910453343869762128974877232773;0.30503684718186928357109923656304277288521312506056
(17);(0,1);[14, 0, 1, -1/2]~;0.20832717773170285166027091524856059949778727588792;-0.73466092995610235285518684390250161442895979805968;0.74386416617260891896375322417493067067274033892258;-0.25785793939413213675514647859036294049231694728678
(17);(0,1);[15, 0, 1, -1/2]~;1.20603601040193104802257220589115384961998249844341;0.23487601174184751933549703230360322454332634978945;1.26839722043150853072893803462133899140148129837349;0.15147472858187536596056343024932592371295073208703
(17);(0,2);[0, 0, 2, -1]~;1.38596734066845504419280050484808254170175226013345;-1.36246555538361302616150194719401344394795285486636;1.33215164587290644428145320968764623584836850161182;-0.64675524399931223061573479139208224912374197436683
(17);(0,2);[1, 0, 2, -1]~;2.35985336965098353787787146820129142713173490679883;3.58514313702161232723489491148861371544196495172254;0.65703228042571912643536643645823541405084191961099;0.44434394017013556725704970196207378703763933538886
(17);(0,2);[2, 0, 2, -1]~;1.40622359932604294686313530436284326569659833113134;-3.11251690794351006001989062471931272914019653487116;0.61070960203863229568448542355489857244321179373640;-0.15940994089866383288480579409040052944089852945314
(17);(0,2);[3, 0, 2, -1]~;15.44536001632862619731115928579664629903096258721758;0.00000000000000000000000000000000000000000000000000;2.85429585643220829401811489988820472526311971887399;0.00000000000000000000000000000000000000000000000000
(17);(0,2);[4, 0, 2, -1]~;-2.86062167256378215812943492369506455978136541940353;-1.94670816186230371457240927548087774920894818483222;0.62195361046041571333846334276571329597704929545733;0.14851382747559251409292923563026368593633733686083
(17);(0,2);[5, 0, 2, -1]~;2.35985336965098353787787146820129142713173490679883;-3.58514313702161232723489491148861371544196495172254;0.65703228042571912643536643645823541405084191961099;-0.44434394017013556725704970196207378703763933538886
(17);(0,2);[6, 0, 2, -1]~;8.02783707160027317497108150051998151447708691424929;-2.24994922061785301896486018837945443475316162431584;1.51081565065221654437414823736607065382114304888771;0.30201070690518892259334793316190548568401332738851
(17);(0,2);[7, 0, 2, -1]~;0.55566135128215731544951217968809711544504022853147;-2.88643240022491902813213248024464169146293232487572;0.52363090951149076212485470792328940136571734608314;0.14450905329918829025672643656068825280428534985810
(17);(0,2);[8, 0, 2, -1]~;8.02783707160027317497108150051998151447708691424929;2.24994922061785301896486018837945443475316162431584;1.51081565065221654437414823736607065382114304888771;-0.30201070690518892259334793316190548568401332738851
(17);(0,2);[9, 0, 2, -1]~;4.36760859651004734055552318381231884474523677704499;-5.07441033482480296114576611540846300696821940702311;1.23660401831577081978922039390749306407065565189212;0.04056773525469891181801708667913953334348414627016
(17);(0,2);[10, 0, 2, -1]~;-2.86062167256378215812943492369506455978136541940353;1.94670816186230371457240927548087774920894818483222;0.62195361046041571333846334276571329597704929545733;-0.14851382747559251409292923563026368593633733686083
(17);(0,2);[11, 0, 2, -1]~;8.97423368447341410905630652525045285444016662111751;0.00000000000000000000000000000000000000000000000000;1.65843450674939648743082049467433205279550290314936;0.00000000000000000000000000000000000000000000000000
(17);(0,2);[12, 0, 2, -1]~;1.40622359932604294686313530436284326569659833113134;3.11251690794351006001989062471931272914019653487116;0.61070960203863229568448542355489857244321179373640;0.15940994089866383288480579409040052944089852945314
(17);(0,2);[13, 0, 2, -1]~;4.36760859651004734055552318381231884474523677704499;5.07441033482480296114576611540846300696821940702311;1.23660401831577081978922039390749306407065565189212;-0.04056773525469891181801708667913953334348414627016
(17);(0,2);[14, 0, 2, -1]~;1.38596734066845504419280050484808254170175226013345;1.36246555538361302616150194719401344394795285486636;1.33215164587290644428145320968764623584836850161182;0.64675524399931223061573479139208224912374197436683
(17);(0,2);[15, 0, 2, -1]~;0.55566135128215731544951217968809711544504022853147;2.88643240022491902813213248024464169146293232487572;0.52363090951149076212485470792328940136571734608314;-0.14450905329918829025672643656068825280428534985810
(17);(-1,0);[0, 0, 1, 1/2]~;0.78443602451107935365582433130987907916745599031341;0.13676828904784021798356448423371252816354830673145;0.86735325965309009482147033303840686829106939443746;0.06544053051534260610990630004962915284266856488522
(17);(-1,0);[1, 0, 1, 1/2]~;1.02992793733215586976451452521800239321393155757020;-0.22857743288424582364726890447210769458698001430470;1.04665635134790793753123485756097800342254125227505;-0.15521444905201846501137962784140027363253416034555
(17);(-1,0);[2, 0, 1, 1/2]~;1.07288327685859318739238156823092946394043145540301;0.36143670937395373284644799507987031262735304554985;1.04864616609785480569909475470242485753268288939463;0.16711176823290619700416863310572908025893870705146
(17);(-1,0);[3, 0, 1, 1/2]~;0.83212928977646761119878473136299118671691407162473;-0.21298756458767163909374905342816285381243267871556;0.87357362855975809667870639627247505946482629979143;-0.07434888506313558783047365975681245192571213816446
(17);(-1,0);[4, 0, 1, 1/2]~;1.22234104495113965772838511352343243990540186853564;-0.22885159406350853970028933142412249488920336451931;1.15973103665012950114612462360759348719235623308528;-0.08390352507784329136490765547318219315985623631380
(17);(-1,0);[5, 0, 1, 1/2]~;0.68218128830482790655756254873739857947878102235287;0.24688111948127197195836373639079370887969207848988;0.88830468469972596403667300447275808579166038639377;0.14565621320907876266267929363357217663554260025891
(17);(-1,0);[6, 0, 1, 1/2]~;0.94795077418067010417239962681179862023439878238544;-0.25542234138770010305729201835963252453352399339794;0.93878602208262618899149335404412871758963323657093;-0.14105512402465748534575543540277121725454616790330
(17);(-1,0);[7, 0, 1, 1/2]~;1.55841894872013094314765166656175860096842507344848;0.41879645667885399951237157738130653140953411593188;1.21153595384984904370392121132231638815256582808894;0.11671022404718210116387275851684716762937753507010
(17);(-1,0);[8, 0, 1, 1/2]~;0.70635013527865237585714574251249625544764688045512;-0.00626946373846844582254545565305599906636419888209;0.84866058939091160423621155986455396218903628685044;0.03334489635596869949433390982452370016654432423126
(17);(-1,0);[9, 0, 1, 1/2]~;0.87819224311491350438571631285335773792744135880649;-0.50068539213270077353886893131049613005287676066262;1.02556064307809179073389144203898813290048311363604;-0.21130705440613265637537343487375096580048468652026
(17);(-1,0);[10, 0, 1, 1/2]~;0.91785917995392841702916204080980793358740351112337;0.53302393294762070176868015238758648838051989543703;1.03089635944752547143685817600479620787592247449300;0.20951263786725647740221302397733192956955654188845
(17);(-1,0);[11, 0, 1, 1/2]~;0.74212257828774722452616620054084108688261563276690;-0.01900257282723540256071835359999323462297445420810;0.84912208052774381254053446718383508871755020120410;-0.03248994130244563911484699174936774013010470264967
(17);(-1,0);[12, 0, 1, 1/2]~;1.46683157022365256884711285240518378767603536379483;-0.42966032105376656762568656370395504545846583834835;1.20129949336737658847151786414213428482863537686406;-0.11562204638643035172520565873824427481463306939898
(17);(-1,0);[13, 0, 1, 1/2]~;0.92480870072528535547910453343869762128974877232773;0.30503684718186928357109923656304277288521312506056;0.94088028981671742306276773222520768565765185932990;0.14441681170883772638713216744984501152014752755783
(17);(-1,0);[14, 0, 1, 1/2]~;0.74386416617260891896375322417493067067274033892258;-0.25785793939413213675514647859036294049231694728678;0.89783495866657850645343033334650513057705836803978;-0.14355100358440714594498636639910354226485853297187
(17);(-1,0);[15, 0, 1, 1/2]~;1.26839722043150853072893803462133899140148129837349;0.15147472858187536596056343024932592371295073208703;1.15865624254143581649216551065948548764168090252926;0.07576094108251080126504134044194496338508388541303
(17);(1,-1);[0, 0, -2, 0]~;1.33215164587290644428145320968764623584836850161182;0.64675524399931223061573479139208224912374197436683;1.17773378848831058635532758888315881924667961107450;0.25690130519021858982506020914318733657895046504652
(17);(1,-1);[1, 0, -2, 0]~;0.52363090951149076212485470792328940136571734608314;0.14450905329918829025672643656068825280428534985810;0.78362083784159799617499634382013095362985483794922;0.05864387254874408508663911118679495434251980949321
(17);(1,-1);[2, 0, -2, 0]~;1.33215164587290644428145320968764623584836850161182;-0.64675524399931223061573479139208224912374197436683;1.17773378848831058635532758888315881924667961107450;-0.25690130519021858982506020914318733657895046504652
(17);(1,-1);[3, 0, -2, 0]~;1.23660401831577081978922039390749306407065565189212;0.04056773525469891181801708667913953334348414627016;1.01232545943335789333173810103565970025729581848070;0.18049879628274764383193171278003151937444115215902
(17);(1,-1);[4, 0, -2, 0]~;0.61070960203863229568448542355489857244321179373640;-0.15940994089866383288480579409040052944089852945314;0.80985757628436439507554051162258096295093319471601;-0.11179709799763562619244748707367461658158851020564
(17);(1,-1);[5, 0, -2, 0]~;1.65843450674939648743082049467433205279550290314936;0.00000000000000000000000000000000000000000000000000;1.25007710034359850657957242353520264203566883890198;0.00000000000000000000000000000000000000000000000000
(17);(1,-1);[6, 0, -2, 0]~;0.62195361046041571333846334276571329597704929545733;0.14851382747559251409292923563026368593633733686083;0.83713042153763536222272073742260604652217238621866;0.12772858895658645155168980428941141908814084365952
(17);(1,-1);[7, 0, -2, 0]~;1.23660401831577081978922039390749306407065565189212;-0.04056773525469891181801708667913953334348414627016;1.01232545943335789333173810103565970025729581848070;-0.18049879628274764383193171278003151937444115215902
(17);(1,-1);[8, 0, -2, 0]~;1.51081565065221654437414823736607065382114304888771;0.30201070690518892259334793316190548568401332738851;1.17321414231717232377000143105427075373024102005865;0.20983693593271811941776108181373298010654100872424
(17);(1,-1);[9, 0, -2, 0]~;0.52363090951149076212485470792328940136571734608314;-0.14450905329918829025672643656068825280428534985810;0.78362083784159799617499634382013095362985483794922;-0.05864387254874408508663911118679495434251980949321
(17);(1,-1);[10, 0, -2, 0]~;1.51081565065221654437414823736607065382114304888771;-0.30201070690518892259334793316190548568401332738851;1.17321414231717232377000143105427075373024102005865;-0.20983693593271811941776108181373298010654100872424
(17);(1,-1);[11, 0, -2, 0]~;0.65703228042571912643536643645823541405084191961099;0.44434394017013556725704970196207378703763933538886;0.88656262361928944730551692928312017653675784979102;0.26032319356130742085854462573930830247772404475132
(17);(1,-1);[12, 0, -2, 0]~;0.62195361046041571333846334276571329597704929545733;-0.14851382747559251409292923563026368593633733686083;0.83713042153763536222272073742260604652217238621866;-0.12772858895658645155168980428941141908814084365952
(17);(1,-1);[13, 0, -2, 0]~;2.85429585643220829401811489988820472526311971887399;0.00000000000000000000000000000000000000000000000000;1.44857674503752068865332359682883193285283861380732;0.00000000000000000000000000000000000000000000000000
(17);(1,-1);[14, 0, -2, 0]~;0.61070960203863229568448542355489857244321179373640;0.15940994089866383288480579409040052944089852945314;0.80985757628436439507554051162258096295093319471601;0.11179709799763562619244748707367461658158851020564
(17);(1,-1);[15, 0, -2, 0]~;0.65703228042571912643536643645823541405084191961099;-0.44434394017013556725704970196207378703763933538886;0.88656262361928944730551692928312017653675784979102;-0.26032319356130742085854462573930830247772404475132
(17);(2,1);[0, 0, -1, -3/2]~;0.00000000000000000000000000000000000000000000000000;0.00000000000000000000000000000000000000000000000000;0.64298090110472724155027922745529470019776792728837;-0.24446621292937673117396502495233425697853131421654
(17);(2,1);[1, 0, -1, -3/2]~;0.00000000000000000000000000000000000000000000000000;0.00000000000000000000000000000000000000000000000000;1.20603601040193104802257220589115384961998249844341;-0.23487601174184751933549703230360322454332634978945
(17);(2,1);[2, 0, -1, -3/2]~;0.00000000000000000000000000000000000000000000000000;0.00000000000000000000000000000000000000000000000000;0.20832717773170285166027091524856059949778727588792;0.73466092995610235285518684390250161442895979805968
(17);(2,1);[3, 0, -1, -3/2]~;0.00000000000000000000000000000000000000000000000000;0.00000000000000000000000000000000000000000000000000;1.00910041352615364627551261379296872688009159889473;-1.21130332953345590618425759804039602630179063371161
(17);(2,1);[4, 0, -1, -3/2]~;0.00000000000000000000000000000000000000000000000000;0.00000000000000000000000000000000000000000000000000;1.81777037928606114859809144113913728014888073232321;2.40085052339734103737203188843859422356764354299730
(17);(2,1);[5, 0, -1, -3/2]~;0.00000000000000000000000000000000000000000000000000;0.00000000000000000000000000000000000000000000000000;0.99082533138048069822428545223682281389717638682569;-0.01472108126846917623045458229329349082511041297764
(17);(2,1);[6, 0, -1, -3/2]~;0.00000000000000000000000000000000000000000000000000;0.00000000000000000000000000000000000000000000000000;-0.39526075761097544558235390413497303134073460650698;-1.20646776483575268652836485230924589978930953270369
(17);(2,1);[7, 0, -1, -3/2]~;0.00000000000000000000000000000000000000000000000000;0.00000000000000000000000000000000000000000000000000;-0.42789176393892045524617511617795052769547025702237;0.55786861242236316659585238951997323781565574623148
(17);(2,1);[8, 0, -1, -3/2]~;0.00000000000000000000000000000000000000000000000000;0.00000000000000000000000000000000000000000000000000;0.13723682813788365585985707316569969140305410250773;0.41021261141963909983323158312404912614984921518278
(17);(2,1);[9, 0, -1, -3/2]~;0.00000000000000000000000000000000000000000000000000;0.00000000000000000000000000000000000000000000000000;2.70476038960068732995328573978162096072527827508162;-2.24272140340390425977578739088286030795128082869257
(17);(2,1);[10, 0, -1, -3/2]~;0.00000000000000000000000000000000000000000000000000;0.00000000000000000000000000000000000000000000000000;1.59063136685122154033891458455289061227268645127325;0.60021704355097655884162298354893370986523956179739
(17);(2,1);[11, 0, -1, -3/2]~;0.00000000000000000000000000000000000000000000000000;0.00000000000000000000000000000000000000000000000000;0.15495299825241986597550310443130835204429800166293;0.08602033729579877577931926076589310291565749664073
(17);(2,1);[12, 0, -1, -3/2]~;0.00000000000000000000000000000000000000000000000000;0.00000000000000000000000000000000000000000000000000;0.18154577739462345085661395444286638691865262517555;1.02484885116132855141708235093738986172244710336538
(17);(2,1);[13, 0, -1, -3/2]~;0.00000000000000000000000000000000000000000000000000;0.00000000000000000000000000000000000000000000000000;0.94439832155635611876714526687465711085881143424053;1.04986502196802861608278787533802551237778901360736
(17);(2,1);[14, 0, -1, -3/2]~;0.00000000000000000000000000000000000000000000000000;0.00000000000000000000000000000000000000000000000000;1.14267993004402964836346079278522231997931972258368;-1.39574698376757556689424044721748760404722082062653
(17);(2,1);[15, 0, -1, -3/2]~;0.00000000000000000000000000000000000000000000000000;0.00000000000000000000000000000000000000000000000000;0.60946334621372941389932022759109539402975129362073;-0.55516590582014383933069892940268520739560129071664
(17);(1,2);[0, 0, 1, -3/2]~;0.00000000000000000000000000000000000000000000000000;0.00000000000000000000000000000000000000000000000000;0.64298090110472724155027922745529470019776792728837;0.24446621292937673117396502495233425697853131421654
(17);(1,2);[1, 0, 1, -3/2]~;0.00000000000000000000000000000000000000000000000000;0.00000000000000000000000000000000000000000000000000;0.60946334621372941389932022759109539402975129362073;0.55516590582014383933069892940268520739560129071664
(17);(1,2);[2, 0, 1, -3/2]~;0.00000000000000000000000000000000000000000000000000;0.00000000000000000000000000000000000000000000000000;1.14267993004402964836346079278522231997931972258368;1.39574698376757556689424044721748760404722082062653
(17);(1,2);[3, 0, 1, -3/2]~;0.00000000000000000000000000000000000000000000000000;0.00000000000000000000000000000000000000000000000000;0.94439832155635611876714526687465711085881143424053;-1.04986502196802861608278787533802551237778901360736
(17);(1,2);[4, 0, 1, -3/2]~;0.00000000000000000000000000000000000000000000000000;0.00000000000000000000000000000000000000000000000000;0.18154577739462345085661395444286638691865262517555;-1.02484885116132855141708235093738986172244710336538
(17);(1,2);[5, 0, 1, -3/2]~;0.00000000000000000000000000000000000000000000000000;0.00000000000000000000000000000000000000000000000000;0.15495299825241986597550310443130835204429800166293;-0.08602033729579877577931926076589310291565749664073
(17);(1,2);[6, 0, 1, -3/2]~;0.00000000000000000000000000000000000000000000000000;0.00000000000000000000000000000000000000000000000000;1.59063136685122154033891458455289061227268645127325;-0.60021704355097655884162298354893370986523956179739
(17);(1,2);[7, 0, 1, -3/2]~;0.00000000000000000000000000000000000000000000000000;0.00000000000000000000000000000000000000000000000000;2.70476038960068732995328573978162096072527827508162;2.24272140340390425977578739088286030795128082869257
(17);(1,2);[8, 0, 1, -3/2]~;0.00000000000000000000000000000000000000000000000000;0.00000000000000000000000000000000000000000000000000;0.13723682813788365585985707316569969140305410250773;-0.41021261141963909983323158312404912614984921518278
(17);(1,2);[9, 0, 1, -3/2]~;0.00000000000000000000000000000000000000000000000000;0.00000000000000000000000000000000000000000000000000;-0.42789176393892045524617511617795052769547025702237;-0.55786861242236316659585238951997323781565574623148
(17);(1,2);[10, 0, 1, -3/2]~;0.00000000000000000000000000000000000000000000000000;0.00000000000000000000000000000000000000000000000000;-0.39526075761097544558235390413497303134073460650698;1.20646776483575268652836485230924589978930953270369
(17);(1,2);[11, 0, 1, -3/2]~;0.00000000000000000000000000000000000000000000000000;0.00000000000000000000000000000000000000000000000000;0.99082533138048069822428545223682281389717638682569;0.01472108126846917623045458229329349082511041297764
(17);(1,2);[12, 0, 1, -3/2]~;0.00000000000000000000000000000000000000000000000000;0.00000000000000000000000000000000000000000000000000;1.81777037928606114859809144113913728014888073232321;-2.40085052339734103737203188843859422356764354299730
(17);(1,2);[13, 0, 1, -3/2]~;0.00000000000000000000000000000000000000000000000000;0.00000000000000000000000000000000000000000000000000;1.00910041352615364627551261379296872688009159889473;1.21130332953345590618425759804039602630179063371161
(17);(1,2);[14, 0, 1, -3/2]~;0.00000000000000000000000000000000000000000000000000;0.00000000000000000000000000000000000000000000000000;0.20832717773170285166027091524856059949778727588792;-0.73466092995610235285518684390250161442895979805968
(17);(1,2);[15, 0, 1, -3/2]~;0.00000000000000000000000000000000000000000000000000;0.00000000000000000000000000000000000000000000000000;1.20603601040193104802257220589115384961998249844341;0.23487601174184751933549703230360322454332634978945
(17);(3,0);[0, 0, -3, -3/2]~;2.63307105634151623004808373545449698941496731531825;-2.25821232501908969629432488502450347054138031829079;1.31221955207175882331296506809159195936501669906229;-0.70673171078739927363063439102726546352745566320909
(17);(3,0);[1, 0, -3, -3/2]~;-77.35901923578392612582644092523788632836621475631479;37.71285543899674325254444290272750270496749089847798;0.24807804863752446081607422579395978794900602746315;2.65640273990975452515697798058125062953973092394271
(17);(3,0);[2, 0, -3, -3/2]~;-25.29596481138083242589074120407043757639450348383089;32.52420331143096185117367467246934929481391512657239;0.07001345760156359721053910110292169840124944186197;0.14041109311846458831469580415063586229980320895354
(17);(3,0);[3, 0, -3, -3/2]~;-1.76705810687140800794583882040395891755878187603416;-3.30180326512617922172369654854224267020790983635846;0.42456449676617202859808182935740547861300616154071;-1.35401636789860853129748346304529442089199724618944
(17);(3,0);[4, 0, -3, -3/2]~;30.76657587352494592051945096418436298489325227248676;-50.93436291029687226442957395994078360120155586398104;-0.30191405501121507050287636549819293514249861958483;0.07335108708568421207426246212186150867036576502640
(17);(3,0);[5, 0, -3, -3/2]~;-42.81303989958041572141865758584412609659022357129108;2.48373615642851519918529378247378734471235704701769;0.00610604452416557288882340556169789077180680837913;0.11545881990182660012553353630748441138471540946125
(17);(3,0);[6, 0, -3, -3/2]~;-37.42848167939069000390088709482761023076075973650085;-87.84265471539888009638349046406551099411374670281398;1.98119014940260296559722397837115355577471109057351;-4.31054746140963400375133177615646747007617658738493
(17);(3,0);[7, 0, -3, -3/2]~;-21.61253245877981884525710314593129257829054043778924;49.71059811473382510236068153425686188932087274881417;0.67138666771823877494417281222545551954215752927463;1.48514250968665121406620636836629929711549214767785
(17);(3,0);[8, 0, -3, -3/2]~;-42.50011117246589327522682736244699566773932586326111;8.22071300860271803866187524824658214650074943956447;-0.17258778290405542593683590897996399827606801374590;-0.60332871448896775982362770052266097939076634949227
(17);(3,0);[9, 0, -3, -3/2]~;-3.11256324579758353086215328884099907615098601093860;-77.06072130538262066466441734623256494031149307101357;1.02980535649351459346313457244211886970903777864718;-0.92207139655680512321786696361013008128637310959400
(17);(3,0);[10, 0, -3, -3/2]~;-33.31266200766339788782103205802289451040445748101809;37.29467410550651904635789833442341417561189331603134;0.46380970964756849989259088047031163714234579151876;1.58388628520006501214743572648109784359844239204328
(17);(3,0);[11, 0, -3, -3/2]~;19.43277824046614205050925774169601051653185118893451;60.00409215537263943311878081458378336807368433873132;0.80247879375533337520301099635223655909615192981877;0.40642119530294127167684960905554409094383876877168
(17);(3,0);[12, 0, -3, -3/2]~;-55.80776203125751480040117932830207332400994741361332;30.63507028258731852202050655473033820383816988641826;0.10670807554446636072391765950022240678995156684477;0.80928714564810398022959927119078713885244186215326
(17);(3,0);[13, 0, -3, -3/2]~;45.36642034391911541908858662901775471155841420019137;-15.32277362251822867545339005362021095916029548238485;1.59593083265720221593796676266708496897665334912239;-0.39163209699052734098705218066569933409111647428082
(17);(3,0);[14, 0, -3, -3/2]~;72.65663744681815382157447150227652557327933955644849;-11.86517318872515995060939916162897722101794065960700;2.30369664178952066227453160115482632380101634163086;-0.31840731861658636752892724677578022050539128610277
(17);(3,0);[15, 0, -3, -3/2]~;13.90696603764562731007609716747758014642529611352332;45.27844463279866465290480126451097528774222007907286;0.80732685486324182013636224060844528797154354118569;0.82134817997941225187791187307884657239100476833448
(17);(0,3);[0, 0, 3, -3/2]~;2.63307105634151623004808373545449698941496731531825;2.25821232501908969629432488502450347054138031829079;1.31221955207175882331296506809159195936501669906229;0.70673171078739927363063439102726546352745566320909
(17);(0,3);[1, 0, 3, -3/2]~;13.90696603764562731007609716747758014642529611352332;-45.27844463279866465290480126451097528774222007907286;0.80732685486324182013636224060844528797154354118569;-0.82134817997941225187791187307884657239100476833448
(17);(0,3);[2, 0, 3, -3/2]~;72.65663744681815382157447150227652557327933955644849;11.86517318872515995060939916162897722101794065960700;2.30369664178952066227453160115482632380101634163086;0.31840731861658636752892724677578022050539128610277
(17);(0,3);[3, 0, 3, -3/2]~;45.36642034391911541908858662901775471155841420019137;15.32277362251822867545339005362021095916029548238485;1.59593083265720221593796676266708496897665334912239;0.39163209699052734098705218066569933409111647428082
(17);(0,3);[4, 0, 3, -3/2]~;-55.80776203125751480040117932830207332400994741361332;-30.63507028258731852202050655473033820383816988641826;0.10670807554446636072391765950022240678995156684477;-0.80928714564810398022959927119078713885244186215326
(17);(0,3);[5, 0, 3, -3/2]~;19.43277824046614205050925774169601051653185118893451;-60.00409215537263943311878081458378336807368433873132;0.80247879375533337520301099635223655909615192981877;-0.40642119530294127167684960905554409094383876877168
(17);(0,3);[6, 0, 3, -3/2]~;-33.31266200766339788782103205802289451040445748101809;-37.29467410550651904635789833442341417561189331603134;0.46380970964756849989259088047031163714234579151876;-1.58388628520006501214743572648109784359844239204328
(17);(0,3);[7, 0, 3, -3/2]~;-3.11256324579758353086215328884099907615098601093860;77.06072130538262066466441734623256494031149307101357;1.02980535649351459346313457244211886970903777864718;0.92207139655680512321786696361013008128637310959400
(17);(0,3);[8, 0, 3, -3/2]~;-42.50011117246589327522682736244699566773932586326111;-8.22071300860271803866187524824658214650074943956447;-0.17258778290405542593683590897996399827606801374590;0.60332871448896775982362770052266097939076634949227
(17);(0,3);[9, 0, 3, -3/2]~;-21.61253245877981884525710314593129257829054043778924;-49.71059811473382510236068153425686188932087274881417;0.67138666771823877494417281222545551954215752927463;-1.48514250968665121406620636836629929711549214767785
(17);(0,3);[10, 0, 3, -3/2]~;-37.42848167939069000390088709482761023076075973650085;87.84265471539888009638349046406551099411374670281398;1.98119014940260296559722397837115355577471109057351;4.31054746140963400375133177615646747007617658738493
(17);(0,3);[11, 0, 3, -3/2]~;-42.81303989958041572141865758584412609659022357129108;-2.48373615642851519918529378247378734471235704701769;0.00610604452416557288882340556169789077180680837913;-0.11545881990182660012553353630748441138471540946125
(17);(0,3);[12, 0, 3, -3/2]~;30.76657587352494592051945096418436298489325227248676;50.93436291029687226442957395994078360120155586398104;-0.30191405501121507050287636549819293514249861958483;-0.07335108708568421207426246212186150867036576502640
(17);(0,3);[13, 0, 3, -3/2]~;-1.76705810687140800794583882040395891755878187603416;3.30180326512617922172369654854224267020790983635846;0.42456449676617202859808182935740547861300616154071;1.35401636789860853129748346304529442089199724618944
(17);(0,3);[14, 0, 3, -3/2]~;-25.29596481138083242589074120407043757639450348383089;-32.52420331143096185117367467246934929481391512657239;0.07001345760156359721053910110292169840124944186197;-0.14041109311846458831469580415063586229980320895354
(17);(0,3);[15, 0, 3, -3/2]~;-77.35901923578392612582644092523788632836621475631479;-37.71285543899674325254444290272750270496749089847798;0.24807804863752446081607422579395978794900602746315;-2.65640273990975452515697798058125062953973092394271
p5a*p17a;(1,0);[0, -1, -1/2]~;0.41252303869963421541768558030791080365840457025960;0.11718915039593348648403944293729983553515502080228;0.71357292546965472555818988473366987290804584790438;0.13038786173698411822564656945273515557348346864268
p5a*p17a;(1,0);[1, -1, -1/2]~;0.64298090110472724155027922745529470019776792728837;0.24446621292937673117396502495233425697853131421654;0.78443602451107935365582433130987907916745599031341;0.13676828904784021798356448423371252816354830673145
p5a*p17a;(1,0);[2, -1, -1/2]~;0.73321181373929004828803170899017950060434651818461;0.25807640566366907774430384681357849625453557111216;0.72195477034081908102527125068264259857935650974469;0.03293562234023926217755351602882284165858557390870
p5a*p17a;(1,0);[3, -1, -1/2]~;0.75218637432353678506210466017838109861803512383220;-0.59703925546727811146634799692908760937659769047004;0.79068404939262821124784495433749598523950210821786;-0.16161986365987940716554696024608034832197118451338
