n,len,mean_v,frac_ge_1,frac_ge_2,frac_ge_3,frac_ge_4,frac_ge_5,frac_ge_6,frac_ge_7,frac_ge_8,frac_ge_9,frac_ge_10
7123495,77,1.883117,1.000000,0.493506,0.194805,0.116883,0.051948,0.012987,0.012987,0.000000,0.000000,0.000000
5565923,57,1.982456,1.000000,0.491228,0.263158,0.140351,0.052632,0.017544,0.017544,0.000000,0.000000,0.000000
658555,28,2.285714,1.000000,0.571429,0.357143,0.250000,0.071429,0.035714,0.000000,0.000000,0.000000,0.000000
6407509,43,2.116279,1.000000,0.441860,0.232558,0.139535,0.069767,0.046512,0.046512,0.046512,0.023256,0.023256
617737,71,1.859155,1.000000,0.478873,0.197183,0.084507,0.028169,0.014085,0.014085,0.014085,0.014085,0.014085
1874147,12,3.333333,1.000000,0.583333,0.500000,0.416667,0.250000,0.083333,0.083333,0.083333,0.083333,0.083333
4996325,54,2.000000,1.000000,0.481481,0.277778,0.166667,0.055556,0.018519,0.000000,0.000000,0.000000,0.000000
3605359,65,1.923077,1.000000,0.476923,0.230769,0.138462,0.046154,0.015385,0.015385,0.000000,0.000000,0.000000
5583179,23,2.565217,1.000000,0.608696,0.434783,0.217391,0.130435,0.086957,0.043478,0.043478,0.000000,0.000000
1389481,35,2.171429,1.000000,0.600000,0.285714,0.171429,0.085714,0.028571,0.000000,0.000000,0.000000,0.000000
929633,46,2.021739,1.000000,0.500000,0.217391,0.130435,0.086957,0.065217,0.021739,0.000000,0.000000,0.000000
4630409,42,2.119048,1.000000,0.547619,0.333333,0.190476,0.023810,0.023810,0.000000,0.000000,0.000000,0.000000
7251857,46,2.086957,1.000000,0.543478,0.282609,0.173913,0.043478,0.021739,0.021739,0.000000,0.000000,0.000000
5955191,62,1.951613,1.000000,0.451613,0.225806,0.129032,0.064516,0.016129,0.016129,0.016129,0.016129,0.016129
7735093,29,2.379310,1.000000,0.655172,0.379310,0.241379,0.103448,0.000000,0.000000,0.000000,0.000000,0.000000
6615623,55,2.000000,1.000000,0.418182,0.272727,0.145455,0.072727,0.036364,0.036364,0.018182,0.000000,0.000000
785599,43,2.046512,1.000000,0.465116,0.279070,0.116279,0.069767,0.046512,0.023256,0.023256,0.023256,0.000000
7367743,46,2.086957,1.000000,0.543478,0.326087,0.108696,0.021739,0.021739,0.021739,0.021739,0.021739,0.000000
2822245,21,2.619048,1.000000,0.666667,0.523810,0.333333,0.095238,0.000000,0.000000,0.000000,0.000000,0.000000
4318283,20,2.700000,1.000000,0.650000,0.550000,0.300000,0.100000,0.050000,0.050000,0.000000,0.000000,0.000000
3858019,19,2.736842,1.000000,0.473684,0.368421,0.315789,0.210526,0.157895,0.105263,0.105263,0.000000,0.000000
4897565,37,2.189189,1.000000,0.594595,0.324324,0.135135,0.054054,0.027027,0.027027,0.027027,0.000000,0.000000
7338725,70,1.914286,1.000000,0.471429,0.242857,0.128571,0.042857,0.028571,0.000000,0.000000,0.000000,0.000000
8297311,44,2.113636,1.000000,0.522727,0.295455,0.159091,0.068182,0.068182,0.000000,0.000000,0.000000,0.000000
2492071,35,2.200000,1.000000,0.514286,0.371429,0.200000,0.085714,0.028571,0.000000,0.000000,0.000000,0.000000
6291839,43,2.116279,1.000000,0.441860,0.302326,0.186047,0.093023,0.069767,0.023256,0.000000,0.000000,0.000000
4771513,59,1.966102,1.000000,0.457627,0.237288,0.118644,0.050847,0.050847,0.050847,0.000000,0.000000,0.000000
6754699,77,1.883117,1.000000,0.467532,0.220779,0.090909,0.038961,0.025974,0.025974,0.012987,0.000000,0.000000
2230451,54,1.981481,1.000000,0.500000,0.203704,0.148148,0.055556,0.037037,0.018519,0.018519,0.000000,0.000000
335641,64,1.875000,1.000000,0.468750,0.250000,0.140625,0.015625,0.000000,0.000000,0.000000,0.000000,0.000000
2782717,98,1.806122,1.000000,0.418367,0.244898,0.102041,0.020408,0.010204,0.010204,0.000000,0.000000,0.000000
542785,37,2.108108,1.000000,0.621622,0.297297,0.135135,0.027027,0.027027,0.000000,0.000000,0.000000,0.000000
1646497,38,2.131579,1.000000,0.605263,0.289474,0.184211,0.052632,0.000000,0.000000,0.000000,0.000000,0.000000
8336237,34,2.264706,1.000000,0.617647,0.323529,0.176471,0.117647,0.029412,0.000000,0.000000,0.000000,0.000000
4641067,66,1.924242,1.000000,0.545455,0.242424,0.106061,0.030303,0.000000,0.000000,0.000000,0.000000,0.000000
2966407,38,2.157895,1.000000,0.473684,0.289474,0.184211,0.078947,0.052632,0.026316,0.026316,0.026316,0.000000
1662527,72,1.875000,1.000000,0.458333,0.250000,0.125000,0.041667,0.000000,0.000000,0.000000,0.000000,0.000000
7806377,51,2.039216,1.000000,0.509804,0.254902,0.176471,0.098039,0.000000,0.000000,0.000000,0.000000,0.000000
2097277,56,1.964286,1.000000,0.500000,0.267857,0.107143,0.035714,0.017857,0.017857,0.017857,0.000000,0.000000
674957,25,2.360000,1.000000,0.640000,0.280000,0.160000,0.080000,0.040000,0.040000,0.040000,0.040000,0.040000
7039433,70,1.914286,1.000000,0.457143,0.228571,0.100000,0.042857,0.042857,0.028571,0.014286,0.000000,0.000000
3047281,23,2.521739,1.000000,0.652174,0.347826,0.173913,0.086957,0.086957,0.043478,0.043478,0.043478,0.043478
959105,41,2.073171,1.000000,0.560976,0.292683,0.121951,0.073171,0.024390,0.000000,0.000000,0.000000,0.000000
5862751,74,1.891892,1.000000,0.459459,0.229730,0.121622,0.067568,0.013514,0.000000,0.000000,0.000000,0.000000
2850973,86,1.837209,1.000000,0.453488,0.209302,0.116279,0.034884,0.023256,0.000000,0.000000,0.000000,0.000000
7642901,22,2.636364,1.000000,0.681818,0.500000,0.227273,0.136364,0.090909,0.000000,0.000000,0.000000,0.000000
8226937,85,1.858824,1.000000,0.494118,0.223529,0.070588,0.035294,0.023529,0.011765,0.000000,0.000000,0.000000
3639505,82,1.853659,1.000000,0.426829,0.182927,0.109756,0.060976,0.036585,0.012195,0.012195,0.012195,0.000000
3766601,70,1.900000,1.000000,0.442857,0.242857,0.114286,0.042857,0.014286,0.014286,0.014286,0.014286,0.000000
8287753,44,2.113636,1.000000,0.613636,0.340909,0.136364,0.022727,0.000000,0.000000,0.000000,0.000000,0.000000
3351829,24,2.500000,1.000000,0.625000,0.416667,0.250000,0.125000,0.083333,0.000000,0.000000,0.000000,0.000000
7507255,106,1.801887,1.000000,0.424528,0.207547,0.094340,0.047170,0.018868,0.009434,0.000000,0.000000,0.000000
577843,20,2.550000,1.000000,0.700000,0.400000,0.200000,0.100000,0.050000,0.050000,0.050000,0.000000,0.000000
714439,21,2.523810,1.000000,0.666667,0.333333,0.142857,0.095238,0.095238,0.047619,0.047619,0.047619,0.047619
5811829,81,1.864198,1.000000,0.469136,0.197531,0.123457,0.061728,0.012346,0.000000,0.000000,0.000000,0.000000
5815333,98,1.816327,1.000000,0.428571,0.193878,0.122449,0.030612,0.010204,0.010204,0.010204,0.010204,0.000000
4511771,34,2.235294,1.000000,0.500000,0.235294,0.176471,0.117647,0.088235,0.058824,0.058824,0.000000,0.000000
1168615,78,1.846154,1.000000,0.474359,0.217949,0.115385,0.025641,0.012821,0.000000,0.000000,0.000000,0.000000
5557123,35,2.228571,1.000000,0.571429,0.342857,0.200000,0.085714,0.028571,0.000000,0.000000,0.000000,0.000000
3433,53,1.811321,1.000000,0.452830,0.207547,0.113208,0.037736,0.000000,0.000000,0.000000,0.000000,0.000000
4624475,119,1.773109,1.000000,0.420168,0.168067,0.092437,0.042017,0.016807,0.008403,0.008403,0.008403,0.008403
3130319,43,2.093023,1.000000,0.465116,0.325581,0.162791,0.116279,0.023256,0.000000,0.000000,0.000000,0.000000
6570545,67,1.925373,1.000000,0.522388,0.253731,0.119403,0.029851,0.000000,0.000000,0.000000,0.000000,0.000000
3598129,46,2.065217,1.000000,0.521739,0.260870,0.195652,0.065217,0.021739,0.000000,0.000000,0.000000,0.000000
3101755,26,2.423077,1.000000,0.576923,0.423077,0.192308,0.115385,0.076923,0.038462,0.000000,0.000000,0.000000
2136095,85,1.835294,1.000000,0.482353,0.235294,0.082353,0.035294,0.000000,0.000000,0.000000,0.000000,0.000000
7283701,70,1.914286,1.000000,0.442857,0.214286,0.142857,0.057143,0.028571,0.014286,0.014286,0.000000,0.000000
512569,32,2.187500,1.000000,0.687500,0.250000,0.187500,0.062500,0.000000,0.000000,0.000000,0.000000,0.000000
1721977,21,2.571429,1.000000,0.571429,0.285714,0.142857,0.047619,0.047619,0.047619,0.047619,0.047619,0.047619
7100329,58,1.982759,1.000000,0.482759,0.275862,0.137931,0.068966,0.017241,0.000000,0.000000,0.000000,0.000000
5006657,71,1.901408,1.000000,0.478873,0.253521,0.140845,0.028169,0.000000,0.000000,0.000000,0.000000,0.000000
1341541,28,2.321429,1.000000,0.607143,0.464286,0.178571,0.035714,0.035714,0.000000,0.000000,0.000000,0.000000
3392563,24,2.500000,1.000000,0.666667,0.416667,0.208333,0.125000,0.083333,0.000000,0.000000,0.000000,0.000000
5277041,69,1.913043,1.000000,0.492754,0.217391,0.115942,0.043478,0.028986,0.014493,0.000000,0.000000,0.000000
2344789,71,1.887324,1.000000,0.464789,0.225352,0.084507,0.028169,0.028169,0.028169,0.014085,0.014085,0.000000
2896145,28,2.357143,1.000000,0.607143,0.392857,0.214286,0.107143,0.035714,0.000000,0.000000,0.000000,0.000000
4294223,73,1.890411,1.000000,0.452055,0.315068,0.095890,0.027397,0.000000,0.000000,0.000000,0.000000,0.000000
3148507,50,2.020000,1.000000,0.560000,0.300000,0.120000,0.040000,0.000000,0.000000,0.000000,0.000000,0.000000
2056375,46,2.043478,1.000000,0.456522,0.304348,0.173913,0.086957,0.021739,0.000000,0.000000,0.000000,0.000000
2811383,52,2.000000,1.000000,0.480769,0.230769,0.134615,0.057692,0.038462,0.019231,0.019231,0.019231,0.000000
2592355,28,2.357143,1.000000,0.571429,0.321429,0.285714,0.107143,0.071429,0.000000,0.000000,0.000000,0.000000
5910485,62,1.951613,1.000000,0.435484,0.258065,0.145161,0.064516,0.032258,0.016129,0.000000,0.000000,0.000000
4489315,85,1.847059,1.000000,0.458824,0.247059,0.094118,0.035294,0.011765,0.000000,0.000000,0.000000,0.000000
224231,41,2.024390,1.000000,0.560976,0.268293,0.146341,0.048780,0.000000,0.000000,0.000000,0.000000,0.000000
3616141,46,2.065217,1.000000,0.521739,0.347826,0.086957,0.043478,0.043478,0.021739,0.000000,0.000000,0.000000
1844677,41,2.097561,1.000000,0.439024,0.268293,0.195122,0.073171,0.048780,0.024390,0.024390,0.024390,0.000000
5240399,64,1.937500,1.000000,0.468750,0.281250,0.125000,0.031250,0.015625,0.015625,0.000000,0.000000,0.000000
3427673,21,2.619048,1.000000,0.619048,0.333333,0.238095,0.142857,0.095238,0.047619,0.047619,0.047619,0.047619
4362929,49,2.040816,1.000000,0.551020,0.265306,0.163265,0.040816,0.020408,0.000000,0.000000,0.000000,0.000000
4564037,15,3.066667,1.000000,0.733333,0.533333,0.400000,0.200000,0.133333,0.066667,0.000000,0.000000,0.000000
813701,72,1.861111,1.000000,0.458333,0.208333,0.125000,0.041667,0.027778,0.000000,0.000000,0.000000,0.000000
799253,28,2.285714,1.000000,0.571429,0.285714,0.142857,0.107143,0.107143,0.035714,0.035714,0.000000,0.000000
7001311,50,2.040000,1.000000,0.560000,0.260000,0.080000,0.060000,0.040000,0.020000,0.020000,0.000000,0.000000
7829059,116,1.784483,1.000000,0.456897,0.189655,0.086207,0.034483,0.017241,0.000000,0.000000,0.000000,0.000000
1200193,27,2.333333,1.000000,0.629630,0.296296,0.148148,0.074074,0.037037,0.037037,0.037037,0.037037,0.037037
4775737,30,2.333333,1.000000,0.600000,0.366667,0.166667,0.066667,0.066667,0.033333,0.033333,0.000000,0.000000
6182861,31,2.322581,1.000000,0.709677,0.387097,0.225806,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
4967567,54,2.000000,1.000000,0.481481,0.296296,0.148148,0.037037,0.018519,0.018519,0.000000,0.000000,0.000000
1862341,46,2.043478,1.000000,0.500000,0.282609,0.173913,0.043478,0.021739,0.021739,0.000000,0.000000,0.000000
1207045,37,2.135135,1.000000,0.540541,0.324324,0.216216,0.054054,0.000000,0.000000,0.000000,0.000000,0.000000
7671245,46,2.086957,1.000000,0.500000,0.260870,0.130435,0.065217,0.021739,0.021739,0.021739,0.021739,0.021739
7534493,53,2.018868,1.000000,0.584906,0.283019,0.113208,0.037736,0.000000,0.000000,0.000000,0.000000,0.000000
228923,14,2.857143,1.000000,0.642857,0.428571,0.285714,0.142857,0.071429,0.071429,0.071429,0.071429,0.071429
3154171,67,1.910448,1.000000,0.522388,0.208955,0.089552,0.044776,0.029851,0.014925,0.000000,0.000000,0.000000
790387,50,1.980000,1.000000,0.520000,0.260000,0.160000,0.040000,0.000000,0.000000,0.000000,0.000000,0.000000
2183623,58,1.948276,1.000000,0.603448,0.189655,0.051724,0.051724,0.017241,0.017241,0.017241,0.000000,0.000000
1444849,38,2.131579,1.000000,0.631579,0.315789,0.157895,0.026316,0.000000,0.000000,0.000000,0.000000,0.000000
6252901,19,2.789474,1.000000,0.631579,0.473684,0.368421,0.157895,0.105263,0.052632,0.000000,0.000000,0.000000
1799129,29,2.310345,1.000000,0.517241,0.310345,0.172414,0.068966,0.068966,0.068966,0.068966,0.034483,0.000000
302519,66,1.863636,1.000000,0.484848,0.272727,0.075758,0.030303,0.000000,0.000000,0.000000,0.000000,0.000000
1661389,36,2.166667,1.000000,0.583333,0.305556,0.166667,0.055556,0.055556,0.000000,0.000000,0.000000,0.000000
2199671,66,1.909091,1.000000,0.500000,0.227273,0.136364,0.030303,0.015152,0.000000,0.000000,0.000000,0.000000
6351283,48,2.062500,1.000000,0.520833,0.250000,0.166667,0.062500,0.041667,0.020833,0.000000,0.000000,0.000000
6817013,41,2.146341,1.000000,0.512195,0.268293,0.195122,0.097561,0.073171,0.000000,0.000000,0.000000,0.000000
6852401,12,3.500000,1.000000,0.750000,0.583333,0.416667,0.250000,0.166667,0.083333,0.083333,0.083333,0.083333
2742845,69,1.898551,1.000000,0.463768,0.231884,0.130435,0.057971,0.014493,0.000000,0.000000,0.000000,0.000000
5490785,74,1.891892,1.000000,0.554054,0.202703,0.094595,0.027027,0.013514,0.000000,0.000000,0.000000,0.000000
1410017,57,1.947368,1.000000,0.508772,0.263158,0.105263,0.052632,0.017544,0.000000,0.000000,0.000000,0.000000
4503893,90,1.833333,1.000000,0.455556,0.200000,0.088889,0.033333,0.011111,0.011111,0.011111,0.011111,0.011111
2460863,95,1.810526,1.000000,0.452632,0.221053,0.084211,0.031579,0.010526,0.010526,0.000000,0.000000,0.000000
2636441,40,2.125000,1.000000,0.625000,0.350000,0.125000,0.025000,0.000000,0.000000,0.000000,0.000000,0.000000
1742927,53,1.981132,1.000000,0.396226,0.245283,0.132075,0.075472,0.075472,0.037736,0.018868,0.000000,0.000000
5922829,45,2.088889,1.000000,0.511111,0.333333,0.200000,0.044444,0.000000,0.000000,0.000000,0.000000,0.000000
1225499,83,1.831325,1.000000,0.445783,0.204819,0.120482,0.060241,0.000000,0.000000,0.000000,0.000000,0.000000
4098961,22,2.590909,1.000000,0.727273,0.409091,0.272727,0.136364,0.045455,0.000000,0.000000,0.000000,0.000000
2359477,30,2.300000,1.000000,0.666667,0.400000,0.166667,0.066667,0.000000,0.000000,0.000000,0.000000,0.000000
1902151,34,2.205882,1.000000,0.588235,0.352941,0.205882,0.058824,0.000000,0.000000,0.000000,0.000000,0.000000
3669913,70,1.900000,1.000000,0.457143,0.228571,0.114286,0.057143,0.028571,0.014286,0.000000,0.000000,0.000000
3662147,36,2.194444,1.000000,0.555556,0.305556,0.166667,0.055556,0.027778,0.027778,0.027778,0.027778,0.000000
6387311,43,2.116279,1.000000,0.604651,0.325581,0.186047,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
7293151,77,1.883117,1.000000,0.480519,0.207792,0.116883,0.051948,0.012987,0.012987,0.000000,0.000000,0.000000
1812787,17,2.823529,1.000000,0.823529,0.647059,0.352941,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
7466563,87,1.850575,1.000000,0.448276,0.218391,0.114943,0.034483,0.022989,0.011494,0.000000,0.000000,0.000000
3901543,70,1.900000,1.000000,0.442857,0.228571,0.171429,0.028571,0.014286,0.014286,0.000000,0.000000,0.000000
1493429,38,2.131579,1.000000,0.578947,0.289474,0.157895,0.052632,0.026316,0.026316,0.000000,0.000000,0.000000
3394823,89,1.831461,1.000000,0.460674,0.213483,0.089888,0.033708,0.011236,0.011236,0.011236,0.000000,0.000000
3238259,72,1.888889,1.000000,0.513889,0.208333,0.125000,0.027778,0.013889,0.000000,0.000000,0.000000,0.000000
5054437,47,2.063830,1.000000,0.425532,0.319149,0.191489,0.063830,0.042553,0.021277,0.000000,0.000000,0.000000
2640031,170,1.711765,1.000000,0.435294,0.158824,0.070588,0.029412,0.011765,0.005882,0.000000,0.000000,0.000000
5506519,69,1.913043,1.000000,0.478261,0.260870,0.130435,0.028986,0.014493,0.000000,0.000000,0.000000,0.000000
8080823,104,1.807692,1.000000,0.423077,0.182692,0.105769,0.048077,0.028846,0.009615,0.009615,0.000000,0.000000
5556821,57,1.982456,1.000000,0.456140,0.245614,0.157895,0.070175,0.017544,0.017544,0.017544,0.000000,0.000000
8035877,44,2.113636,1.000000,0.568182,0.227273,0.159091,0.068182,0.068182,0.022727,0.000000,0.000000,0.000000
6210617,67,1.925373,1.000000,0.522388,0.223881,0.104478,0.044776,0.029851,0.000000,0.000000,0.000000,0.000000
6748255,33,2.272727,1.000000,0.545455,0.333333,0.181818,0.060606,0.030303,0.030303,0.030303,0.030303,0.030303
7262365,58,1.982759,1.000000,0.568966,0.258621,0.103448,0.034483,0.017241,0.000000,0.000000,0.000000,0.000000
5167897,35,2.228571,1.000000,0.571429,0.342857,0.171429,0.085714,0.028571,0.028571,0.000000,0.000000,0.000000
3173191,31,2.290323,1.000000,0.580645,0.322581,0.193548,0.129032,0.032258,0.032258,0.000000,0.000000,0.000000
1752203,89,1.820225,1.000000,0.426966,0.202247,0.101124,0.056180,0.022472,0.011236,0.000000,0.000000,0.000000
7244615,46,2.086957,1.000000,0.543478,0.217391,0.152174,0.065217,0.043478,0.043478,0.021739,0.000000,0.000000
7614997,51,2.039216,1.000000,0.549020,0.274510,0.117647,0.039216,0.039216,0.019608,0.000000,0.000000,0.000000
4758343,47,2.063830,1.000000,0.531915,0.212766,0.148936,0.042553,0.042553,0.021277,0.021277,0.021277,0.021277
3701911,46,2.065217,1.000000,0.586957,0.260870,0.108696,0.043478,0.021739,0.021739,0.021739,0.000000,0.000000
7993211,75,1.893333,1.000000,0.480000,0.213333,0.120000,0.066667,0.013333,0.000000,0.000000,0.000000,0.000000
7938587,39,2.179487,1.000000,0.564103,0.435897,0.153846,0.025641,0.000000,0.000000,0.000000,0.000000,0.000000
3521923,29,2.344828,1.000000,0.620690,0.379310,0.206897,0.068966,0.034483,0.034483,0.000000,0.000000,0.000000
2654263,52,2.000000,1.000000,0.557692,0.269231,0.096154,0.038462,0.019231,0.019231,0.000000,0.000000,0.000000
6837143,60,1.966667,1.000000,0.466667,0.216667,0.150000,0.066667,0.050000,0.016667,0.000000,0.000000,0.000000
5435539,158,1.727848,1.000000,0.411392,0.183544,0.082278,0.025316,0.006329,0.006329,0.006329,0.006329,0.000000
7428971,46,2.086957,1.000000,0.586957,0.239130,0.130435,0.086957,0.043478,0.000000,0.000000,0.000000,0.000000
464017,46,2.000000,1.000000,0.586957,0.326087,0.086957,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2234477,85,1.835294,1.000000,0.482353,0.211765,0.094118,0.047059,0.000000,0.000000,0.000000,0.000000,0.000000
6584465,36,2.222222,1.000000,0.583333,0.305556,0.166667,0.083333,0.027778,0.027778,0.027778,0.000000,0.000000
1125113,90,1.811111,1.000000,0.444444,0.233333,0.100000,0.033333,0.000000,0.000000,0.000000,0.000000,0.000000
4921399,95,1.821053,1.000000,0.410526,0.221053,0.115789,0.031579,0.021053,0.021053,0.000000,0.000000,0.000000
1731799,53,1.981132,1.000000,0.452830,0.245283,0.132075,0.037736,0.037736,0.037736,0.018868,0.018868,0.000000
3758419,58,1.965517,1.000000,0.482759,0.275862,0.120690,0.051724,0.034483,0.000000,0.000000,0.000000,0.000000
1596253,67,1.895522,1.000000,0.432836,0.238806,0.149254,0.044776,0.014925,0.014925,0.000000,0.000000,0.000000
4752035,18,2.833333,1.000000,0.555556,0.388889,0.277778,0.111111,0.055556,0.055556,0.055556,0.055556,0.055556
6097189,23,2.565217,1.000000,0.521739,0.391304,0.173913,0.086957,0.086957,0.086957,0.086957,0.086957,0.043478
1248403,54,1.962963,1.000000,0.481481,0.296296,0.166667,0.018519,0.000000,0.000000,0.000000,0.000000,0.000000
6215687,67,1.925373,1.000000,0.432836,0.223881,0.134328,0.074627,0.029851,0.014925,0.014925,0.000000,0.000000
911365,41,2.073171,1.000000,0.536585,0.341463,0.121951,0.024390,0.024390,0.024390,0.000000,0.000000,0.000000
3929251,29,2.344828,1.000000,0.517241,0.344828,0.206897,0.103448,0.068966,0.068966,0.034483,0.000000,0.000000
5575735,62,1.951613,1.000000,0.532258,0.241935,0.112903,0.032258,0.032258,0.000000,0.000000,0.000000,0.000000
5030983,35,2.228571,1.000000,0.514286,0.257143,0.171429,0.114286,0.085714,0.057143,0.028571,0.000000,0.000000
6461791,55,2.000000,1.000000,0.490909,0.254545,0.163636,0.054545,0.018182,0.018182,0.000000,0.000000,0.000000
7275253,58,1.982759,1.000000,0.517241,0.206897,0.086207,0.051724,0.017241,0.017241,0.017241,0.017241,0.017241
695695,62,1.903226,1.000000,0.532258,0.209677,0.112903,0.032258,0.016129,0.000000,0.000000,0.000000,0.000000
2827871,81,1.851852,1.000000,0.456790,0.234568,0.123457,0.037037,0.000000,0.000000,0.000000,0.000000,0.000000
2663885,52,2.000000,1.000000,0.480769,0.269231,0.134615,0.038462,0.019231,0.019231,0.019231,0.019231,0.000000
5583431,45,2.088889,1.000000,0.444444,0.266667,0.177778,0.111111,0.044444,0.022222,0.022222,0.000000,0.000000
8238679,56,2.000000,1.000000,0.535714,0.321429,0.125000,0.017857,0.000000,0.000000,0.000000,0.000000,0.000000
3797621,41,2.121951,1.000000,0.536585,0.317073,0.170732,0.097561,0.000000,0.000000,0.000000,0.000000,0.000000
6829619,77,1.883117,1.000000,0.493506,0.194805,0.090909,0.051948,0.025974,0.012987,0.012987,0.000000,0.000000
5714489,40,2.150000,1.000000,0.525000,0.300000,0.200000,0.100000,0.025000,0.000000,0.000000,0.000000,0.000000
5383961,81,1.864198,1.000000,0.456790,0.222222,0.123457,0.049383,0.012346,0.000000,0.000000,0.000000,0.000000
259067,68,1.852941,1.000000,0.441176,0.205882,0.132353,0.058824,0.014706,0.000000,0.000000,0.000000,0.000000
911945,34,2.176471,1.000000,0.529412,0.323529,0.205882,0.088235,0.029412,0.000000,0.000000,0.000000,0.000000
3015403,91,1.824176,1.000000,0.505495,0.208791,0.065934,0.032967,0.010989,0.000000,0.000000,0.000000,0.000000
183739,57,1.894737,1.000000,0.421053,0.263158,0.140351,0.035088,0.017544,0.017544,0.000000,0.000000,0.000000
1805111,65,1.907692,1.000000,0.461538,0.261538,0.123077,0.030769,0.015385,0.015385,0.000000,0.000000,0.000000
7004179,65,1.938462,1.000000,0.492308,0.276923,0.092308,0.046154,0.030769,0.000000,0.000000,0.000000,0.000000
4602203,32,2.281250,1.000000,0.656250,0.375000,0.187500,0.062500,0.000000,0.000000,0.000000,0.000000,0.000000
3405995,77,1.870130,1.000000,0.519481,0.220779,0.116883,0.012987,0.000000,0.000000,0.000000,0.000000,0.000000
5954183,55,2.000000,1.000000,0.545455,0.254545,0.163636,0.018182,0.018182,0.000000,0.000000,0.000000,0.000000
4829765,47,2.063830,1.000000,0.617021,0.319149,0.106383,0.021277,0.000000,0.000000,0.000000,0.000000,0.000000
803651,48,2.000000,1.000000,0.479167,0.270833,0.104167,0.041667,0.041667,0.041667,0.020833,0.000000,0.000000
4194557,56,1.982143,1.000000,0.482143,0.285714,0.125000,0.035714,0.017857,0.017857,0.017857,0.000000,0.000000
2968171,28,2.357143,1.000000,0.607143,0.357143,0.250000,0.107143,0.035714,0.000000,0.000000,0.000000,0.000000
1869235,58,1.948276,1.000000,0.465517,0.258621,0.137931,0.068966,0.017241,0.000000,0.000000,0.000000,0.000000
1789871,53,1.981132,1.000000,0.528302,0.264151,0.150943,0.037736,0.000000,0.000000,0.000000,0.000000,0.000000
5816843,57,1.982456,1.000000,0.526316,0.280702,0.140351,0.035088,0.000000,0.000000,0.000000,0.000000,0.000000
3409309,77,1.870130,1.000000,0.467532,0.233766,0.116883,0.025974,0.012987,0.012987,0.000000,0.000000,0.000000
4499951,34,2.235294,1.000000,0.558824,0.205882,0.147059,0.117647,0.058824,0.058824,0.029412,0.029412,0.029412
3625931,46,2.065217,1.000000,0.521739,0.282609,0.173913,0.043478,0.021739,0.021739,0.000000,0.000000,0.000000
2377265,54,1.981481,1.000000,0.462963,0.277778,0.129630,0.055556,0.055556,0.000000,0.000000,0.000000,0.000000
1772891,38,2.131579,1.000000,0.447368,0.263158,0.210526,0.105263,0.052632,0.026316,0.026316,0.000000,0.000000
4812643,27,2.407407,1.000000,0.481481,0.296296,0.185185,0.148148,0.111111,0.074074,0.037037,0.037037,0.037037
4002245,10,3.800000,1.000000,0.900000,0.700000,0.400000,0.200000,0.200000,0.200000,0.100000,0.100000,0.000000
7572629,31,2.322581,1.000000,0.483871,0.290323,0.193548,0.161290,0.096774,0.064516,0.032258,0.000000,0.000000
41521,81,1.777778,1.000000,0.432099,0.209877,0.098765,0.024691,0.012346,0.000000,0.000000,0.000000,0.000000
1812565,17,2.823529,1.000000,0.764706,0.470588,0.352941,0.058824,0.058824,0.058824,0.058824,0.000000,0.000000
3518065,53,2.000000,1.000000,0.528302,0.245283,0.132075,0.056604,0.018868,0.018868,0.000000,0.000000,0.000000
3876539,27,2.407407,1.000000,0.592593,0.296296,0.222222,0.111111,0.111111,0.037037,0.037037,0.000000,0.000000
5142373,20,2.700000,1.000000,0.650000,0.450000,0.200000,0.100000,0.100000,0.050000,0.050000,0.050000,0.050000
5309,16,2.375000,1.000000,0.687500,0.375000,0.187500,0.062500,0.062500,0.000000,0.000000,0.000000,0.000000
1029527,68,1.882353,1.000000,0.455882,0.235294,0.132353,0.044118,0.014706,0.000000,0.000000,0.000000,0.000000
5987597,35,2.228571,1.000000,0.600000,0.314286,0.142857,0.057143,0.057143,0.028571,0.028571,0.000000,0.000000
3111577,43,2.093023,1.000000,0.581395,0.255814,0.162791,0.046512,0.046512,0.000000,0.000000,0.000000,0.000000
3040477,43,2.093023,1.000000,0.534884,0.255814,0.162791,0.093023,0.046512,0.000000,0.000000,0.000000,0.000000
2270665,90,1.822222,1.000000,0.422222,0.188889,0.122222,0.066667,0.022222,0.000000,0.000000,0.000000,0.000000
4220821,61,1.950820,1.000000,0.557377,0.245902,0.098361,0.032787,0.016393,0.000000,0.000000,0.000000,0.000000
2883545,74,1.878378,1.000000,0.418919,0.216216,0.135135,0.054054,0.027027,0.027027,0.000000,0.000000,0.000000
2694547,35,2.200000,1.000000,0.428571,0.314286,0.200000,0.114286,0.028571,0.028571,0.028571,0.028571,0.028571
5928311,62,1.951613,1.000000,0.516129,0.258065,0.096774,0.048387,0.032258,0.000000,0.000000,0.000000,0.000000
206837,26,2.269231,1.000000,0.538462,0.269231,0.192308,0.115385,0.076923,0.038462,0.038462,0.000000,0.000000
6298597,84,1.857143,1.000000,0.440476,0.214286,0.119048,0.047619,0.023810,0.011905,0.000000,0.000000,0.000000
