n,len,mean_v,frac_ge_1,frac_ge_2,frac_ge_3,frac_ge_4,frac_ge_5,frac_ge_6,frac_ge_7,frac_ge_8,frac_ge_9,frac_ge_10
3209441,149,1.731544,1.000000,0.429530,0.187919,0.087248,0.026846,0.000000,0.000000,0.000000,0.000000,0.000000
4264403,39,2.153846,1.000000,0.538462,0.307692,0.153846,0.102564,0.051282,0.000000,0.000000,0.000000,0.000000
507773,24,2.375000,1.000000,0.500000,0.375000,0.166667,0.083333,0.083333,0.041667,0.041667,0.041667,0.041667
202457,16,2.687500,1.000000,0.625000,0.375000,0.250000,0.187500,0.125000,0.062500,0.062500,0.000000,0.000000
3331493,55,1.981818,1.000000,0.490909,0.254545,0.163636,0.054545,0.018182,0.000000,0.000000,0.000000,0.000000
1972703,63,1.920635,1.000000,0.412698,0.222222,0.142857,0.079365,0.031746,0.015873,0.015873,0.000000,0.000000
225151,26,2.269231,1.000000,0.461538,0.307692,0.192308,0.076923,0.076923,0.038462,0.038462,0.038462,0.038462
1571557,21,2.571429,1.000000,0.666667,0.571429,0.238095,0.047619,0.047619,0.000000,0.000000,0.000000,0.000000
2916023,86,1.837209,1.000000,0.453488,0.209302,0.104651,0.046512,0.023256,0.000000,0.000000,0.000000,0.000000
4377409,73,1.890411,1.000000,0.424658,0.205479,0.123288,0.054795,0.027397,0.027397,0.027397,0.000000,0.000000
2763983,64,1.921875,1.000000,0.515625,0.265625,0.078125,0.046875,0.015625,0.000000,0.000000,0.000000,0.000000
5281613,40,2.150000,1.000000,0.475000,0.300000,0.175000,0.100000,0.050000,0.050000,0.000000,0.000000,0.000000
539477,56,1.928571,1.000000,0.410714,0.214286,0.142857,0.053571,0.035714,0.035714,0.017857,0.017857,0.000000
8246077,75,1.893333,1.000000,0.466667,0.213333,0.120000,0.066667,0.026667,0.000000,0.000000,0.000000,0.000000
4683383,42,2.119048,1.000000,0.547619,0.285714,0.142857,0.095238,0.047619,0.000000,0.000000,0.000000,0.000000
5040607,124,1.766129,1.000000,0.427419,0.201613,0.104839,0.016129,0.008065,0.008065,0.000000,0.000000,0.000000
7280333,70,1.914286,1.000000,0.500000,0.271429,0.114286,0.028571,0.000000,0.000000,0.000000,0.000000,0.000000
2359703,30,2.300000,1.000000,0.700000,0.366667,0.166667,0.033333,0.033333,0.000000,0.000000,0.000000,0.000000
8387401,56,2.000000,1.000000,0.517857,0.285714,0.142857,0.035714,0.017857,0.000000,0.000000,0.000000,0.000000
704377,52,1.961538,1.000000,0.480769,0.269231,0.173077,0.038462,0.000000,0.000000,0.000000,0.000000,0.000000
3067711,50,2.020000,1.000000,0.580000,0.320000,0.060000,0.020000,0.020000,0.020000,0.000000,0.000000,0.000000
437149,29,2.241379,1.000000,0.586207,0.275862,0.172414,0.103448,0.068966,0.034483,0.000000,0.000000,0.000000
4394051,15,3.066667,1.000000,0.733333,0.600000,0.333333,0.200000,0.133333,0.066667,0.000000,0.000000,0.000000
5582113,81,1.864198,1.000000,0.407407,0.222222,0.135802,0.061728,0.037037,0.000000,0.000000,0.000000,0.000000
6574093,55,2.000000,1.000000,0.527273,0.272727,0.127273,0.054545,0.018182,0.000000,0.000000,0.000000,0.000000
5171899,52,2.019231,1.000000,0.538462,0.269231,0.096154,0.057692,0.038462,0.019231,0.000000,0.000000,0.000000
953543,51,1.980392,1.000000,0.509804,0.274510,0.098039,0.039216,0.039216,0.019608,0.000000,0.000000,0.000000
4310399,37,2.189189,1.000000,0.567568,0.324324,0.216216,0.027027,0.027027,0.027027,0.000000,0.000000,0.000000
226097,17,2.647059,1.000000,0.647059,0.470588,0.176471,0.058824,0.058824,0.058824,0.058824,0.058824,0.058824
3657449,46,2.065217,1.000000,0.456522,0.282609,0.173913,0.108696,0.021739,0.021739,0.000000,0.000000,0.000000
2656165,28,2.357143,1.000000,0.500000,0.321429,0.178571,0.071429,0.071429,0.035714,0.035714,0.035714,0.035714
8335703,34,2.264706,1.000000,0.617647,0.294118,0.235294,0.117647,0.000000,0.000000,0.000000,0.000000,0.000000
7611979,41,2.146341,1.000000,0.536585,0.317073,0.195122,0.073171,0.024390,0.000000,0.000000,0.000000,0.000000
6551395,24,2.541667,1.000000,0.708333,0.375000,0.291667,0.083333,0.083333,0.000000,0.000000,0.000000,0.000000
5339645,93,1.827957,1.000000,0.462366,0.236559,0.096774,0.021505,0.010753,0.000000,0.000000,0.000000,0.000000
7952201,39,2.179487,1.000000,0.641026,0.384615,0.128205,0.025641,0.000000,0.000000,0.000000,0.000000,0.000000
911237,24,2.416667,1.000000,0.583333,0.416667,0.333333,0.083333,0.000000,0.000000,0.000000,0.000000,0.000000
8042395,92,1.836957,1.000000,0.489130,0.217391,0.086957,0.032609,0.010870,0.000000,0.000000,0.000000,0.000000
846599,53,1.962264,1.000000,0.490566,0.301887,0.075472,0.037736,0.037736,0.018868,0.000000,0.000000,0.000000
156229,59,1.881356,1.000000,0.457627,0.203390,0.118644,0.050847,0.033898,0.016949,0.000000,0.000000,0.000000
4245143,73,1.890411,1.000000,0.452055,0.191781,0.095890,0.041096,0.041096,0.041096,0.013699,0.013699,0.000000
2598583,30,2.300000,1.000000,0.566667,0.333333,0.166667,0.133333,0.066667,0.033333,0.000000,0.000000,0.000000
5731817,38,2.184211,1.000000,0.552632,0.263158,0.210526,0.105263,0.052632,0.000000,0.000000,0.000000,0.000000
2737243,81,1.851852,1.000000,0.407407,0.185185,0.123457,0.061728,0.037037,0.024691,0.012346,0.000000,0.000000
1977295,39,2.128205,1.000000,0.641026,0.307692,0.128205,0.051282,0.000000,0.000000,0.000000,0.000000,0.000000
2519063,71,1.887324,1.000000,0.478873,0.225352,0.126761,0.056338,0.000000,0.000000,0.000000,0.000000,0.000000
3197191,38,2.157895,1.000000,0.578947,0.342105,0.157895,0.078947,0.000000,0.000000,0.000000,0.000000,0.000000
6856643,82,1.865854,1.000000,0.439024,0.207317,0.134146,0.036585,0.024390,0.012195,0.012195,0.000000,0.000000
7681631,46,2.086957,1.000000,0.521739,0.282609,0.173913,0.065217,0.021739,0.021739,0.000000,0.000000,0.000000
4839515,107,1.794393,1.000000,0.383178,0.205607,0.130841,0.028037,0.018692,0.009346,0.009346,0.009346,0.000000
3082031,55,1.981818,1.000000,0.472727,0.290909,0.145455,0.054545,0.018182,0.000000,0.000000,0.000000,0.000000
8095447,68,1.926471,1.000000,0.441176,0.220588,0.132353,0.058824,0.029412,0.014706,0.014706,0.014706,0.000000
5554285,122,1.770492,1.000000,0.434426,0.172131,0.098361,0.049180,0.016393,0.000000,0.000000,0.000000,0.000000
6275515,43,2.116279,1.000000,0.604651,0.325581,0.116279,0.046512,0.023256,0.000000,0.000000,0.000000,0.000000
1350109,11,3.454545,1.000000,0.727273,0.545455,0.272727,0.181818,0.090909,0.090909,0.090909,0.090909,0.090909
4786537,49,2.040816,1.000000,0.489796,0.265306,0.163265,0.081633,0.020408,0.020408,0.000000,0.000000,0.000000
2975665,57,1.964912,1.000000,0.491228,0.228070,0.140351,0.070175,0.035088,0.000000,0.000000,0.000000,0.000000
6290075,60,1.966667,1.000000,0.566667,0.250000,0.133333,0.016667,0.000000,0.000000,0.000000,0.000000,0.000000
6723931,125,1.768000,1.000000,0.408000,0.192000,0.112000,0.032000,0.016000,0.008000,0.000000,0.000000,0.000000
4120891,68,1.911765,1.000000,0.485294,0.235294,0.117647,0.044118,0.029412,0.000000,0.000000,0.000000,0.000000
6471959,84,1.857143,1.000000,0.476190,0.226190,0.107143,0.047619,0.000000,0.000000,0.000000,0.000000,0.000000
704899,50,1.980000,1.000000,0.580000,0.240000,0.120000,0.020000,0.020000,0.000000,0.000000,0.000000,0.000000
5508305,33,2.272727,1.000000,0.696970,0.393939,0.151515,0.030303,0.000000,0.000000,0.000000,0.000000,0.000000
615967,66,1.878788,1.000000,0.530303,0.212121,0.121212,0.015152,0.000000,0.000000,0.000000,0.000000,0.000000
2620841,40,2.125000,1.000000,0.600000,0.325000,0.150000,0.050000,0.000000,0.000000,0.000000,0.000000,0.000000
5681657,30,2.333333,1.000000,0.600000,0.300000,0.200000,0.133333,0.033333,0.033333,0.033333,0.000000,0.000000
1976689,17,2.823529,1.000000,0.705882,0.529412,0.294118,0.235294,0.058824,0.000000,0.000000,0.000000,0.000000
5182027,30,2.333333,1.000000,0.600000,0.400000,0.200000,0.100000,0.033333,0.000000,0.000000,0.000000,0.000000
4866415,37,2.189189,1.000000,0.513514,0.324324,0.216216,0.135135,0.000000,0.000000,0.000000,0.000000,0.000000
5620621,52,2.019231,1.000000,0.461538,0.269231,0.153846,0.038462,0.019231,0.019231,0.019231,0.019231,0.019231
2647801,40,2.125000,1.000000,0.500000,0.275000,0.125000,0.100000,0.075000,0.025000,0.025000,0.000000,0.000000
1689835,67,1.895522,1.000000,0.507463,0.208955,0.104478,0.059701,0.014925,0.000000,0.000000,0.000000,0.000000
2132275,32,2.250000,1.000000,0.562500,0.343750,0.156250,0.062500,0.031250,0.031250,0.031250,0.031250,0.000000
5183711,76,1.881579,1.000000,0.460526,0.263158,0.118421,0.039474,0.000000,0.000000,0.000000,0.000000,0.000000
1078933,20,2.600000,1.000000,0.600000,0.500000,0.300000,0.100000,0.100000,0.000000,0.000000,0.000000,0.000000
1198345,37,2.135135,1.000000,0.486486,0.243243,0.189189,0.108108,0.027027,0.027027,0.027027,0.027027,0.000000
2575307,40,2.125000,1.000000,0.550000,0.325000,0.150000,0.050000,0.025000,0.025000,0.000000,0.000000,0.000000
7387477,58,1.982759,1.000000,0.500000,0.241379,0.120690,0.034483,0.017241,0.017241,0.017241,0.017241,0.017241
3118913,55,1.981818,1.000000,0.490909,0.236364,0.127273,0.054545,0.036364,0.018182,0.018182,0.000000,0.000000
5285423,69,1.913043,1.000000,0.463768,0.260870,0.115942,0.028986,0.028986,0.014493,0.000000,0.000000,0.000000
6415789,48,2.062500,1.000000,0.625000,0.250000,0.083333,0.041667,0.041667,0.020833,0.000000,0.000000,0.000000
2390305,30,2.300000,1.000000,0.566667,0.400000,0.166667,0.100000,0.066667,0.000000,0.000000,0.000000,0.000000
2082035,68,1.897059,1.000000,0.470588,0.220588,0.088235,0.044118,0.014706,0.014706,0.014706,0.014706,0.014706
3669229,29,2.344828,1.000000,0.620690,0.413793,0.172414,0.068966,0.034483,0.034483,0.000000,0.000000,0.000000
80635,20,2.400000,1.000000,0.550000,0.350000,0.150000,0.100000,0.050000,0.050000,0.050000,0.050000,0.050000
2656691,93,1.817204,1.000000,0.430108,0.236559,0.118280,0.032258,0.000000,0.000000,0.000000,0.000000,0.000000
7140893,58,1.982759,1.000000,0.482759,0.275862,0.103448,0.051724,0.034483,0.034483,0.000000,0.000000,0.000000
1354813,16,2.875000,1.000000,0.625000,0.500000,0.250000,0.125000,0.125000,0.062500,0.062500,0.062500,0.062500
275965,49,1.959184,1.000000,0.428571,0.224490,0.163265,0.081633,0.040816,0.020408,0.000000,0.000000,0.000000
1495603,38,2.131579,1.000000,0.578947,0.368421,0.157895,0.026316,0.000000,0.000000,0.000000,0.000000,0.000000
4309907,32,2.281250,1.000000,0.625000,0.375000,0.187500,0.062500,0.031250,0.000000,0.000000,0.000000,0.000000
2279639,25,2.440000,1.000000,0.480000,0.360000,0.160000,0.040000,0.040000,0.040000,0.040000,0.040000,0.040000
2208643,66,1.909091,1.000000,0.545455,0.242424,0.106061,0.015152,0.000000,0.000000,0.000000,0.000000,0.000000
6192943,67,1.925373,1.000000,0.462687,0.268657,0.134328,0.044776,0.014925,0.000000,0.000000,0.000000,0.000000
5857331,62,1.951613,1.000000,0.483871,0.225806,0.129032,0.064516,0.048387,0.000000,0.000000,0.000000,0.000000
3139469,50,2.020000,1.000000,0.440000,0.280000,0.160000,0.060000,0.040000,0.040000,0.000000,0.000000,0.000000
1711291,55,1.963636,1.000000,0.527273,0.236364,0.127273,0.054545,0.018182,0.000000,0.000000,0.000000,0.000000
681653,33,2.181818,1.000000,0.606061,0.242424,0.181818,0.121212,0.030303,0.000000,0.000000,0.000000,0.000000
3208195,60,1.950000,1.000000,0.500000,0.216667,0.150000,0.033333,0.033333,0.016667,0.000000,0.000000,0.000000
5426419,57,1.982456,1.000000,0.543860,0.280702,0.122807,0.035088,0.000000,0.000000,0.000000,0.000000,0.000000
930001,58,1.931034,1.000000,0.482759,0.241379,0.120690,0.051724,0.034483,0.000000,0.000000,0.000000,0.000000
8365469,80,1.875000,1.000000,0.450000,0.200000,0.125000,0.062500,0.025000,0.012500,0.000000,0.000000,0.000000
2620495,40,2.125000,1.000000,0.525000,0.250000,0.150000,0.075000,0.050000,0.025000,0.025000,0.025000,0.000000
5677163,81,1.864198,1.000000,0.469136,0.209877,0.111111,0.049383,0.024691,0.000000,0.000000,0.000000,0.000000
397457,48,1.979167,1.000000,0.583333,0.229167,0.104167,0.041667,0.020833,0.000000,0.000000,0.000000,0.000000
4553155,42,2.119048,1.000000,0.452381,0.309524,0.166667,0.095238,0.071429,0.023810,0.000000,0.000000,0.000000
4059413,80,1.862500,1.000000,0.462500,0.225000,0.112500,0.037500,0.025000,0.000000,0.000000,0.000000,0.000000
4837835,42,2.119048,1.000000,0.595238,0.309524,0.166667,0.047619,0.000000,0.000000,0.000000,0.000000,0.000000
577387,32,2.187500,1.000000,0.625000,0.312500,0.187500,0.062500,0.000000,0.000000,0.000000,0.000000,0.000000
5925985,47,2.063830,1.000000,0.489362,0.234043,0.127660,0.063830,0.042553,0.042553,0.021277,0.021277,0.021277
3882749,60,1.950000,1.000000,0.466667,0.283333,0.083333,0.050000,0.033333,0.016667,0.016667,0.000000,0.000000
739097,86,1.813953,1.000000,0.476744,0.220930,0.081395,0.034884,0.000000,0.000000,0.000000,0.000000,0.000000
3153275,60,1.950000,1.000000,0.516667,0.233333,0.150000,0.050000,0.000000,0.000000,0.000000,0.000000,0.000000
4197413,32,2.281250,1.000000,0.562500,0.375000,0.187500,0.062500,0.031250,0.031250,0.031250,0.000000,0.000000
2476843,83,1.843373,1.000000,0.469880,0.180723,0.096386,0.048193,0.024096,0.024096,0.000000,0.000000,0.000000
8016251,56,2.000000,1.000000,0.553571,0.250000,0.125000,0.053571,0.017857,0.000000,0.000000,0.000000,0.000000
3629335,53,2.000000,1.000000,0.452830,0.264151,0.169811,0.075472,0.018868,0.018868,0.000000,0.000000,0.000000
2726573,33,2.242424,1.000000,0.727273,0.303030,0.181818,0.030303,0.000000,0.000000,0.000000,0.000000,0.000000
911075,14,3.000000,1.000000,0.571429,0.428571,0.285714,0.214286,0.214286,0.142857,0.142857,0.000000,0.000000
3124639,52,2.000000,1.000000,0.442308,0.269231,0.134615,0.057692,0.019231,0.019231,0.019231,0.019231,0.019231
2042879,75,1.866667,1.000000,0.453333,0.173333,0.106667,0.053333,0.026667,0.026667,0.026667,0.000000,0.000000
4148099,22,2.590909,1.000000,0.636364,0.409091,0.318182,0.181818,0.045455,0.000000,0.000000,0.000000,0.000000
856993,84,1.821429,1.000000,0.452381,0.238095,0.095238,0.023810,0.011905,0.000000,0.000000,0.000000,0.000000
431297,24,2.375000,1.000000,0.666667,0.333333,0.125000,0.041667,0.041667,0.041667,0.041667,0.041667,0.041667
5480861,45,2.088889,1.000000,0.555556,0.266667,0.133333,0.066667,0.022222,0.022222,0.022222,0.000000,0.000000
1661101,60,1.933333,1.000000,0.483333,0.250000,0.116667,0.066667,0.016667,0.000000,0.000000,0.000000,0.000000
6443891,9,4.111111,1.000000,0.777778,0.666667,0.444444,0.333333,0.111111,0.111111,0.111111,0.111111,0.111111
6392863,38,2.184211,1.000000,0.526316,0.289474,0.184211,0.105263,0.052632,0.026316,0.000000,0.000000,0.000000
4460239,85,1.847059,1.000000,0.423529,0.200000,0.129412,0.058824,0.023529,0.011765,0.000000,0.000000,0.000000
1515901,38,2.131579,1.000000,0.552632,0.421053,0.157895,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6731863,19,2.789474,1.000000,0.684211,0.421053,0.368421,0.157895,0.105263,0.052632,0.000000,0.000000,0.000000
2499385,35,2.200000,1.000000,0.542857,0.285714,0.171429,0.057143,0.057143,0.028571,0.028571,0.028571,0.000000
6934693,31,2.322581,1.000000,0.645161,0.387097,0.161290,0.096774,0.032258,0.000000,0.000000,0.000000,0.000000
4713815,42,2.119048,1.000000,0.500000,0.309524,0.166667,0.071429,0.047619,0.023810,0.000000,0.000000,0.000000
2963347,38,2.157895,1.000000,0.526316,0.342105,0.210526,0.052632,0.026316,0.000000,0.000000,0.000000,0.000000
609293,15,2.866667,1.000000,0.666667,0.533333,0.266667,0.066667,0.066667,0.066667,0.066667,0.066667,0.066667
3293621,101,1.801980,1.000000,0.455446,0.207921,0.089109,0.039604,0.009901,0.000000,0.000000,0.000000,0.000000
2811931,33,2.242424,1.000000,0.545455,0.272727,0.151515,0.090909,0.060606,0.060606,0.030303,0.030303,0.000000
3354025,24,2.500000,1.000000,0.625000,0.375000,0.250000,0.125000,0.083333,0.041667,0.000000,0.000000,0.000000
1713889,60,1.933333,1.000000,0.450000,0.266667,0.133333,0.050000,0.016667,0.016667,0.000000,0.000000,0.000000
805127,84,1.821429,1.000000,0.452381,0.238095,0.107143,0.023810,0.000000,0.000000,0.000000,0.000000,0.000000
3743111,34,2.235294,1.000000,0.470588,0.294118,0.176471,0.088235,0.088235,0.058824,0.029412,0.029412,0.000000
8264797,68,1.926471,1.000000,0.455882,0.235294,0.132353,0.058824,0.014706,0.014706,0.014706,0.000000,0.000000
5635619,57,1.982456,1.000000,0.473684,0.263158,0.105263,0.052632,0.017544,0.017544,0.017544,0.017544,0.017544
1317853,64,1.906250,1.000000,0.500000,0.281250,0.078125,0.031250,0.015625,0.000000,0.000000,0.000000,0.000000
5585657,57,1.982456,1.000000,0.508772,0.263158,0.140351,0.017544,0.017544,0.017544,0.017544,0.000000,0.000000
5092865,23,2.565217,1.000000,0.695652,0.347826,0.260870,0.130435,0.086957,0.043478,0.000000,0.000000,0.000000
8299181,68,1.926471,1.000000,0.485294,0.220588,0.117647,0.073529,0.029412,0.000000,0.000000,0.000000,0.000000
4855913,35,2.228571,1.000000,0.542857,0.285714,0.200000,0.114286,0.057143,0.028571,0.000000,0.000000,0.000000
6652363,72,1.902778,1.000000,0.541667,0.166667,0.097222,0.041667,0.013889,0.013889,0.013889,0.013889,0.000000
5542165,21,2.666667,1.000000,0.761905,0.428571,0.285714,0.142857,0.047619,0.000000,0.000000,0.000000,0.000000
5084539,52,2.019231,1.000000,0.557692,0.230769,0.115385,0.038462,0.038462,0.038462,0.000000,0.000000,0.000000
1802965,17,2.823529,1.000000,0.705882,0.470588,0.235294,0.176471,0.176471,0.058824,0.000000,0.000000,0.000000
6294877,31,2.322581,1.000000,0.580645,0.419355,0.225806,0.064516,0.032258,0.000000,0.000000,0.000000,0.000000
5404157,88,1.840909,1.000000,0.454545,0.215909,0.113636,0.034091,0.011364,0.011364,0.000000,0.000000,0.000000
7979843,56,2.000000,1.000000,0.464286,0.267857,0.214286,0.035714,0.017857,0.000000,0.000000,0.000000,0.000000
2763769,40,2.125000,1.000000,0.575000,0.250000,0.150000,0.100000,0.025000,0.025000,0.000000,0.000000,0.000000
7226105,26,2.461538,1.000000,0.538462,0.346154,0.230769,0.115385,0.076923,0.076923,0.076923,0.000000,0.000000
2829773,40,2.125000,1.000000,0.475000,0.325000,0.150000,0.075000,0.050000,0.050000,0.000000,0.000000,0.000000
7709161,80,1.875000,1.000000,0.500000,0.200000,0.112500,0.037500,0.025000,0.000000,0.000000,0.000000,0.000000
3133805,43,2.093023,1.000000,0.488372,0.279070,0.139535,0.046512,0.046512,0.023256,0.023256,0.023256,0.023256
1843951,55,1.963636,1.000000,0.472727,0.200000,0.145455,0.054545,0.054545,0.018182,0.018182,0.000000,0.000000
6204467,67,1.925373,1.000000,0.507463,0.268657,0.089552,0.044776,0.014925,0.000000,0.000000,0.000000,0.000000
4209887,41,2.121951,1.000000,0.585366,0.243902,0.097561,0.048780,0.048780,0.024390,0.024390,0.024390,0.024390
5145239,30,2.333333,1.000000,0.500000,0.333333,0.266667,0.100000,0.066667,0.066667,0.000000,0.000000,0.000000
6153653,26,2.461538,1.000000,0.615385,0.461538,0.230769,0.115385,0.038462,0.000000,0.000000,0.000000,0.000000
3265745,38,2.157895,1.000000,0.526316,0.289474,0.184211,0.078947,0.052632,0.026316,0.000000,0.000000,0.000000
2309933,49,2.020408,1.000000,0.448980,0.265306,0.163265,0.061224,0.040816,0.040816,0.000000,0.000000,0.000000
3611795,26,2.423077,1.000000,0.653846,0.384615,0.115385,0.076923,0.038462,0.038462,0.038462,0.038462,0.038462
7250549,34,2.264706,1.000000,0.617647,0.264706,0.205882,0.117647,0.058824,0.000000,0.000000,0.000000,0.000000
82391,52,1.903846,1.000000,0.461538,0.192308,0.115385,0.038462,0.019231,0.019231,0.019231,0.019231,0.019231
6600365,67,1.925373,1.000000,0.567164,0.223881,0.104478,0.029851,0.000000,0.000000,0.000000,0.000000,0.000000
2001743,29,2.310345,1.000000,0.586207,0.379310,0.206897,0.068966,0.034483,0.034483,0.000000,0.000000,0.000000
6128257,16,3.000000,1.000000,0.625000,0.375000,0.312500,0.125000,0.125000,0.125000,0.125000,0.062500,0.062500
5492581,33,2.272727,1.000000,0.575758,0.333333,0.242424,0.030303,0.030303,0.030303,0.030303,0.000000,0.000000
91667,45,1.955556,1.000000,0.488889,0.244444,0.111111,0.044444,0.022222,0.022222,0.022222,0.000000,0.000000
4923973,83,1.855422,1.000000,0.457831,0.265060,0.108434,0.024096,0.000000,0.000000,0.000000,0.000000,0.000000
2172113,37,2.162162,1.000000,0.621622,0.270270,0.108108,0.054054,0.054054,0.027027,0.027027,0.000000,0.000000
8273951,73,1.904110,1.000000,0.479452,0.191781,0.123288,0.054795,0.041096,0.013699,0.000000,0.000000,0.000000
6092501,23,2.565217,1.000000,0.521739,0.304348,0.217391,0.173913,0.130435,0.086957,0.043478,0.043478,0.043478
1592761,31,2.258065,1.000000,0.612903,0.387097,0.161290,0.064516,0.032258,0.000000,0.000000,0.000000,0.000000
1138325,42,2.071429,1.000000,0.476190,0.285714,0.166667,0.095238,0.047619,0.000000,0.000000,0.000000,0.000000
4307297,56,1.982143,1.000000,0.535714,0.196429,0.125000,0.071429,0.035714,0.017857,0.000000,0.000000,0.000000
2762951,45,2.066667,1.000000,0.577778,0.288889,0.088889,0.022222,0.022222,0.022222,0.022222,0.022222,0.000000
5700703,50,2.040000,1.000000,0.600000,0.320000,0.120000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
7455719,70,1.914286,1.000000,0.457143,0.257143,0.114286,0.057143,0.014286,0.014286,0.000000,0.000000,0.000000
4954117,59,1.966102,1.000000,0.525424,0.220339,0.152542,0.050847,0.016949,0.000000,0.000000,0.000000,0.000000
3977387,39,2.153846,1.000000,0.641026,0.384615,0.102564,0.025641,0.000000,0.000000,0.000000,0.000000,0.000000
3991613,39,2.153846,1.000000,0.512821,0.358974,0.179487,0.102564,0.000000,0.000000,0.000000,0.000000,0.000000
3755267,43,2.093023,1.000000,0.418605,0.279070,0.162791,0.093023,0.046512,0.046512,0.046512,0.000000,0.000000
5796407,86,1.848837,1.000000,0.453488,0.209302,0.127907,0.034884,0.011628,0.011628,0.000000,0.000000,0.000000
6224489,21,2.666667,1.000000,0.571429,0.428571,0.333333,0.190476,0.047619,0.047619,0.047619,0.000000,0.000000
847409,41,2.073171,1.000000,0.512195,0.219512,0.170732,0.073171,0.048780,0.024390,0.024390,0.000000,0.000000
2861531,40,2.125000,1.000000,0.525000,0.375000,0.175000,0.050000,0.000000,0.000000,0.000000,0.000000,0.000000
2670721,69,1.898551,1.000000,0.449275,0.231884,0.159420,0.028986,0.028986,0.000000,0.000000,0.000000,0.000000
3149645,79,1.860759,1.000000,0.430380,0.240506,0.113924,0.050633,0.012658,0.012658,0.000000,0.000000,0.000000
5765099,81,1.864198,1.000000,0.469136,0.185185,0.135802,0.037037,0.024691,0.012346,0.000000,0.000000,0.000000
942533,46,2.021739,1.000000,0.456522,0.239130,0.173913,0.086957,0.021739,0.021739,0.021739,0.000000,0.000000
4422335,73,1.890411,1.000000,0.506849,0.219178,0.095890,0.054795,0.013699,0.000000,0.000000,0.000000,0.000000
6266707,67,1.925373,1.000000,0.462687,0.283582,0.089552,0.044776,0.029851,0.014925,0.000000,0.000000,0.000000
1053139,56,1.946429,1.000000,0.446429,0.232143,0.125000,0.053571,0.035714,0.017857,0.017857,0.017857,0.000000
1279933,71,1.873239,1.000000,0.394366,0.225352,0.140845,0.084507,0.028169,0.000000,0.000000,0.000000,0.000000
1677031,84,1.833333,1.000000,0.440476,0.238095,0.107143,0.047619,0.000000,0.000000,0.000000,0.000000,0.000000
2293457,22,2.545455,1.000000,0.727273,0.272727,0.227273,0.090909,0.045455,0.045455,0.045455,0.045455,0.045455
6450067,28,2.392857,1.000000,0.428571,0.250000,0.214286,0.071429,0.071429,0.035714,0.035714,0.035714,0.035714
359941,57,1.912281,1.000000,0.438596,0.210526,0.140351,0.052632,0.035088,0.035088,0.000000,0.000000,0.000000
5555227,74,1.891892,1.000000,0.472973,0.243243,0.121622,0.027027,0.013514,0.013514,0.000000,0.000000,0.000000
141767,25,2.280000,1.000000,0.600000,0.280000,0.160000,0.120000,0.080000,0.040000,0.000000,0.000000,0.000000
2032363,34,2.205882,1.000000,0.500000,0.352941,0.205882,0.088235,0.029412,0.029412,0.000000,0.000000,0.000000
5631761,42,2.119048,1.000000,0.500000,0.309524,0.142857,0.047619,0.023810,0.023810,0.023810,0.023810,0.023810
8323199,73,1.904110,1.000000,0.493151,0.246575,0.109589,0.027397,0.027397,0.000000,0.000000,0.000000,0.000000
4780115,30,2.333333,1.000000,0.566667,0.400000,0.200000,0.066667,0.066667,0.033333,0.000000,0.000000,0.000000
1241315,47,2.021277,1.000000,0.425532,0.234043,0.148936,0.063830,0.042553,0.042553,0.021277,0.021277,0.021277
1444283,52,1.980769,1.000000,0.461538,0.269231,0.153846,0.076923,0.019231,0.000000,0.000000,0.000000,0.000000
3862909,75,1.880000,1.000000,0.453333,0.253333,0.106667,0.040000,0.013333,0.013333,0.000000,0.000000,0.000000
4704847,66,1.924242,1.000000,0.484848,0.242424,0.121212,0.045455,0.015152,0.015152,0.000000,0.000000,0.000000
8332129,63,1.952381,1.000000,0.444444,0.269841,0.142857,0.063492,0.015873,0.015873,0.000000,0.000000,0.000000
2588957,30,2.300000,1.000000,0.666667,0.300000,0.200000,0.100000,0.033333,0.000000,0.000000,0.000000,0.000000
3963865,51,2.019608,1.000000,0.509804,0.235294,0.137255,0.058824,0.019608,0.019608,0.019608,0.019608,0.000000
3671845,36,2.194444,1.000000,0.527778,0.333333,0.166667,0.055556,0.055556,0.027778,0.027778,0.000000,0.000000
7132583,53,2.018868,1.000000,0.490566,0.301887,0.113208,0.056604,0.037736,0.018868,0.000000,0.000000,0.000000
7734967,75,1.893333,1.000000,0.480000,0.226667,0.106667,0.040000,0.026667,0.013333,0.000000,0.000000,0.000000
6487849,55,2.000000,1.000000,0.472727,0.290909,0.145455,0.054545,0.018182,0.018182,0.000000,0.000000,0.000000
7364401,7,4.857143,1.000000,0.857143,0.571429,0.571429,0.285714,0.285714,0.142857,0.142857,0.142857,0.142857
1435715,74,1.864865,1.000000,0.486486,0.229730,0.108108,0.027027,0.013514,0.000000,0.000000,0.000000,0.000000
2645843,69,1.898551,1.000000,0.492754,0.246377,0.115942,0.014493,0.014493,0.014493,0.000000,0.000000,0.000000
6334169,31,2.322581,1.000000,0.612903,0.387097,0.193548,0.096774,0.032258,0.000000,0.000000,0.000000,0.000000
4806083,59,1.966102,1.000000,0.576271,0.237288,0.118644,0.033898,0.000000,0.000000,0.000000,0.000000,0.000000
