,Mean,MCSE,StdDev,MAD,5%,50%,95%,ESS_bulk,ESS_tail,R_hat
lp__,-8895260.0,0.31903,6.98871,0.0,-8895270.0,-8895260.0,-8895250.0,522.213,636.673,1.00922
mu_alpha,2.91969,0.112638,1.95915,2.02029,-0.41678,2.99823,6.01016,308.815,487.641,1.00899
mu_beta,10.4475,0.000868662,0.051488,0.0490741,10.3628,10.4473,10.5323,3608.3,1383.58,1.00251
tau_alpha,11.6989,0.0474995,1.08252,1.04049,10.0422,11.6142,13.5864,539.037,637.26,1.00657
tau_beta,0.0671294,0.00217963,0.0479329,0.0486461,0.00631694,0.0574156,0.160714,545.618,752.151,1.00299
alpha_z[1],-0.462924,0.00986624,0.197709,0.192067,-0.797128,-0.458762,-0.149801,404.98,746.349,1.00694
alpha_z[2],-0.462847,0.0101414,0.195961,0.184664,-0.783214,-0.462863,-0.140497,382.285,673.608,1.00704
alpha_z[3],-1.54102,0.0119618,0.24293,0.246475,-1.94452,-1.53031,-1.15743,424.232,680.438,1.00851
alpha_z[4],0.558731,0.0101468,0.196647,0.194382,0.237924,0.561085,0.869753,379.745,608.313,1.00666
alpha_z[5],0.584914,0.0102527,0.194206,0.191096,0.277389,0.582334,0.91587,365.223,602.646,1.00718
alpha_z[6],-0.475346,0.0103603,0.198773,0.189905,-0.813591,-0.47499,-0.146734,375.986,678.046,1.00798
alpha_z[7],-1.51541,0.0119589,0.237285,0.23686,-1.9014,-1.51208,-1.11801,403.324,592.846,1.00838
alpha_z[8],0.597198,0.00971443,0.191187,0.188072,0.286246,0.596708,0.922464,395.729,735.678,1.0056
alpha_z[9],-0.511023,0.0103028,0.195902,0.195969,-0.841748,-0.504865,-0.19906,371.199,652.922,1.00938
alpha_z[10],0.604218,0.0101154,0.196335,0.191332,0.281944,0.600258,0.928745,384.87,726.632,1.00911
alpha_z[11],-2.60136,0.0146484,0.309481,0.301635,-3.11037,-2.58516,-2.10718,460.313,643.703,1.00755
alpha_z[12],-0.473938,0.0101034,0.195262,0.191489,-0.803327,-0.466035,-0.165647,380.698,688.073,1.00937
alpha_z[13],-0.506665,0.0102872,0.201097,0.193284,-0.834653,-0.501522,-0.188178,386.815,711.66,1.00936
alpha_z[14],1.60671,0.0120259,0.238438,0.229521,1.23405,1.59886,2.01355,397.495,541.386,1.00492
alpha_z[15],-0.478747,0.0102124,0.197886,0.193051,-0.793638,-0.478475,-0.161304,386.896,665.312,1.00709
alpha_z[16],1.658,0.011425,0.237185,0.23964,1.28297,1.64777,2.07675,439.809,809.597,1.00572
alpha_z[17],0.610547,0.0102618,0.194304,0.192233,0.288203,0.608506,0.931513,362.432,557.181,1.00684
alpha_z[18],-1.51038,0.0120579,0.243577,0.242679,-1.90659,-1.50716,-1.1192,416.777,703.458,1.01012
alpha_z[19],-0.432255,0.0101903,0.195077,0.187934,-0.75363,-0.432439,-0.112187,375.065,597.179,1.00991
alpha_z[20],1.60974,0.0120476,0.240904,0.24176,1.21877,1.60903,2.0077,404.393,654.384,1.00452
alpha_z[21],1.63395,0.0118374,0.235109,0.231879,1.26375,1.62292,2.03257,402.746,661.052,1.00533
alpha_z[22],0.603419,0.00994717,0.194707,0.19595,0.278073,0.598248,0.919057,387.182,621.119,1.0062
alpha_z[23],-0.538512,0.0106154,0.199125,0.189926,-0.864113,-0.530613,-0.219319,360.776,697.454,1.00961
alpha_z[24],1.6206,0.0119961,0.237466,0.241219,1.24737,1.61801,2.01243,399.495,619.779,1.00572
alpha_z[25],-1.55737,0.0119527,0.23793,0.226571,-1.94855,-1.54541,-1.17172,409.487,566.083,1.0111
alpha_z[26],-0.508056,0.0101179,0.195532,0.185429,-0.826491,-0.50863,-0.189038,382.356,681.078,1.00742
alpha_z[27],-1.56294,0.0117946,0.239659,0.238409,-1.94874,-1.55819,-1.16576,428.97,626.548,1.00823
alpha_z[28],0.552065,0.0106918,0.203761,0.192467,0.222681,0.559384,0.882983,364.337,667.706,1.00523
alpha_z[29],0.599509,0.0099697,0.18961,0.187372,0.29652,0.597951,0.91862,371.319,732.073,1.00749
alpha_z[30],0.567452,0.0101255,0.194183,0.187288,0.256735,0.568009,0.882149,374.931,774.623,1.00665
alpha_z[31],0.550157,0.00993679,0.196263,0.195693,0.23359,0.545327,0.870917,397.899,658.125,1.00475
alpha_z[32],2.70824,0.0142869,0.298959,0.296275,2.22641,2.70611,3.22579,454.387,698.707,1.00453
beta_z[1],0.0737153,0.0159397,0.96657,0.994388,-1.52911,0.0625351,1.74771,3790.89,1415.81,1.00108
beta_z[2],-0.240463,0.0151801,0.942675,0.934479,-1.74415,-0.244947,1.33305,3977.53,1551.0,1.00149
beta_z[3],-0.319156,0.0164827,1.01535,1.00714,-1.98477,-0.320948,1.36942,3896.76,1357.3,1.00154
beta_z[4],0.197514,0.0162006,0.958294,0.982046,-1.37175,0.207727,1.70292,3596.68,1299.12,1.0034
beta_z[5],0.0115709,0.0158488,0.947118,0.963334,-1.53436,0.0333766,1.52023,3748.07,1492.91,1.00266
beta_z[6],0.0201985,0.0156975,0.999186,1.0361,-1.59289,0.00500263,1.61005,4230.48,1560.52,1.00168
beta_z[7],-0.269395,0.0178554,0.986613,0.974458,-1.88068,-0.293397,1.36409,3192.05,1420.45,1.00268
beta_z[8],-0.0140325,0.0145227,0.94674,0.956097,-1.56885,-0.0123667,1.51456,4461.66,1542.85,1.00602
beta_z[9],-0.044322,0.0159358,0.969451,0.983266,-1.62578,-0.0321655,1.54639,3778.04,1476.46,1.00194
beta_z[10],-0.0833424,0.0149755,0.968669,0.963655,-1.64918,-0.0576772,1.44276,4262.96,1151.21,1.00162
beta_z[11],0.0621478,0.0138767,0.975247,0.930601,-1.57923,0.060869,1.63902,5133.86,1377.58,1.00477
beta_z[12],-0.0437507,0.0151736,0.923932,0.909596,-1.55463,-0.0381347,1.49265,3805.55,1693.57,1.00585
beta_z[13],0.202203,0.018346,0.971063,0.970148,-1.37845,0.187846,1.80037,2896.94,1837.87,0.999249
beta_z[14],0.338002,0.0187617,0.96425,0.946693,-1.33072,0.359051,1.9317,2765.96,1711.35,1.00497
beta_z[15],-0.247906,0.0160374,0.979426,0.981028,-1.84323,-0.270772,1.38137,3793.18,1626.55,1.00162
beta_z[16],-0.0476641,0.0156452,0.951392,0.92112,-1.64013,-0.0620336,1.51955,3748.74,1191.76,1.00367
beta_z[17],-0.171115,0.0159825,0.905856,0.884091,-1.66585,-0.16744,1.34881,3358.6,1755.36,1.00193
beta_z[18],-0.353065,0.0184008,0.987685,0.996406,-1.9853,-0.331007,1.22247,3013.87,1616.52,0.999932
beta_z[19],-0.103457,0.0163373,0.985144,0.95429,-1.71433,-0.0863534,1.47281,3750.71,1321.68,1.00156
beta_z[20],0.379698,0.0180767,0.954391,0.974718,-1.20413,0.402821,1.91665,2836.81,1778.11,1.00268
beta_z[21],-0.239793,0.0187089,0.942576,0.954382,-1.80861,-0.224971,1.30038,2636.37,1091.07,1.00422
beta_z[22],0.134441,0.0155154,0.971723,0.945626,-1.50204,0.148778,1.7054,3985.47,1462.62,1.00083
beta_z[23],0.207302,0.015639,0.954159,0.953532,-1.38542,0.205365,1.76175,3730.21,1500.19,1.00268
beta_z[24],0.275611,0.0181414,0.943681,0.983273,-1.23044,0.275961,1.77059,2805.95,1552.01,1.00117
beta_z[25],-0.0130948,0.0158714,0.997372,0.977615,-1.65458,-0.00185711,1.66364,4012.83,1458.59,1.00568
beta_z[26],-0.0195891,0.0151221,0.957312,0.993342,-1.56296,-0.0160521,1.51528,4217.3,1608.72,1.00063
beta_z[27],-0.123476,0.0145034,0.951802,0.966809,-1.70177,-0.108015,1.47747,4143.61,1502.34,1.00201
beta_z[28],0.351123,0.0173035,0.981335,0.970684,-1.23372,0.341519,1.97585,3203.25,1330.18,1.00292
beta_z[29],-0.0729978,0.0145236,0.95826,0.986664,-1.65257,-0.0750917,1.53788,4631.42,1438.6,1.0016
beta_z[30],0.101878,0.0143746,0.916914,0.912765,-1.40087,0.103341,1.61561,4304.44,1635.33,1.00365
beta_z[31],0.00582998,0.0176459,0.997127,0.953154,-1.63215,0.0298455,1.66341,3408.51,1355.55,1.00107
beta_z[32],0.0558221,0.0146081,0.931751,0.917099,-1.50277,0.105351,1.56499,4138.1,1544.17,0.999129
phi,62.8386,0.000771837,0.0341832,0.0338033,62.7812,62.8383,62.895,1998.15,838.216,1.00315
alpha[1],-2.44364,0.0289911,1.52624,1.20696,-5.01066,-2.37342,-0.0453087,2818.31,1247.89,1.00289
alpha[2],-2.44261,0.0328992,1.49921,1.2504,-4.67915,-2.56668,0.185842,2270.41,1295.21,1.00147
alpha[3],-14.9524,0.0327442,1.57739,1.35613,-17.232,-15.093,-12.2287,2704.33,1433.05,1.00774
alpha[4],9.41201,0.0323582,1.4805,1.27004,6.76825,9.53589,11.5314,2235.31,1196.28,1.00022
alpha[5],9.71422,0.0273139,1.4236,1.26845,7.42705,9.69551,12.0533,2866.73,1608.21,1.00062
alpha[6],-2.58899,0.0302556,1.488,1.27423,-5.01899,-2.61539,0.0128514,2528.26,1359.96,1.00287
alpha[7],-14.6566,0.0355766,1.49824,1.31536,-16.9047,-14.7536,-11.9683,1980.15,1376.8,1.00037
alpha[8],9.85833,0.0276889,1.45974,1.26696,7.48926,9.888,12.2181,3059.44,1536.4,1.00116
alpha[9],-3.00246,0.0267752,1.45476,1.31524,-5.29296,-3.0474,-0.665756,3045.93,1368.96,0.999802
alpha[10],9.94169,0.0275104,1.49725,1.26243,7.65664,9.9067,12.4094,3132.18,1232.78,1.00301
alpha[11],-27.252,0.0240053,1.49986,1.26406,-29.7995,-27.239,-24.9501,4293.81,1443.66,0.999795
alpha[12],-2.56761,0.0267777,1.38449,1.19177,-4.86115,-2.5594,-0.343111,2929.3,1298.52,1.00022
alpha[13],-2.94563,0.0340094,1.52337,1.2915,-5.56435,-2.82055,-0.676285,2250.67,1095.3,1.00143
alpha[14],21.5741,0.0413557,1.60158,1.26696,18.6868,21.7579,23.8275,1772.45,1008.93,1.00123
alpha[15],-2.62937,0.0292648,1.50304,1.29429,-4.80616,-2.73137,-0.0584117,2848.28,1349.17,1.00149
alpha[16],22.1623,0.0250079,1.40058,1.24857,19.834,22.1277,24.5205,2971.72,1508.27,1.00146
alpha[17],10.0118,0.0278317,1.42622,1.15615,7.87788,9.93739,12.4233,2937.31,1033.51,1.0003
alpha[18],-14.6004,0.0380682,1.57138,1.30506,-16.8188,-14.7831,-11.6599,1969.33,1332.58,0.999116
alpha[19],-2.08894,0.029592,1.52563,1.30615,-4.40623,-2.11594,0.386865,3321.37,1278.11,1.00043
alpha[20],21.6055,0.0401774,1.53981,1.32374,18.7239,21.8018,23.7724,1648.57,1266.05,1.00101
alpha[21],21.8903,0.0356533,1.5066,1.25836,19.7033,21.7861,24.5039,2122.68,1299.71,1.00076
alpha[22],9.92986,0.0328515,1.53678,1.28973,7.38133,9.9677,12.2379,2370.94,1337.65,0.999262
alpha[23],-3.3184,0.0328185,1.45525,1.23947,-5.78676,-3.21602,-1.12065,2333.25,1267.07,1.00637
alpha[24],21.7314,0.0355853,1.51902,1.34754,19.0308,21.8971,23.878,2188.09,1447.97,1.00322
alpha[25],-15.1454,0.0268302,1.49202,1.26718,-17.5796,-15.1361,-12.8626,3175.78,1515.86,1.00349
alpha[26],-2.96596,0.0255494,1.4714,1.27515,-5.32136,-2.9237,-0.55905,3394.19,1264.61,1.00245
alpha[27],-15.2043,0.0243077,1.46099,1.2714,-17.4954,-15.2421,-12.7712,3740.63,1263.17,1.00034
alpha[28],9.33925,0.0393393,1.56617,1.33727,6.4783,9.49212,11.5164,1662.79,1358.68,1.00154
alpha[29],9.88149,0.0276572,1.43194,1.34129,7.5616,9.86741,12.218,2751.79,1274.03,1.00097
alpha[30],9.51239,0.0283415,1.45804,1.26596,7.0249,9.57413,11.7301,2952.22,1395.03,1.0021
alpha[31],9.31103,0.027687,1.44301,1.19525,6.93002,9.31409,11.7629,2752.87,1624.79,1.00123
alpha[32],34.355,0.0245141,1.46403,1.23449,31.9411,34.3932,36.7331,3802.37,1135.55,1.00215
beta[1],10.4549,0.00173828,0.0920337,0.0729439,10.3112,10.4516,10.6094,2838.86,1196.72,1.00168
beta[2],10.4247,0.00196152,0.0896665,0.0729439,10.2673,10.4318,10.5593,2326.83,1375.63,1.00098
beta[3],10.4186,0.00197745,0.0950798,0.0800604,10.253,10.4263,10.5574,2760.47,1335.92,1.00606
beta[4],10.4662,0.00194901,0.0895255,0.0760574,10.3358,10.4599,10.6205,2268.21,1155.45,1.00117
beta[5],10.448,0.00165243,0.0856279,0.0730922,10.3096,10.4491,10.5876,2895.14,1532.16,0.999483
beta[6],10.4485,0.00172185,0.0899486,0.0753161,10.298,10.4475,10.5948,2855.8,1418.06,1.00212
