rank,lambda_real,lambda_imag,magnitude,argument_rad,b_real,b_imag,abs_b,abs_b_sq,var_frac_of_top20
1,1.0000000000000004,0.0,1.0000000000000004,0.0,-3.794707603699271e-18,0.0,3.794707603699271e-18,1.4399805797573062e-35,0.0002786441799142743
2,0.0010619991974274068,0.0006138734762264252,0.0012266551838845225,0.5241127150035031,-3.9058383263790303e-17,-2.2726264551747308e-17,4.51889411654792e-17,2.0420404036571407e-33,0.039514607462606
3,0.0010619991974274068,-0.0006138734762264252,0.0012266551838845225,-0.5241127150035031,-3.9058383263790303e-17,2.2726264551747308e-17,4.51889411654792e-17,2.0420404036571407e-33,0.039514607462606
4,-1.2622328917200885e-06,0.0012255630964136898,0.0012255637464134552,1.5718262472038214,2.71050543121376e-19,4.5425847565656075e-17,4.5426656221376765e-17,2.0635810954551483e-33,0.0399314317229619
5,-1.2622328917200885e-06,-0.0012255630964136898,0.0012255637464134552,-1.5718262472038214,2.71050543121376e-19,-4.5425847565656075e-17,4.5426656221376765e-17,2.0635810954551483e-33,0.0399314317229619
6,-0.001060736964536014,0.0006116872143069588,0.0012244689281805743,2.6185098694728133,3.954627424140879e-17,-2.268364820658858e-17,4.559008337716637e-17,2.0784557023369817e-33,0.04021926356558538
7,-0.001060736964536014,-0.0006116872143069588,0.0012244689281805743,-2.6185098694728133,3.954627424140879e-17,2.268364820658858e-17,4.559008337716637e-17,2.0784557023369817e-33,0.04021926356558538
8,0.0002487291672561764,0.00018087763097401498,0.00030754335634300883,0.6287533996024494,6.574500329998423e-17,4.7119781111266655e-17,8.088682977400351e-17,6.542679230888621e-33,0.12660444969614632
9,0.0002487291672561764,-0.00018087763097401498,0.00030754335634300883,-0.6287533996024494,6.574500329998423e-17,-4.7119781111266655e-17,8.088682977400351e-17,6.542679230888621e-33,0.12660444969614632
10,-9.51658790178716e-05,0.00029218043698189756,0.0003072880607576168,1.8856696092741654,2.4101475481173846e-17,-7.638363123837984e-17,8.009581912640897e-17,6.415340241530422e-33,0.12414037005787731
11,-9.51658790178716e-05,-0.00029218043698189756,0.0003072880607576168,-1.8856696092741654,2.4101475481173846e-17,7.638363123837984e-17,8.009581912640897e-17,6.415340241530422e-33,0.12414037005787731
12,-0.0003071265759787874,0.0,0.0003071265759787874,3.141592653589793,7.955164034022934e-17,0.0,7.955164034022934e-17,6.328463480821205e-33,0.12245925684831525
13,-0.00024961493757520335,0.0,0.00024961493757520335,3.141592653589793,2.3405214398530827e-17,0.0,2.3405214398530827e-17,5.478040610411947e-34,0.010600310551983908
14,-7.705731160609816e-05,0.00023737242697590642,0.00024956662108621686,1.8846901095308177,7.04392598936676e-18,-2.235476119503748e-17,2.3438264471390156e-17,5.493522414308301e-34,0.010630268695940406
15,-7.705731160609816e-05,-0.00023737242697590642,0.00024956662108621686,-1.8846901095308177,7.04392598936676e-18,2.235476119503748e-17,2.3438264471390156e-17,5.493522414308301e-34,0.010630268695940406
16,0.00020186478028448883,0.00014661293724769166,0.00024948896345870796,0.628155064649204,1.9214095375516552e-17,1.3804221672856444e-17,2.3658782662952168e-17,5.597379970928061e-34,0.010831238793030818
17,0.00020186478028448883,-0.00014661293724769166,0.00024948896345870796,-0.628155064649204,1.9214095375516552e-17,-1.3804221672856444e-17,2.3658782662952168e-17,5.597379970928061e-34,0.010831238793030818
18,0.0002473796026734088,0.0,0.0002473796026734088,0.0,3.7919970982680524e-17,0.0,3.7919970982680524e-17,1.437924199327333e-33,0.027824625896550832
19,7.627019757302788e-05,-0.00023521468157918974,0.00024727128718924957,-1.2572358593960282,-1.1800863021146908e-17,3.583732872361899e-17,3.773028621795227e-17,1.423574498088599e-33,0.02754695126746967
20,7.627019757302788e-05,0.00023521468157918974,0.00024727128718924957,1.2572358593960282,-1.1800863021146908e-17,-3.583732872361899e-17,3.773028621795227e-17,1.423574498088599e-33,0.02754695126746967
